,longitude,latitude,year,month,day,hour,weather,temperature,pressure,humidity,wind_direction,wind_speed
0,116.86416666666666,40.3775,2017.0,1.0,1.0,0.0,10.0,-6.6,1023.3,28.0,71.0,0.2
1,116.86416666666666,40.3775,2017.0,1.0,1.0,1.0,10.0,-6.6,1023.3,28.0,71.0,0.2
2,116.86416666666666,40.3775,2017.0,1.0,1.0,2.0,10.0,-6.6,1023.3,28.0,71.0,0.2
3,116.86416666666666,40.3775,2017.0,1.0,1.0,3.0,10.0,-6.6,1023.3,28.0,71.0,0.2
4,116.86416666666666,40.3775,2017.0,1.0,1.0,4.0,10.0,-6.6,1023.3,28.0,71.0,0.2
5,116.86416666666666,40.3775,2017.0,1.0,1.0,5.0,10.0,-6.6,1023.3,28.0,71.0,0.2
6,116.86416666666666,40.3775,2017.0,1.0,1.0,6.0,10.0,-6.6,1023.3,28.0,71.0,0.2
7,116.86416666666666,40.3775,2017.0,1.0,1.0,7.0,10.0,-6.6,1023.3,28.0,71.0,0.2
8,116.86416666666666,40.3775,2017.0,1.0,1.0,8.0,10.0,-6.6,1023.3,28.0,71.0,0.2
9,116.86416666666666,40.3775,2017.0,1.0,1.0,9.0,10.0,-6.6,1023.3,28.0,71.0,0.2
10,116.86416666666666,40.3775,2017.0,1.0,1.0,10.0,10.0,-6.6,1023.3,28.0,71.0,0.2
11,116.86416666666666,40.3775,2017.0,1.0,1.0,11.0,10.0,-6.6,1023.3,28.0,71.0,0.2
12,116.86416666666666,40.3775,2017.0,1.0,1.0,12.0,10.0,-6.6,1023.3,28.0,71.0,0.2
13,116.86416666666666,40.3775,2017.0,1.0,1.0,13.0,10.0,-6.6,1023.3,28.0,71.0,0.2
14,116.86416666666666,40.3775,2017.0,1.0,1.0,14.0,10.0,-6.6,1023.3,28.0,71.0,0.2
15,116.86416666666666,40.3775,2017.0,1.0,1.0,15.0,10.0,-6.6,1023.3,28.0,71.0,0.2
16,116.86416666666666,40.3775,2017.0,1.0,1.0,16.0,10.0,-6.6,1023.3,28.0,71.0,0.2
17,116.86416666666666,40.3775,2017.0,1.0,1.0,17.0,10.0,-6.6,1023.3,28.0,71.0,0.2
18,116.86416666666666,40.3775,2017.0,1.0,1.0,18.0,10.0,-6.6,1023.3,28.0,71.0,0.2
19,116.86416666666666,40.3775,2017.0,1.0,1.0,19.0,10.0,-6.6,1023.3,28.0,71.0,0.2
20,116.86416666666666,40.3775,2017.0,1.0,1.0,20.0,10.0,-6.6,1023.3,28.0,71.0,0.2
21,116.86416666666666,40.3775,2017.0,1.0,1.0,21.0,10.0,-6.6,1023.3,28.0,71.0,0.2
22,116.86416666666666,40.3775,2017.0,1.0,1.0,22.0,10.0,-6.6,1023.3,28.0,71.0,0.2
23,116.86416666666666,40.3775,2017.0,1.0,1.0,23.0,10.0,-6.6,1023.3,28.0,71.0,0.2
24,116.86416666666666,40.3775,2017.0,1.0,2.0,0.0,10.0,-6.6,1023.3,28.0,71.0,0.2
25,116.86416666666666,40.3775,2017.0,1.0,2.0,1.0,10.0,-6.6,1023.3,28.0,71.0,0.2
26,116.86416666666666,40.3775,2017.0,1.0,2.0,2.0,10.0,-6.6,1023.3,28.0,71.0,0.2
27,116.86416666666666,40.3775,2017.0,1.0,2.0,3.0,10.0,-6.6,1023.3,28.0,71.0,0.2
28,116.86416666666666,40.3775,2017.0,1.0,2.0,4.0,10.0,-6.6,1023.3,28.0,71.0,0.2
29,116.86416666666666,40.3775,2017.0,1.0,2.0,5.0,10.0,-6.6,1023.3,28.0,71.0,0.2
30,116.86416666666666,40.3775,2017.0,1.0,2.0,6.0,10.0,-6.6,1023.3,28.0,71.0,0.2
31,116.86416666666666,40.3775,2017.0,1.0,2.0,7.0,10.0,-6.6,1023.3,28.0,71.0,0.2
32,116.86416666666666,40.3775,2017.0,1.0,2.0,8.0,10.0,-6.6,1023.3,28.0,71.0,0.2
33,116.86416666666666,40.3775,2017.0,1.0,2.0,9.0,10.0,-6.6,1023.3,28.0,71.0,0.2
34,116.86416666666666,40.3775,2017.0,1.0,2.0,10.0,10.0,-6.6,1023.3,28.0,71.0,0.2
35,116.86416666666666,40.3775,2017.0,1.0,2.0,11.0,10.0,-6.6,1023.3,28.0,71.0,0.2
36,116.86416666666666,40.3775,2017.0,1.0,2.0,12.0,10.0,-6.6,1023.3,28.0,71.0,0.2
37,116.86416666666666,40.3775,2017.0,1.0,2.0,13.0,10.0,-6.6,1023.3,28.0,71.0,0.2
38,116.86416666666666,40.3775,2017.0,1.0,2.0,14.0,10.0,-6.6,1023.3,28.0,71.0,0.2
39,116.86416666666666,40.3775,2017.0,1.0,2.0,15.0,10.0,-6.6,1023.3,28.0,71.0,0.2
40,116.86416666666666,40.3775,2017.0,1.0,2.0,16.0,10.0,-6.6,1023.3,28.0,71.0,0.2
41,116.86416666666666,40.3775,2017.0,1.0,2.0,17.0,10.0,-6.6,1023.3,28.0,71.0,0.2
42,116.86416666666666,40.3775,2017.0,1.0,2.0,18.0,10.0,-6.6,1023.3,28.0,71.0,0.2
43,116.86416666666666,40.3775,2017.0,1.0,2.0,19.0,10.0,-6.6,1023.3,28.0,71.0,0.2
44,116.86416666666666,40.3775,2017.0,1.0,2.0,20.0,10.0,-6.6,1023.3,28.0,71.0,0.2
45,116.86416666666666,40.3775,2017.0,1.0,2.0,21.0,10.0,-6.6,1023.3,28.0,71.0,0.2
46,116.86416666666666,40.3775,2017.0,1.0,2.0,22.0,10.0,-6.6,1023.3,28.0,71.0,0.2
47,116.86416666666666,40.3775,2017.0,1.0,2.0,23.0,10.0,-6.6,1023.3,28.0,71.0,0.2
48,116.86416666666666,40.3775,2017.0,1.0,3.0,0.0,10.0,-6.6,1023.3,28.0,71.0,0.2
49,116.86416666666666,40.3775,2017.0,1.0,3.0,1.0,10.0,-6.6,1023.3,28.0,71.0,0.2
50,116.86416666666666,40.3775,2017.0,1.0,3.0,2.0,10.0,-6.6,1023.3,28.0,71.0,0.2
51,116.86416666666666,40.3775,2017.0,1.0,3.0,3.0,10.0,-6.6,1023.3,28.0,71.0,0.2
52,116.86416666666666,40.3775,2017.0,1.0,3.0,4.0,10.0,-6.6,1023.3,28.0,71.0,0.2
53,116.86416666666666,40.3775,2017.0,1.0,3.0,5.0,10.0,-6.6,1023.3,28.0,71.0,0.2
54,116.86416666666666,40.3775,2017.0,1.0,3.0,6.0,10.0,-6.6,1023.3,28.0,71.0,0.2
55,116.86416666666666,40.3775,2017.0,1.0,3.0,7.0,10.0,-6.6,1023.3,28.0,71.0,0.2
