,longitude,latitude,year,month,day,hour,weather,temperature,pressure,humidity,wind_direction,wind_speed
0,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,0.0,10.0,-2.5,1028.5,16.0,225.0,2.4
1,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,1.0,10.0,-2.5,1028.5,16.0,225.0,2.4
2,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,2.0,10.0,-2.5,1028.5,16.0,225.0,2.4
3,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,3.0,10.0,-2.5,1028.5,16.0,225.0,2.4
4,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,4.0,10.0,-2.5,1028.5,16.0,225.0,2.4
5,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,5.0,10.0,-2.5,1028.5,16.0,225.0,2.4
6,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,6.0,10.0,-2.5,1028.5,16.0,225.0,2.4
7,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,7.0,10.0,-2.5,1028.5,16.0,225.0,2.4
8,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,8.0,10.0,-2.5,1028.5,16.0,225.0,2.4
9,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,9.0,10.0,-2.5,1028.5,16.0,225.0,2.4
10,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,10.0,10.0,-2.5,1028.5,16.0,225.0,2.4
11,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,11.0,10.0,-2.5,1028.5,16.0,225.0,2.4
12,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,12.0,10.0,-2.5,1028.5,16.0,225.0,2.4
13,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,13.0,10.0,-2.5,1028.5,16.0,225.0,2.4
14,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,14.0,10.0,-2.5,1028.5,16.0,225.0,2.4
15,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,15.0,10.0,-2.5,1028.5,16.0,225.0,2.4
16,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,16.0,10.0,-2.5,1028.5,16.0,225.0,2.4
17,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,17.0,10.0,-2.5,1028.5,16.0,225.0,2.4
18,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,18.0,10.0,-2.5,1028.5,16.0,225.0,2.4
19,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,19.0,10.0,-2.5,1028.5,16.0,225.0,2.4
20,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,20.0,10.0,-2.5,1028.5,16.0,225.0,2.4
21,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,21.0,10.0,-2.5,1028.5,16.0,225.0,2.4
22,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,22.0,10.0,-2.5,1028.5,16.0,225.0,2.4
23,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,23.0,10.0,-2.5,1028.5,16.0,225.0,2.4
24,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,0.0,10.0,-2.5,1028.5,16.0,225.0,2.4
25,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,1.0,10.0,-2.5,1028.5,16.0,225.0,2.4
26,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,2.0,10.0,-2.5,1028.5,16.0,225.0,2.4
27,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,3.0,10.0,-2.5,1028.5,16.0,225.0,2.4
28,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,4.0,10.0,-2.5,1028.5,16.0,225.0,2.4
29,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,5.0,10.0,-2.5,1028.5,16.0,225.0,2.4
30,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,6.0,10.0,-2.5,1028.5,16.0,225.0,2.4
31,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,7.0,10.0,-2.5,1028.5,16.0,225.0,2.4
32,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,8.0,10.0,-2.5,1028.5,16.0,225.0,2.4
33,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,9.0,10.0,-2.5,1028.5,16.0,225.0,2.4
34,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,10.0,10.0,-2.5,1028.5,16.0,225.0,2.4
35,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,11.0,10.0,-2.5,1028.5,16.0,225.0,2.4
36,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,12.0,10.0,-2.5,1028.5,16.0,225.0,2.4
37,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,13.0,10.0,-2.5,1028.5,16.0,225.0,2.4
38,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,14.0,10.0,-2.5,1028.5,16.0,225.0,2.4
39,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,15.0,10.0,-2.5,1028.5,16.0,225.0,2.4
40,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,16.0,10.0,-2.5,1028.5,16.0,225.0,2.4
41,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,17.0,10.0,-2.5,1028.5,16.0,225.0,2.4
42,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,18.0,10.0,-2.5,1028.5,16.0,225.0,2.4
43,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,19.0,10.0,-2.5,1028.5,16.0,225.0,2.4
44,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,20.0,10.0,-2.5,1028.5,16.0,225.0,2.4
45,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,21.0,10.0,-2.5,1028.5,16.0,225.0,2.4
46,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,22.0,10.0,-2.5,1028.5,16.0,225.0,2.4
47,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,23.0,10.0,-2.5,1028.5,16.0,225.0,2.4
