id,station_id,forecast_time,weather,temperature,pressure,humidity,wind_speed,wind_direction
52307121,london_grid_000,2018-04-28 01:00:00,PARTLY_CLOUDY_NIGHT,8.82,1006.37054686417,92.0,24.76,338.84
52307122,london_grid_000,2018-04-28 02:00:00,PARTLY_CLOUDY_NIGHT,8.44,1006.9631170499,91.0,24.67,336.85
52307123,london_grid_000,2018-04-28 03:00:00,PARTLY_CLOUDY_NIGHT,8.12,1007.54734375,90.0,23.98,334.75
52307124,london_grid_000,2018-04-28 04:00:00,PARTLY_CLOUDY_NIGHT,7.88,1008.09879310208,89.0,23.01,332.24
52307125,london_grid_000,2018-04-28 05:00:00,PARTLY_CLOUDY_NIGHT,7.74,1008.63582552314,88.0,21.77,329.65
52307126,london_grid_000,2018-04-28 06:00:00,PARTLY_CLOUDY_DAY,7.7,1009.1875,87.0,20.14,327.49
52307127,london_grid_000,2018-04-28 07:00:00,PARTLY_CLOUDY_DAY,7.77,1009.76665341269,86.0,18.07,326.16
52307128,london_grid_000,2018-04-28 08:00:00,CLOUDY,7.92,1010.32123421402,85.0,15.85,325.1
52307129,london_grid_000,2018-04-28 09:00:00,CLOUDY,8.1,1010.78296875,84.0,13.85,323.18
52307130,london_grid_000,2018-04-28 10:00:00,CLOUDY,8.29,1011.0990984555,83.0,12.39,319.35
52307131,london_grid_000,2018-04-28 11:00:00,CLOUDY,8.5,1011.2789251208,82.0,11.2,314.43
52307132,london_grid_000,2018-04-28 12:00:00,CLOUDY,8.74,1011.347265625,81.0,9.84,309.86
52307133,london_grid_000,2018-04-28 13:00:00,CLOUDY,9.01,1011.32623806622,79.0,7.97,305.99
52307134,london_grid_000,2018-04-28 14:00:00,RAIN,9.3,1011.22716541853,77.0,6.12,298.09
52307135,london_grid_000,2018-04-28 15:00:00,RAIN,9.54,1011.058671875,76.0,5.43,278.72
52307136,london_grid_000,2018-04-28 16:00:00,RAIN,9.71,1010.84567439535,76.0,7.14,258.93
52307137,london_grid_000,2018-04-28 17:00:00,PARTLY_CLOUDY_DAY,9.8,1010.67826100599,76.0,10.0,253.6
52307138,london_grid_000,2018-04-28 18:00:00,PARTLY_CLOUDY_DAY,9.84,1010.6628125,77.0,12.33,258.47
52307139,london_grid_000,2018-04-28 19:00:00,PARTLY_CLOUDY_DAY,9.83,1010.86163726904,78.0,13.52,271.44
52307140,london_grid_000,2018-04-28 20:00:00,CLEAR_NIGHT,9.76,1011.16075409916,80.0,14.08,288.51
52307141,london_grid_000,2018-04-28 21:00:00,CLEAR_NIGHT,9.61,1011.402109375,81.0,13.9,306.97
52307142,london_grid_000,2018-04-28 22:00:00,CLEAR_NIGHT,9.36,1011.46834655164,82.0,12.67,328.45
52307143,london_grid_000,2018-04-28 23:00:00,CLEAR_NIGHT,9.08,1011.40489736588,83.0,11.96,355.55
52307144,london_grid_000,2018-04-29 00:00:00,CLEAR_NIGHT,8.83,1011.297890625,84.0,13.09,20.98
52307145,london_grid_000,2018-04-29 01:00:00,CLEAR_NIGHT,8.66,1011.20697883923,86.0,15.25,36.74
52307146,london_grid_000,2018-04-29 02:00:00,CLEAR_NIGHT,8.52,1011.08590933082,88.0,17.51,44.12
52307147,london_grid_000,2018-04-29 03:00:00,CLEAR_NIGHT,8.33,1010.861953125,90.0,19.69,44.92
52307148,london_grid_000,2018-04-29 04:00:00,PARTLY_CLOUDY_NIGHT,8.04,1010.50812177199,91.0,22.09,40.84
52307149,london_grid_000,2018-04-29 05:00:00,PARTLY_CLOUDY_DAY,7.72,1010.18038892195,92.0,24.81,36.13
52307150,london_grid_000,2018-04-29 06:00:00,PARTLY_CLOUDY_DAY,7.49,1010.08046875,92.0,27.52,34.1
52307151,london_grid_000,2018-04-29 07:00:00,PARTLY_CLOUDY_DAY,7.41,1010.32711682743,92.0,29.78,35.91
52307152,london_grid_000,2018-04-29 08:00:00,PARTLY_CLOUDY_DAY,7.54,1010.7072543101,91.0,31.51,39.18
52307153,london_grid_000,2018-04-29 09:00:00,WIND,7.9,1010.92484375,89.0,32.56,41.5
52307154,london_grid_000,2018-04-29 10:00:00,WIND,8.47,1010.76531485346,87.0,32.75,41.3
52307155,london_grid_000,2018-04-29 11:00:00,WIND,9.09,1010.33996594414,84.0,32.58,39.01
52307156,london_grid_000,2018-04-29 12:00:00,WIND,9.54,1009.8415625,81.0,32.78,35.54
52307157,london_grid_000,2018-04-29 13:00:00,WIND,9.68,1009.41844088834,80.0,33.88,31.97
52307158,london_grid_000,2018-04-29 14:00:00,WIND,9.6,1009.04122103372,79.0,35.84,29.02
52307159,london_grid_000,2018-04-29 15:00:00,WIND,9.47,1008.63609375,79.0,38.45,27.08
52307160,london_grid_000,2018-04-29 16:00:00,WIND,9.41,1008.1588787691,78.0,41.4,26.11
52307161,london_grid_000,2018-04-29 17:00:00,WIND,9.38,1007.68391149506,78.0,44.16,25.12
52307162,london_grid_000,2018-04-29 18:00:00,WIND,9.31,1007.31515625,77.0,46.2,23.1
52307163,london_grid_000,2018-04-29 19:00:00,WIND,9.14,1007.10975931305,77.0,47.33,19.56
52307164,london_grid_000,2018-04-29 20:00:00,WIND,8.89,1006.93759479158,76.0,48.28,15.91
52307165,london_grid_000,2018-04-29 21:00:00,WIND,8.6,1006.62171875,76.0,49.68,14.08
52307166,london_grid_000,2018-04-29 22:00:00,WIND,8.32,1006.03557934906,77.0,51.83,15.03
52307167,london_grid_000,2018-04-29 23:00:00,WIND,8.04,1005.2541931349,78.0,54.4,16.41
52307168,london_grid_000,2018-04-30 00:00:00,RAIN,7.74,1004.40296875,80.0,56.75,15.51
52307193,london_grid_001,2018-04-28 01:00:00,PARTLY_CLOUDY_NIGHT,8.23,1005.32152108666,93.0,22.07,339.62
52307194,london_grid_001,2018-04-28 02:00:00,PARTLY_CLOUDY_NIGHT,7.8,1005.88413567997,92.0,21.83,337.44
52307195,london_grid_001,2018-04-28 03:00:00,PARTLY_CLOUDY_NIGHT,7.45,1006.4465625,92.0,21.11,335.0
52307196,london_grid_001,2018-04-28 04:00:00,PARTLY_CLOUDY_NIGHT,7.23,1006.98894455769,91.0,20.27,331.96
52307197,london_grid_001,2018-04-28 05:00:00,PARTLY_CLOUDY_DAY,7.15,1007.52580952756,90.0,19.32,328.97
52307198,london_grid_001,2018-04-28 06:00:00,PARTLY_CLOUDY_DAY,7.22,1008.08028125,89.0,18.06,327.03
52307199,london_grid_001,2018-04-28 07:00:00,PARTLY_CLOUDY_DAY,7.43,1008.66072730294,88.0,16.39,326.97
52307200,london_grid_001,2018-04-28 08:00:00,CLOUDY,7.71,1009.21649021442,87.0,14.51,328.23
52307201,london_grid_001,2018-04-28 09:00:00,CLOUDY,8.02,1009.68215625,85.0,12.76,329.45
52307202,london_grid_001,2018-04-28 10:00:00,CLOUDY,8.3,1010.00619426294,84.0,11.32,328.95
52307203,london_grid_001,2018-04-28 11:00:00,CLOUDY,8.58,1010.19260345734,83.0,10.0,327.16
52307204,london_grid_001,2018-04-28 12:00:00,CLOUDY,8.9,1010.259265625,81.0,8.48,325.61
52307205,london_grid_001,2018-04-28 13:00:00,CLOUDY,9.27,1010.2242948351,79.0,6.57,325.45
52307206,london_grid_001,2018-04-28 14:00:00,RAIN,9.66,1010.10673426639,78.0,4.56,321.08
52307207,london_grid_001,2018-04-28 15:00:00,RAIN,9.98,1009.925859375,76.0,3.37,293.77
52307208,london_grid_001,2018-04-28 16:00:00,RAIN,10.18,1009.71449734574,76.0,5.01,257.87
52307209,london_grid_001,2018-04-28 17:00:00,RAIN,10.2,1009.55968227804,77.0,8.03,249.77
52307210,london_grid_001,2018-04-28 18:00:00,RAIN,10.0,1009.562,79.0,10.26,254.6
52307211,london_grid_001,2018-04-28 19:00:00,PARTLY_CLOUDY_DAY,9.56,1009.77912203195,81.0,11.01,268.8
52307212,london_grid_001,2018-04-28 20:00:00,CLEAR_NIGHT,8.99,1010.09706266313,83.0,11.19,288.91
52307213,london_grid_001,2018-04-28 21:00:00,CLEAR_NIGHT,8.45,1010.358921875,84.0,11.2,310.94
52307214,london_grid_001,2018-04-28 22:00:00,CLEAR_NIGHT,8.04,1010.44826163294,86.0,10.78,334.32
52307215,london_grid_001,2018-04-28 23:00:00,CLEAR_NIGHT,7.75,1010.41049183797,87.0,10.88,359.87
52307216,london_grid_001,2018-04-29 00:00:00,CLEAR_NIGHT,7.54,1010.331484375,88.0,12.11,21.81
52307217,london_grid_001,2018-04-29 01:00:00,CLEAR_NIGHT,7.37,1010.26971106591,89.0,13.87,35.59
52307218,london_grid_001,2018-04-29 02:00:00,CLEAR_NIGHT,7.2,1010.17404348036,91.0,15.65,42.21
52307219,london_grid_001,2018-04-29 03:00:00,CLEAR_NIGHT,7.0,1009.965953125,92.0,17.41,42.6
52307220,london_grid_001,2018-04-29 04:00:00,CLEAR_NIGHT,6.77,1009.61515625621,93.0,19.47,38.14
52307221,london_grid_001,2018-04-29 05:00:00,CLEAR_DAY,6.57,1009.28434812946,94.0,21.9,33.31
52307222,london_grid_001,2018-04-29 06:00:00,PARTLY_CLOUDY_DAY,6.53,1009.18446875,93.0,24.32,31.59
52307223,london_grid_001,2018-04-29 07:00:00,PARTLY_CLOUDY_DAY,6.71,1009.44009620092,93.0,26.32,34.12
52307224,london_grid_001,2018-04-29 08:00:00,PARTLY_CLOUDY_DAY,7.12,1009.83036087678,91.0,27.98,38.21
52307225,london_grid_001,2018-04-29 09:00:00,PARTLY_CLOUDY_DAY,7.74,1010.04803125,89.0,29.25,41.07
52307226,london_grid_001,2018-04-29 10:00:00,PARTLY_CLOUDY_DAY,8.51,1009.87181657899,86.0,29.94,40.99
52307227,london_grid_001,2018-04-29 11:00:00,CLOUDY,9.24,1009.42418926618,83.0,30.31,38.65
52307228,london_grid_001,2018-04-29 12:00:00,CLOUDY,9.7,1008.9135625,80.0,30.79,35.16
52307229,london_grid_001,2018-04-29 13:00:00,CLOUDY,9.74,1008.50080414979,79.0,31.71,31.6
52307230,london_grid_001,2018-04-29 14:00:00,WIND,9.5,1008.1566008085,79.0,33.12,28.65
52307231,london_grid_001,2018-04-29 15:00:00,WIND,9.23,1007.80409375,79.0,34.97,26.77
52307232,london_grid_001,2018-04-29 16:00:00,WIND,9.08,1007.39172029409,78.0,37.13,25.95
52307233,london_grid_001,2018-04-29 17:00:00,WIND,9.01,1006.96910194428,78.0,39.25,25.13
52307234,london_grid_001,2018-04-29 18:00:00,WIND,8.91,1006.61115625,77.0,40.97,23.15
52307235,london_grid_001,2018-04-29 19:00:00,WIND,8.7,1006.35908203496,76.0,42.18,19.48
52307236,london_grid_001,2018-04-29 20:00:00,WIND,8.4,1006.11920321995,75.0,43.38,15.69
52307237,london_grid_001,2018-04-29 21:00:00,WIND,8.08,1005.764125,75.0,44.86,13.79
52307238,london_grid_001,2018-04-29 22:00:00,WIND,7.79,1005.20220156606,76.0,46.69,14.75
52307239,london_grid_001,2018-04-29 23:00:00,WIND,7.5,1004.4847830926,77.0,48.65,16.23
52307240,london_grid_001,2018-04-30 00:00:00,WIND,7.18,1003.69896875,79.0,50.32,15.5
52307265,london_grid_002,2018-04-28 01:00:00,PARTLY_CLOUDY_NIGHT,7.64,1004.27249530915,94.0,19.38,340.62
52307266,london_grid_002,2018-04-28 02:00:00,PARTLY_CLOUDY_NIGHT,7.16,1004.80515431004,94.0,18.99,338.19
52307267,london_grid_002,2018-04-28 03:00:00,PARTLY_CLOUDY_NIGHT,6.78,1005.34578125,94.0,18.23,335.33
52307268,london_grid_002,2018-04-28 04:00:00,PARTLY_CLOUDY_NIGHT,6.58,1005.8790960133,93.0,17.53,331.59
52307269,london_grid_002,2018-04-28 05:00:00,PARTLY_CLOUDY_DAY,6.57,1006.41579353198,93.0,16.87,328.1
52307270,london_grid_002,2018-04-28 06:00:00,PARTLY_CLOUDY_DAY,6.74,1006.9730625,92.0,15.99,326.45
52307271,london_grid_002,2018-04-28 07:00:00,PARTLY_CLOUDY_DAY,7.08,1007.5548011932,91.0,14.71,327.97
52307272,london_grid_002,2018-04-28 08:00:00,PARTLY_CLOUDY_DAY,7.51,1008.11174621483,89.0,13.23,331.99
52307273,london_grid_002,2018-04-28 09:00:00,CLOUDY,7.94,1008.58134375,87.0,11.85,336.77
52307274,london_grid_002,2018-04-28 10:00:00,CLOUDY,8.31,1008.91329007038,86.0,10.64,340.15
52307275,london_grid_002,2018-04-28 11:00:00,CLOUDY,8.66,1009.10628179389,84.0,9.4,342.4
52307276,london_grid_002,2018-04-28 12:00:00,CLOUDY,9.06,1009.171265625,82.0,7.95,345.24
52307277,london_grid_002,2018-04-28 13:00:00,RAIN,9.53,1009.12235160397,80.0,6.22,350.73
52307278,london_grid_002,2018-04-28 14:00:00,RAIN,10.01,1008.98630311424,78.0,4.24,355.41
52307279,london_grid_002,2018-04-28 15:00:00,RAIN,10.42,1008.793046875,77.0,2.05,337.3
52307280,london_grid_002,2018-04-28 16:00:00,RAIN,10.65,1008.58332029613,77.0,2.88,255.24
52307281,london_grid_002,2018-04-28 17:00:00,RAIN,10.6,1008.44110355008,78.0,6.12,243.51
52307282,london_grid_002,2018-04-28 18:00:00,RAIN,10.16,1008.4611875,80.0,8.26,248.83
52307283,london_grid_002,2018-04-28 19:00:00,RAIN,9.29,1008.69660679486,83.0,8.54,264.61
52307284,london_grid_002,2018-04-28 20:00:00,CLEAR_NIGHT,8.22,1009.0333712271,86.0,8.3,289.59
52307285,london_grid_002,2018-04-28 21:00:00,CLEAR_NIGHT,7.29,1009.315734375,88.0,8.58,317.39
52307286,london_grid_002,2018-04-28 22:00:00,CLEAR_NIGHT,6.72,1009.42817671425,89.0,9.06,342.55
52307287,london_grid_002,2018-04-28 23:00:00,CLEAR_NIGHT,6.43,1009.41608631005,90.0,9.88,5.09
52307288,london_grid_002,2018-04-29 00:00:00,CLEAR_NIGHT,6.26,1009.365078125,91.0,11.13,22.79
52307289,london_grid_002,2018-04-29 01:00:00,CLEAR_NIGHT,6.08,1009.33244329258,93.0,12.5,34.2
52307290,london_grid_002,2018-04-29 02:00:00,CLEAR_NIGHT,5.88,1009.26217762991,94.0,13.81,39.78
52307291,london_grid_002,2018-04-29 03:00:00,CLEAR_NIGHT,5.68,1009.069953125,95.0,15.17,39.58
52307292,london_grid_002,2018-04-29 04:00:00,CLEAR_NIGHT,5.49,1008.72219074043,95.0,16.91,34.62
52307293,london_grid_002,2018-04-29 05:00:00,CLEAR_DAY,5.42,1008.38830733698,95.0,19.06,29.64
52307294,london_grid_002,2018-04-29 06:00:00,PARTLY_CLOUDY_DAY,5.57,1008.28846875,94.0,21.18,28.32
52307295,london_grid_002,2018-04-29 07:00:00,PARTLY_CLOUDY_DAY,6.01,1008.55307557441,93.0,22.9,31.79
52307296,london_grid_002,2018-04-29 08:00:00,PARTLY_CLOUDY_DAY,6.7,1008.95346744347,91.0,24.46,36.94
52307297,london_grid_002,2018-04-29 09:00:00,PARTLY_CLOUDY_DAY,7.58,1009.17121875,89.0,25.94,40.52
52307298,london_grid_002,2018-04-29 10:00:00,PARTLY_CLOUDY_DAY,8.55,1008.97831830452,85.0,27.12,40.62
52307299,london_grid_002,2018-04-29 11:00:00,PARTLY_CLOUDY_DAY,9.39,1008.50841258822,82.0,28.03,38.23
52307300,london_grid_002,2018-04-29 12:00:00,CLOUDY,9.86,1007.9855625,79.0,28.8,34.72
52307301,london_grid_002,2018-04-29 13:00:00,CLOUDY,9.8,1007.58316741123,78.0,29.55,31.17
52307302,london_grid_002,2018-04-29 14:00:00,CLOUDY,9.41,1007.27198058328,78.0,30.4,28.22
52307303,london_grid_002,2018-04-29 15:00:00,CLOUDY,8.99,1006.97209375,78.0,31.49,26.38
52307304,london_grid_002,2018-04-29 16:00:00,WIND,8.76,1006.62456181909,78.0,32.87,25.75
52307305,london_grid_002,2018-04-29 17:00:00,WIND,8.64,1006.25429239349,77.0,34.35,25.15
52307306,london_grid_002,2018-04-29 18:00:00,WIND,8.51,1005.90715625,76.0,35.74,23.22
52307307,london_grid_002,2018-04-29 19:00:00,WIND,8.26,1005.60840475687,75.0,37.04,19.38
52307308,london_grid_002,2018-04-29 20:00:00,WIND,7.91,1005.30081164831,74.0,38.48,15.41
52307309,london_grid_002,2018-04-29 21:00:00,WIND,7.56,1004.90653125,74.0,40.04,13.43
52307310,london_grid_002,2018-04-29 22:00:00,WIND,7.25,1004.36882378305,74.0,41.54,14.39
52307311,london_grid_002,2018-04-29 23:00:00,WIND,6.96,1003.71537305029,75.0,42.9,16.0
52307312,london_grid_002,2018-04-30 00:00:00,WIND,6.62,1002.99496875,78.0,43.89,15.48
52307337,london_grid_003,2018-04-28 01:00:00,CLOUDY,7.17,1001.57996823536,95.0,17.78,342.23
52307338,london_grid_003,2018-04-28 02:00:00,PARTLY_CLOUDY_NIGHT,6.7,1002.08382436508,95.0,17.32,339.67
52307339,london_grid_003,2018-04-28 03:00:00,PARTLY_CLOUDY_NIGHT,6.31,1002.6001875,95.0,16.57,336.57
52307340,london_grid_003,2018-04-28 04:00:00,PARTLY_CLOUDY_NIGHT,6.11,1003.116307166,95.0,15.98,332.47
52307341,london_grid_003,2018-04-28 05:00:00,PARTLY_CLOUDY_DAY,6.1,1003.64264204901,95.0,15.5,328.83
52307342,london_grid_003,2018-04-28 06:00:00,PARTLY_CLOUDY_DAY,6.3,1004.195453125,94.0,14.82,327.65
52307343,london_grid_003,2018-04-28 07:00:00,PARTLY_CLOUDY_DAY,6.68,1004.77783029973,93.0,13.74,330.58
52307344,london_grid_003,2018-04-28 08:00:00,PARTLY_CLOUDY_DAY,7.16,1005.34017919815,91.0,12.53,336.83
52307345,london_grid_003,2018-04-28 09:00:00,CLOUDY,7.64,1005.819734375,89.0,11.49,344.21
52307346,london_grid_003,2018-04-28 10:00:00,CLOUDY,8.06,1006.1648889962,88.0,10.63,350.08
52307347,london_grid_003,2018-04-28 11:00:00,CLOUDY,8.45,1006.36867067229,86.0,9.7,354.64
52307348,london_grid_003,2018-04-28 12:00:00,CLOUDY,8.9,1006.435265625,84.0,8.51,359.69
52307349,london_grid_003,2018-04-28 13:00:00,RAIN,9.44,1006.37484693308,81.0,6.99,7.31
52307350,london_grid_003,2018-04-28 14:00:00,RAIN,10.0,1006.22153510343,79.0,5.15,15.9
52307351,london_grid_003,2018-04-28 15:00:00,RAIN,10.48,1006.0154375,77.0,2.72,18.59
52307352,london_grid_003,2018-04-28 16:00:00,RAIN,10.76,1005.8049755863,77.0,1.09,269.46
52307353,london_grid_003,2018-04-28 17:00:00,RAIN,10.7,1005.67182722416,79.0,4.12,241.31
52307354,london_grid_003,2018-04-28 18:00:00,RAIN,10.12,1005.705984375,82.0,6.04,247.04
52307355,london_grid_003,2018-04-28 19:00:00,RAIN,8.96,1005.95668069857,85.0,6.05,264.96
52307356,london_grid_003,2018-04-28 20:00:00,PARTLY_CLOUDY_NIGHT,7.57,1006.31011664806,88.0,5.76,296.78
52307357,london_grid_003,2018-04-28 21:00:00,CLEAR_NIGHT,6.37,1006.611734375,90.0,6.62,330.31
52307358,london_grid_003,2018-04-28 22:00:00,CLEAR_NIGHT,5.69,1006.74665636477,92.0,7.97,354.09
52307359,london_grid_003,2018-04-28 23:00:00,CLEAR_NIGHT,5.4,1006.75872643821,93.0,9.3,11.54
52307360,london_grid_003,2018-04-29 00:00:00,CLEAR_NIGHT,5.25,1006.73146875,94.0,10.52,24.64
52307361,london_grid_003,2018-04-29 01:00:00,CLEAR_NIGHT,5.06,1006.72032520808,95.0,11.54,33.77
