id,station_id,forecast_time,weather,temperature,pressure,humidity,wind_speed,wind_direction
52260249,beijing_grid_000,2018-04-28 01:00:00,CLEAR_NIGHT,22.1,972.719653146766,43.0,2.03,203.34
52260250,beijing_grid_000,2018-04-28 02:00:00,CLEAR_NIGHT,22.4,972.347629259137,37.0,5.19,166.61
52260251,beijing_grid_000,2018-04-28 03:00:00,CLEAR_NIGHT,22.3,971.819375,33.0,8.67,163.15
52260252,beijing_grid_000,2018-04-28 04:00:00,CLEAR_NIGHT,22.2,971.142872574004,32.0,11.26,166.61
52260253,beijing_grid_000,2018-04-28 05:00:00,CLEAR_DAY,22.9,970.37937135285,32.0,13.2,171.93
52260254,beijing_grid_000,2018-04-28 06:00:00,CLEAR_DAY,28.0,969.6034375,31.0,14.9,176.77
52260255,beijing_grid_000,2018-04-28 07:00:00,CLEAR_DAY,24.9,968.888017436847,28.0,16.42,179.92
52260256,beijing_grid_000,2018-04-28 08:00:00,CLEAR_DAY,25.8,968.299578616501,25.0,17.07,182.35
52260257,beijing_grid_000,2018-04-28 09:00:00,CLEAR_DAY,26.5,967.90296875,25.0,16.02,185.62
52260258,beijing_grid_000,2018-04-28 10:00:00,CLEAR_DAY,26.8,967.742985919349,30.0,12.9,192.16
52260259,beijing_grid_000,2018-04-28 11:00:00,CLEAR_DAY,26.0,967.784229690408,38.0,8.88,205.43
52260260,beijing_grid_000,2018-04-28 12:00:00,CLEAR_DAY,25.0,967.97125,44.0,5.63,231.78
52260261,beijing_grid_000,2018-04-28 13:00:00,CLEAR_DAY,23.8,968.230750691313,47.0,4.28,269.15
52260262,beijing_grid_000,2018-04-28 14:00:00,CLEAR_DAY,23.2,968.418051232981,46.0,4.4,299.5
52260263,beijing_grid_000,2018-04-28 15:00:00,CLEAR_DAY,22.6,968.370625,45.0,4.99,312.59
52260264,beijing_grid_000,2018-04-28 16:00:00,CLEAR_DAY,21.0,967.983875320028,44.0,5.7,311.6
52260265,beijing_grid_000,2018-04-28 17:00:00,CLEAR_DAY,20.0,967.384925331371,44.0,6.44,305.01
52260266,beijing_grid_000,2018-04-28 18:00:00,CLEAR_DAY,19.0,966.758828125,44.0,7.1,298.99
52260267,beijing_grid_000,2018-04-28 19:00:00,CLEAR_NIGHT,19.0,966.262263653576,44.0,7.44,296.21
52260268,beijing_grid_000,2018-04-28 20:00:00,CLEAR_NIGHT,18.0,965.938419316533,43.0,7.47,295.57
52260269,beijing_grid_000,2018-04-28 21:00:00,CLEAR_NIGHT,18.1,965.802109375,41.0,7.3,295.79
52260270,beijing_grid_000,2018-04-28 22:00:00,CLEAR_NIGHT,20.8,965.853013352706,38.0,6.93,295.48
52260271,beijing_grid_000,2018-04-28 23:00:00,CLEAR_NIGHT,22.4,966.030271823792,34.0,6.01,291.4
