test_id,PM2.5,PM10,O3
dongsi_aq#0,76,100,54
dongsi_aq#1,79,102,52
dongsi_aq#2,79,106,53
dongsi_aq#3,75,105,55
dongsi_aq#4,74,107,53
dongsi_aq#5,77,105,55
dongsi_aq#6,75,103,54
dongsi_aq#7,79,103,53
dongsi_aq#8,78,101,52
dongsi_aq#9,81,105,52
dongsi_aq#10,77,106,54
dongsi_aq#11,77,97,54
dongsi_aq#12,74,106,52
dongsi_aq#13,79,103,56
dongsi_aq#14,79,103,52
dongsi_aq#15,79,98,56
dongsi_aq#16,80,104,55
dongsi_aq#17,75,101,53
dongsi_aq#18,82,98,55
dongsi_aq#19,74,101,53
dongsi_aq#20,77,105,56
dongsi_aq#21,80,105,52
dongsi_aq#22,80,99,56
dongsi_aq#23,77,102,52
dongsi_aq#24,75,99,52
dongsi_aq#25,76,103,55
dongsi_aq#26,78,100,52
dongsi_aq#27,81,105,52
dongsi_aq#28,79,104,54
dongsi_aq#29,74,99,53
dongsi_aq#30,81,107,54
dongsi_aq#31,76,105,56
dongsi_aq#32,75,103,53
dongsi_aq#33,79,99,51
dongsi_aq#34,76,99,56
dongsi_aq#35,76,98,56
dongsi_aq#36,77,107,55
dongsi_aq#37,76,100,53
dongsi_aq#38,79,106,53
dongsi_aq#39,77,99,53
dongsi_aq#40,77,99,55
dongsi_aq#41,75,99,56
dongsi_aq#42,80,105,56
dongsi_aq#43,76,102,53
dongsi_aq#44,75,104,52
dongsi_aq#45,79,99,54
dongsi_aq#46,76,98,54
dongsi_aq#47,78,103,53
tiantan_aq#0,82,133,66
tiantan_aq#1,85,130,63
tiantan_aq#2,83,133,66
tiantan_aq#3,79,136,65
tiantan_aq#4,78,138,65
tiantan_aq#5,86,130,62
tiantan_aq#6,83,138,60
tiantan_aq#7,78,130,60
tiantan_aq#8,84,128,60
tiantan_aq#9,86,130,60
tiantan_aq#10,82,135,63
tiantan_aq#11,84,138,61
tiantan_aq#12,80,140,63
tiantan_aq#13,81,132,60
tiantan_aq#14,81,130,64
tiantan_aq#15,82,132,60
tiantan_aq#16,83,134,65
tiantan_aq#17,80,129,63
tiantan_aq#18,81,136,59
tiantan_aq#19,80,132,61
tiantan_aq#20,82,129,61
tiantan_aq#21,84,127,65
tiantan_aq#22,80,139,61
tiantan_aq#23,86,127,65
tiantan_aq#24,83,137,60
tiantan_aq#25,79,134,63
tiantan_aq#26,86,132,61
tiantan_aq#27,83,127,61
tiantan_aq#28,81,127,64
tiantan_aq#29,84,139,60
tiantan_aq#30,78,135,64
tiantan_aq#31,81,132,65
tiantan_aq#32,85,134,60
tiantan_aq#33,86,133,62
tiantan_aq#34,81,134,61
tiantan_aq#35,84,130,63
tiantan_aq#36,84,130,64
tiantan_aq#37,87,126,61
tiantan_aq#38,80,131,63
tiantan_aq#39,86,131,62
tiantan_aq#40,84,135,62
tiantan_aq#41,82,126,64
tiantan_aq#42,80,132,65
tiantan_aq#43,86,136,65
tiantan_aq#44,83,133,63
tiantan_aq#45,84,132,63
tiantan_aq#46,79,139,65
tiantan_aq#47,82,138,62
guanyuan_aq#0,79,132,57
guanyuan_aq#1,81,124,58
guanyuan_aq#2,83,123,57
guanyuan_aq#3,87,125,62
guanyuan_aq#4,86,129,62
guanyuan_aq#5,86,124,60
guanyuan_aq#6,84,122,61
guanyuan_aq#7,83,122,59
guanyuan_aq#8,81,124,60
guanyuan_aq#9,85,125,59
guanyuan_aq#10,85,123,62
guanyuan_aq#11,79,123,59
guanyuan_aq#12,80,132,57
guanyuan_aq#13,83,125,57
guanyuan_aq#14,82,130,57
guanyuan_aq#15,81,124,59
guanyuan_aq#16,87,130,62
guanyuan_aq#17,83,131,62
guanyuan_aq#18,84,132,61
guanyuan_aq#19,83,133,57
guanyuan_aq#20,80,123,61
guanyuan_aq#21,87,130,57
guanyuan_aq#22,82,133,60
guanyuan_aq#23,81,133,58
guanyuan_aq#24,80,124,62
guanyuan_aq#25,84,133,61
guanyuan_aq#26,86,131,60
guanyuan_aq#27,82,130,62
guanyuan_aq#28,82,131,62
guanyuan_aq#29,86,124,61
guanyuan_aq#30,82,123,57
guanyuan_aq#31,87,130,61
guanyuan_aq#32,87,129,58
guanyuan_aq#33,82,125,57
guanyuan_aq#34,82,132,60
guanyuan_aq#35,84,129,60
guanyuan_aq#36,83,128,58
guanyuan_aq#37,84,130,58
guanyuan_aq#38,84,128,58
guanyuan_aq#39,82,128,59
guanyuan_aq#40,81,128,59
guanyuan_aq#41,86,123,60
guanyuan_aq#42,81,125,62
guanyuan_aq#43,84,124,58
guanyuan_aq#44,85,124,59
guanyuan_aq#45,86,128,58
guanyuan_aq#46,84,134,57
guanyuan_aq#47,82,128,57
wanshouxigong_aq#0,72,96,67
