test_id,PM2.5,PM10,O3
dongsi_aq#0,78,104,53
dongsi_aq#1,77,102,53
dongsi_aq#2,77,100,52
dongsi_aq#3,75,102,55
dongsi_aq#4,81,99,53
dongsi_aq#5,77,103,54
dongsi_aq#6,76,104,54
dongsi_aq#7,82,99,53
dongsi_aq#8,81,104,53
dongsi_aq#9,80,99,53
dongsi_aq#10,79,98,53
dongsi_aq#11,81,99,56
dongsi_aq#12,76,97,56
dongsi_aq#13,78,98,54
dongsi_aq#14,78,103,56
dongsi_aq#15,76,105,55
dongsi_aq#16,80,107,53
dongsi_aq#17,75,103,52
dongsi_aq#18,81,101,55
dongsi_aq#19,76,99,54
dongsi_aq#20,78,103,55
dongsi_aq#21,75,100,53
dongsi_aq#22,77,100,53
dongsi_aq#23,81,100,56
dongsi_aq#24,79,104,54
dongsi_aq#25,77,105,53
dongsi_aq#26,75,107,56
dongsi_aq#27,80,106,55
dongsi_aq#28,77,98,55
dongsi_aq#29,75,102,53
dongsi_aq#30,80,97,53
dongsi_aq#31,75,103,53
dongsi_aq#32,78,104,54
dongsi_aq#33,78,97,52
dongsi_aq#34,79,107,55
dongsi_aq#35,80,104,54
dongsi_aq#36,75,101,51
dongsi_aq#37,78,103,55
dongsi_aq#38,81,102,54
dongsi_aq#39,80,101,53
dongsi_aq#40,76,98,53
dongsi_aq#41,79,97,53
dongsi_aq#42,78,98,53
dongsi_aq#43,80,104,56
dongsi_aq#44,78,98,52
dongsi_aq#45,74,97,54
dongsi_aq#46,81,103,52
dongsi_aq#47,76,98,55
tiantan_aq#0,78,130,60
tiantan_aq#1,82,136,65
tiantan_aq#2,86,127,61
tiantan_aq#3,79,128,64
tiantan_aq#4,86,129,61
tiantan_aq#5,81,131,59
tiantan_aq#6,83,136,64
tiantan_aq#7,85,136,61
tiantan_aq#8,85,138,62
tiantan_aq#9,82,137,61
tiantan_aq#10,83,133,60
tiantan_aq#11,82,138,65
tiantan_aq#12,85,137,64
tiantan_aq#13,83,136,64
tiantan_aq#14,80,129,64
tiantan_aq#15,83,133,63
tiantan_aq#16,80,139,62
tiantan_aq#17,86,131,62
tiantan_aq#18,81,136,66
tiantan_aq#19,81,128,61
tiantan_aq#20,81,128,59
tiantan_aq#21,84,139,60
tiantan_aq#22,79,127,62
tiantan_aq#23,87,131,60
tiantan_aq#24,82,129,60
tiantan_aq#25,83,130,60
tiantan_aq#26,86,128,60
tiantan_aq#27,86,135,60
tiantan_aq#28,80,131,64
tiantan_aq#29,83,127,62
tiantan_aq#30,86,127,63
tiantan_aq#31,86,131,62
tiantan_aq#32,85,132,64
tiantan_aq#33,82,132,65
tiantan_aq#34,79,129,63
tiantan_aq#35,80,139,63
tiantan_aq#36,81,139,61
tiantan_aq#37,84,139,65
tiantan_aq#38,84,132,63
tiantan_aq#39,83,127,65
tiantan_aq#40,82,130,65
tiantan_aq#41,85,135,64
tiantan_aq#42,79,129,64
tiantan_aq#43,79,133,60
tiantan_aq#44,86,131,64
tiantan_aq#45,81,135,62
tiantan_aq#46,86,128,60
tiantan_aq#47,81,127,65
guanyuan_aq#0,82,124,57
guanyuan_aq#1,87,133,61
guanyuan_aq#2,87,130,62
guanyuan_aq#3,82,128,62
guanyuan_aq#4,81,133,61
guanyuan_aq#5,84,129,61
guanyuan_aq#6,79,124,59
guanyuan_aq#7,83,126,62
guanyuan_aq#8,83,130,59
guanyuan_aq#9,85,126,62
guanyuan_aq#10,84,126,60
guanyuan_aq#11,81,123,62
guanyuan_aq#12,84,122,61
guanyuan_aq#13,82,125,56
guanyuan_aq#14,80,125,59
