test_id,PM2.5,PM10,O3
dongsi_aq#0,82,103,56
dongsi_aq#1,79,103,53
dongsi_aq#2,80,97,53
dongsi_aq#3,76,97,53
dongsi_aq#4,75,101,52
dongsi_aq#5,75,98,55
dongsi_aq#6,76,97,55
dongsi_aq#7,78,102,52
dongsi_aq#8,76,105,54
dongsi_aq#9,76,106,56
dongsi_aq#10,80,99,53
dongsi_aq#11,80,98,56
dongsi_aq#12,79,101,54
dongsi_aq#13,79,103,55
dongsi_aq#14,75,97,52
dongsi_aq#15,76,107,54
dongsi_aq#16,80,106,54
dongsi_aq#17,81,106,52
dongsi_aq#18,81,100,54
dongsi_aq#19,74,102,56
dongsi_aq#20,78,105,52
dongsi_aq#21,80,99,56
dongsi_aq#22,78,97,51
dongsi_aq#23,75,106,51
dongsi_aq#24,80,106,53
dongsi_aq#25,78,107,52
dongsi_aq#26,79,100,53
dongsi_aq#27,75,105,51
dongsi_aq#28,74,101,52
dongsi_aq#29,76,104,56
dongsi_aq#30,81,107,56
dongsi_aq#31,79,101,54
dongsi_aq#32,81,107,56
dongsi_aq#33,74,105,54
dongsi_aq#34,75,101,53
dongsi_aq#35,81,107,51
dongsi_aq#36,77,106,52
dongsi_aq#37,75,99,55
dongsi_aq#38,74,101,54
dongsi_aq#39,79,101,52
dongsi_aq#40,74,107,55
dongsi_aq#41,82,105,53
dongsi_aq#42,79,103,53
dongsi_aq#43,81,104,52
dongsi_aq#44,80,104,54
dongsi_aq#45,76,100,52
dongsi_aq#46,75,104,53
dongsi_aq#47,79,98,53
tiantan_aq#0,84,129,63
tiantan_aq#1,85,140,64
tiantan_aq#2,80,136,60
tiantan_aq#3,85,135,61
tiantan_aq#4,83,129,64
tiantan_aq#5,81,127,63
tiantan_aq#6,84,130,60
tiantan_aq#7,85,136,61
tiantan_aq#8,80,132,63
tiantan_aq#9,85,131,64
tiantan_aq#10,86,138,64
tiantan_aq#11,81,129,61
tiantan_aq#12,85,135,61
tiantan_aq#13,79,134,62
tiantan_aq#14,82,139,63
tiantan_aq#15,81,133,61
tiantan_aq#16,79,127,63
tiantan_aq#17,81,131,63
tiantan_aq#18,82,131,61
tiantan_aq#19,80,136,61
tiantan_aq#20,84,129,60
tiantan_aq#21,81,130,61
tiantan_aq#22,86,131,66
tiantan_aq#23,83,139,65
tiantan_aq#24,80,133,61
tiantan_aq#25,83,132,62
tiantan_aq#26,80,137,61
tiantan_aq#27,87,128,61
tiantan_aq#28,86,140,63
tiantan_aq#29,82,134,62
tiantan_aq#30,85,134,61
tiantan_aq#31,82,131,62
tiantan_aq#32,80,130,62
tiantan_aq#33,85,137,60
tiantan_aq#34,83,129,59
tiantan_aq#35,80,135,63
tiantan_aq#36,79,139,65
tiantan_aq#37,78,130,60
tiantan_aq#38,82,130,61
tiantan_aq#39,83,134,61
tiantan_aq#40,83,138,61
tiantan_aq#41,85,128,61
tiantan_aq#42,86,135,65
tiantan_aq#43,85,127,61
tiantan_aq#44,85,135,61
tiantan_aq#45,83,130,65
tiantan_aq#46,80,128,64
tiantan_aq#47,85,139,62
guanyuan_aq#0,84,133,56
guanyuan_aq#1,80,127,60
guanyuan_aq#2,85,127,58
guanyuan_aq#3,81,122,61
guanyuan_aq#4,82,133,57
guanyuan_aq#5,85,134,61
guanyuan_aq#6,83,131,58
guanyuan_aq#7,81,125,59
guanyuan_aq#8,83,123,62
guanyuan_aq#9,87,129,56
guanyuan_aq#10,85,130,61
guanyuan_aq#11,84,129,57
guanyuan_aq#12,87,125,61
guanyuan_aq#13,87,131,60
guanyuan_aq#14,85,125,58
guanyuan_aq#15,80,133,60
guanyuan_aq#16,84,131,62
guanyuan_aq#17,84,125,57
guanyuan_aq#18,85,126,57
guanyuan_aq#19,86,122,61
guanyuan_aq#20,85,125,58
guanyuan_aq#21,81,128,59
guanyuan_aq#22,84,127,59
guanyuan_aq#23,87,129,61
guanyuan_aq#24,81,129,59
guanyuan_aq#25,81,123,62
guanyuan_aq#26,81,122,59
guanyuan_aq#27,85,125,61
guanyuan_aq#28,83,124,59
guanyuan_aq#29,80,126,60
guanyuan_aq#30,87,127,59
guanyuan_aq#31,80,133,60
guanyuan_aq#32,85,124,62
guanyuan_aq#33,79,128,59
guanyuan_aq#34,84,122,60
guanyuan_aq#35,84,132,60
guanyuan_aq#36,87,123,59
guanyuan_aq#37,81,129,59
guanyuan_aq#38,83,124,59
guanyuan_aq#39,79,124,62
guanyuan_aq#40,87,125,58
guanyuan_aq#41,86,123,61
guanyuan_aq#42,82,123,57
guanyuan_aq#43,82,128,60
guanyuan_aq#44,87,128,61
guanyuan_aq#45,86,133,57
guanyuan_aq#46,85,133,59
guanyuan_aq#47,83,131,60
wanshouxigong_aq#0,78,97,63
wanshouxigong_aq#1,74,94,66
wanshouxigong_aq#2,72,101,66
wanshouxigong_aq#3,75,93,67
wanshouxigong_aq#4,74,100,65
wanshouxigong_aq#5,72,99,69
wanshouxigong_aq#6,73,95,67
wanshouxigong_aq#7,72,93,67
wanshouxigong_aq#8,74,99,69
wanshouxigong_aq#9,76,98,68
wanshouxigong_aq#10,76,98,63
wanshouxigong_aq#11,72,98,68
wanshouxigong_aq#12,76,95,64
wanshouxigong_aq#13,73,101,69
wanshouxigong_aq#14,74,96,63
wanshouxigong_aq#15,77,101,68
wanshouxigong_aq#16,75,94,67
wanshouxigong_aq#17,74,100,67
wanshouxigong_aq#18,70,95,63
wanshouxigong_aq#19,71,100,65
wanshouxigong_aq#20,73,102,64
wanshouxigong_aq#21,74,98,65
wanshouxigong_aq#22,75,94,65
wanshouxigong_aq#23,73,93,66
wanshouxigong_aq#24,76,93,66
wanshouxigong_aq#25,77,101,66
wanshouxigong_aq#26,77,102,64
wanshouxigong_aq#27,74,102,69
wanshouxigong_aq#28,75,95,67
wanshouxigong_aq#29,72,93,67
wanshouxigong_aq#30,75,95,67
wanshouxigong_aq#31,75,97,65
wanshouxigong_aq#32,72,99,67
wanshouxigong_aq#33,70,98,64
wanshouxigong_aq#34,72,98,63
wanshouxigong_aq#35,72,96,68
wanshouxigong_aq#36,73,98,63
wanshouxigong_aq#37,72,97,64
wanshouxigong_aq#38,72,96,69
wanshouxigong_aq#39,74,101,67
wanshouxigong_aq#40,71,100,65
wanshouxigong_aq#41,75,96,65
wanshouxigong_aq#42,77,93,67
