test_id,PM2.5,PM10,O3
dongsi_aq#0,76,103,54
dongsi_aq#1,80,98,55
dongsi_aq#2,78,99,54
dongsi_aq#3,79,104,55
dongsi_aq#4,75,105,53
dongsi_aq#5,76,107,52
dongsi_aq#6,75,101,54
dongsi_aq#7,79,98,52
dongsi_aq#8,81,104,56
dongsi_aq#9,78,102,52
dongsi_aq#10,79,106,55
dongsi_aq#11,76,104,52
dongsi_aq#12,80,100,54
dongsi_aq#13,81,103,56
dongsi_aq#14,75,98,55
dongsi_aq#15,77,97,53
dongsi_aq#16,79,97,52
dongsi_aq#17,79,101,55
dongsi_aq#18,77,98,54
dongsi_aq#19,81,98,54
dongsi_aq#20,80,98,51
dongsi_aq#21,76,106,54
dongsi_aq#22,80,99,53
dongsi_aq#23,77,102,56
dongsi_aq#24,79,107,52
dongsi_aq#25,75,101,55
dongsi_aq#26,79,102,52
dongsi_aq#27,79,97,55
dongsi_aq#28,79,103,53
dongsi_aq#29,76,101,53
dongsi_aq#30,81,100,51
dongsi_aq#31,81,105,53
dongsi_aq#32,79,103,52
dongsi_aq#33,81,102,53
dongsi_aq#34,81,102,54
dongsi_aq#35,76,104,53
dongsi_aq#36,77,101,54
dongsi_aq#37,74,100,56
dongsi_aq#38,77,98,55
dongsi_aq#39,77,104,56
dongsi_aq#40,80,103,54
dongsi_aq#41,80,103,52
dongsi_aq#42,77,104,52
dongsi_aq#43,74,106,56
dongsi_aq#44,76,100,56
dongsi_aq#45,75,98,51
dongsi_aq#46,77,105,53
dongsi_aq#47,75,97,56
tiantan_aq#0,80,138,61
tiantan_aq#1,84,127,62
tiantan_aq#2,81,140,60
tiantan_aq#3,79,135,63
tiantan_aq#4,80,135,62
tiantan_aq#5,79,136,65
tiantan_aq#6,81,136,64
tiantan_aq#7,81,135,64
tiantan_aq#8,81,138,59
tiantan_aq#9,79,139,60
tiantan_aq#10,81,138,62
tiantan_aq#11,86,132,60
tiantan_aq#12,81,130,63
tiantan_aq#13,83,135,61
tiantan_aq#14,81,137,60
tiantan_aq#15,82,132,62
tiantan_aq#16,86,137,63
tiantan_aq#17,85,139,60
tiantan_aq#18,83,129,66
tiantan_aq#19,82,139,65
tiantan_aq#20,83,137,65
tiantan_aq#21,83,126,62
tiantan_aq#22,81,134,62
tiantan_aq#23,84,139,62
tiantan_aq#24,83,129,63
tiantan_aq#25,86,135,66
tiantan_aq#26,82,133,60
tiantan_aq#27,82,133,63
tiantan_aq#28,87,132,62
tiantan_aq#29,79,131,62
tiantan_aq#30,86,134,63
tiantan_aq#31,82,136,61
tiantan_aq#32,80,129,63
tiantan_aq#33,82,137,60
tiantan_aq#34,86,127,60
tiantan_aq#35,85,128,62
tiantan_aq#36,85,135,62
tiantan_aq#37,82,135,62
tiantan_aq#38,81,139,59
tiantan_aq#39,83,139,65
tiantan_aq#40,82,137,65
tiantan_aq#41,83,131,64
tiantan_aq#42,82,127,59
tiantan_aq#43,82,131,64
tiantan_aq#44,86,133,63
tiantan_aq#45,85,136,64
tiantan_aq#46,81,138,62
tiantan_aq#47,83,130,61
guanyuan_aq#0,81,132,61
guanyuan_aq#1,82,133,60
guanyuan_aq#2,87,129,57
guanyuan_aq#3,79,129,59
guanyuan_aq#4,87,133,60
guanyuan_aq#5,84,127,61
guanyuan_aq#6,79,127,60
guanyuan_aq#7,79,134,59
guanyuan_aq#8,85,129,60
guanyuan_aq#9,83,134,56
guanyuan_aq#10,81,128,62
guanyuan_aq#11,80,134,57
guanyuan_aq#12,83,130,61
guanyuan_aq#13,84,124,60
guanyuan_aq#14,81,134,57
guanyuan_aq#15,87,132,57
guanyuan_aq#16,81,123,61
guanyuan_aq#17,84,125,56
guanyuan_aq#18,84,133,60
guanyuan_aq#19,82,127,57
guanyuan_aq#20,87,132,62
guanyuan_aq#21,85,122,61
guanyuan_aq#22,80,129,62
guanyuan_aq#23,83,132,60
guanyuan_aq#24,87,129,61
guanyuan_aq#25,83,127,58
guanyuan_aq#26,79,127,61
guanyuan_aq#27,82,130,58
guanyuan_aq#28,80,125,62
guanyuan_aq#29,81,132,57
guanyuan_aq#30,84,123,60
guanyuan_aq#31,82,130,59
guanyuan_aq#32,82,126,59
guanyuan_aq#33,85,122,62
guanyuan_aq#34,83,127,62
guanyuan_aq#35,80,126,59
guanyuan_aq#36,83,123,62
guanyuan_aq#37,84,126,61
guanyuan_aq#38,85,129,59
