test_id,PM2.5,PM10,O3
dongsi_aq#0,78,104,52
dongsi_aq#1,76,104,53
dongsi_aq#2,77,106,51
dongsi_aq#3,82,98,56
dongsi_aq#4,78,100,54
dongsi_aq#5,77,106,52
dongsi_aq#6,79,98,56
dongsi_aq#7,78,106,51
dongsi_aq#8,79,98,53
dongsi_aq#9,80,101,53
dongsi_aq#10,76,105,52
dongsi_aq#11,79,104,55
dongsi_aq#12,78,100,52
dongsi_aq#13,77,102,56
dongsi_aq#14,75,104,51
dongsi_aq#15,80,104,54
dongsi_aq#16,75,100,55
dongsi_aq#17,81,101,55
dongsi_aq#18,81,98,56
dongsi_aq#19,79,103,53
dongsi_aq#20,81,97,52
dongsi_aq#21,75,104,52
dongsi_aq#22,78,107,54
dongsi_aq#23,77,104,56
dongsi_aq#24,79,105,54
dongsi_aq#25,80,104,53
dongsi_aq#26,78,102,53
dongsi_aq#27,78,104,52
dongsi_aq#28,81,105,53
dongsi_aq#29,75,107,53
dongsi_aq#30,75,101,52
dongsi_aq#31,81,105,52
dongsi_aq#32,75,106,53
dongsi_aq#33,80,98,56
dongsi_aq#34,74,101,54
dongsi_aq#35,76,106,53
dongsi_aq#36,78,105,53
dongsi_aq#37,77,106,54
dongsi_aq#38,80,99,53
dongsi_aq#39,75,107,53
dongsi_aq#40,80,105,52
dongsi_aq#41,77,98,52
dongsi_aq#42,77,100,56
dongsi_aq#43,81,98,55
dongsi_aq#44,79,100,56
dongsi_aq#45,74,106,55
dongsi_aq#46,78,105,54
dongsi_aq#47,78,106,53
tiantan_aq#0,84,132,61
tiantan_aq#1,80,129,64
tiantan_aq#2,84,140,60
tiantan_aq#3,86,132,62
tiantan_aq#4,81,130,60
tiantan_aq#5,83,127,61
tiantan_aq#6,83,131,60
tiantan_aq#7,83,132,64
tiantan_aq#8,84,135,64
tiantan_aq#9,84,131,61
tiantan_aq#10,79,128,65
tiantan_aq#11,85,137,61
tiantan_aq#12,83,133,62
tiantan_aq#13,79,131,60
tiantan_aq#14,85,139,62
tiantan_aq#15,86,138,65
tiantan_aq#16,82,136,65
tiantan_aq#17,81,130,62
tiantan_aq#18,80,136,65
tiantan_aq#19,84,138,64
tiantan_aq#20,86,134,63
tiantan_aq#21,86,135,63
tiantan_aq#22,83,135,60
tiantan_aq#23,86,128,63
tiantan_aq#24,83,133,65
tiantan_aq#25,82,127,60
tiantan_aq#26,79,138,64
tiantan_aq#27,81,136,62
tiantan_aq#28,79,134,65
tiantan_aq#29,82,132,61
tiantan_aq#30,84,135,64
tiantan_aq#31,84,130,60
tiantan_aq#32,82,127,62
tiantan_aq#33,85,133,65
tiantan_aq#34,85,132,59
tiantan_aq#35,85,138,63
tiantan_aq#36,81,138,65
tiantan_aq#37,81,130,65
tiantan_aq#38,85,133,63
tiantan_aq#39,83,137,63
tiantan_aq#40,82,129,65
tiantan_aq#41,84,139,65
tiantan_aq#42,80,135,62
tiantan_aq#43,82,139,60
tiantan_aq#44,80,130,62
tiantan_aq#45,82,139,62
tiantan_aq#46,81,134,60
tiantan_aq#47,86,127,64
guanyuan_aq#0,83,134,58
guanyuan_aq#1,84,134,57
guanyuan_aq#2,87,132,58
guanyuan_aq#3,80,126,58
guanyuan_aq#4,82,134,59
guanyuan_aq#5,87,129,58
guanyuan_aq#6,84,129,61
guanyuan_aq#7,87,134,57
guanyuan_aq#8,82,130,62
guanyuan_aq#9,83,124,61
guanyuan_aq#10,79,133,58
guanyuan_aq#11,82,124,57
guanyuan_aq#12,83,133,59
guanyuan_aq#13,80,133,61
guanyuan_aq#14,81,126,58
guanyuan_aq#15,85,129,60
guanyuan_aq#16,82,130,59
guanyuan_aq#17,84,126,61
guanyuan_aq#18,87,124,59
guanyuan_aq#19,87,124,60
guanyuan_aq#20,82,130,60
guanyuan_aq#21,80,127,58
guanyuan_aq#22,85,131,61
guanyuan_aq#23,87,126,59
guanyuan_aq#24,85,128,61
guanyuan_aq#25,85,127,62
guanyuan_aq#26,79,130,58
guanyuan_aq#27,84,128,58
guanyuan_aq#28,82,134,58
guanyuan_aq#29,82,123,61
guanyuan_aq#30,86,122,61
guanyuan_aq#31,81,126,57
guanyuan_aq#32,86,134,59
guanyuan_aq#33,85,130,62
guanyuan_aq#34,82,125,61
guanyuan_aq#35,81,131,57
guanyuan_aq#36,80,128,57
guanyuan_aq#37,85,129,58
guanyuan_aq#38,81,126,59
guanyuan_aq#39,83,123,58
guanyuan_aq#40,83,125,58
guanyuan_aq#41,83,131,60
guanyuan_aq#42,82,126,59
guanyuan_aq#43,87,129,61
guanyuan_aq#44,82,123,62
guanyuan_aq#45,83,123,60
guanyuan_aq#46,82,127,59
guanyuan_aq#47,82,129,59
wanshouxigong_aq#0,76,94,63
wanshouxigong_aq#1,74,93,67
wanshouxigong_aq#2,73,98,65
wanshouxigong_aq#3,77,96,67
wanshouxigong_aq#4,76,100,69
wanshouxigong_aq#5,71,94,64
wanshouxigong_aq#6,75,93,64
wanshouxigong_aq#7,72,101,65
wanshouxigong_aq#8,77,98,69
wanshouxigong_aq#9,70,97,65
wanshouxigong_aq#10,75,102,68
wanshouxigong_aq#11,77,94,68
wanshouxigong_aq#12,75,98,65
wanshouxigong_aq#13,72,94,67
wanshouxigong_aq#14,75,98,67
wanshouxigong_aq#15,74,101,63
wanshouxigong_aq#16,73,99,64
wanshouxigong_aq#17,74,93,63
wanshouxigong_aq#18,73,96,66
wanshouxigong_aq#19,72,99,67
wanshouxigong_aq#20,73,100,68
wanshouxigong_aq#21,71,101,66
wanshouxigong_aq#22,74,96,64
wanshouxigong_aq#23,74,102,66
wanshouxigong_aq#24,75,94,68
wanshouxigong_aq#25,77,94,67
wanshouxigong_aq#26,78,96,65
wanshouxigong_aq#27,77,94,63
wanshouxigong_aq#28,71,99,66
wanshouxigong_aq#29,75,98,63
wanshouxigong_aq#30,71,101,65
wanshouxigong_aq#31,73,100,64
wanshouxigong_aq#32,75,94,65
wanshouxigong_aq#33,74,94,69
wanshouxigong_aq#34,75,93,63
wanshouxigong_aq#35,75,97,68
wanshouxigong_aq#36,73,94,64
wanshouxigong_aq#37,75,101,68
wanshouxigong_aq#38,75,94,64
wanshouxigong_aq#39,73,97,63
wanshouxigong_aq#40,76,93,65
wanshouxigong_aq#41,78,100,68
wanshouxigong_aq#42,77,100,63
wanshouxigong_aq#43,77,101,66
wanshouxigong_aq#44,76,97,66
wanshouxigong_aq#45,72,101,66
wanshouxigong_aq#46,73,102,69
wanshouxigong_aq#47,73,101,67
aotizhongxin_aq#0,89,140,68
aotizhongxin_aq#1,93,131,67
aotizhongxin_aq#2,90,136,68
aotizhongxin_aq#3,91,140,63
aotizhongxin_aq#4,95,140,68
aotizhongxin_aq#5,89,135,62
aotizhongxin_aq#6,96,139,64
aotizhongxin_aq#7,89,140,64
aotizhongxin_aq#8,90,139,64
aotizhongxin_aq#9,93,134,65
aotizhongxin_aq#10,91,134,66
aotizhongxin_aq#11,91,137,63
aotizhongxin_aq#12,89,142,66
aotizhongxin_aq#13,87,145,69
aotizhongxin_aq#14,92,133,68
aotizhongxin_aq#15,94,145,63
aotizhongxin_aq#16,95,140,66
aotizhongxin_aq#17,88,133,63
aotizhongxin_aq#18,96,140,63
aotizhongxin_aq#19,94,143,63
aotizhongxin_aq#20,91,142,63
aotizhongxin_aq#21,92,134,63
aotizhongxin_aq#22,90,141,67
aotizhongxin_aq#23,96,135,68
aotizhongxin_aq#24,95,135,67
aotizhongxin_aq#25,94,136,67
aotizhongxin_aq#26,95,139,68
aotizhongxin_aq#27,92,141,66
aotizhongxin_aq#28,91,142,66
aotizhongxin_aq#29,96,140,68
aotizhongxin_aq#30,95,142,67
aotizhongxin_aq#31,90,132,65
aotizhongxin_aq#32,93,143,64
aotizhongxin_aq#33,95,134,66
aotizhongxin_aq#34,89,139,68
aotizhongxin_aq#35,93,144,64
aotizhongxin_aq#36,93,134,69
aotizhongxin_aq#37,91,145,68
aotizhongxin_aq#38,95,137,66
aotizhongxin_aq#39,92,142,65
aotizhongxin_aq#40,90,139,69
aotizhongxin_aq#41,92,135,64
aotizhongxin_aq#42,96,135,67
aotizhongxin_aq#43,89,144,64
aotizhongxin_aq#44,89,138,65
aotizhongxin_aq#45,88,139,68
aotizhongxin_aq#46,94,139,67
aotizhongxin_aq#47,93,143,65
nongzhanguan_aq#0,81,119,59
nongzhanguan_aq#1,83,122,59
nongzhanguan_aq#2,82,116,57
nongzhanguan_aq#3,83,125,59
nongzhanguan_aq#4,84,122,58
nongzhanguan_aq#5,78,119,60
nongzhanguan_aq#6,77,125,60
nongzhanguan_aq#7,84,125,58
nongzhanguan_aq#8,79,126,57
nongzhanguan_aq#9,80,115,58
nongzhanguan_aq#10,81,118,58
nongzhanguan_aq#11,80,124,60
nongzhanguan_aq#12,79,123,57
nongzhanguan_aq#13,77,120,56
nongzhanguan_aq#14,80,124,55
nongzhanguan_aq#15,83,124,58
nongzhanguan_aq#16,77,119,56
nongzhanguan_aq#17,81,118,54
nongzhanguan_aq#18,78,115,55
nongzhanguan_aq#19,78,123,58
nongzhanguan_aq#20,79,123,55
nongzhanguan_aq#21,80,115,57
nongzhanguan_aq#22,83,122,60
nongzhanguan_aq#23,82,117,55
nongzhanguan_aq#24,81,125,55
nongzhanguan_aq#25,81,123,55
nongzhanguan_aq#26,84,115,56
nongzhanguan_aq#27,79,117,60
nongzhanguan_aq#28,83,114,57
nongzhanguan_aq#29,80,124,58
nongzhanguan_aq#30,83,115,57
nongzhanguan_aq#31,81,115,56
nongzhanguan_aq#32,80,117,59
nongzhanguan_aq#33,83,117,55
nongzhanguan_aq#34,76,124,58
nongzhanguan_aq#35,81,117,59
nongzhanguan_aq#36,81,121,58
nongzhanguan_aq#37,83,117,57
nongzhanguan_aq#38,82,119,57
nongzhanguan_aq#39,81,118,59
nongzhanguan_aq#40,78,124,60
nongzhanguan_aq#41,82,117,58
nongzhanguan_aq#42,81,120,55
nongzhanguan_aq#43,80,119,57
nongzhanguan_aq#44,82,119,56
nongzhanguan_aq#45,82,124,58
nongzhanguan_aq#46,79,121,54
nongzhanguan_aq#47,84,121,56
wanliu_aq#0,66,115,55
wanliu_aq#1,62,119,60
wanliu_aq#2,66,113,59
