test_id,PM2.5,PM10,O3
dongsi_aq#0,78,103,53
dongsi_aq#1,79,104,51
dongsi_aq#2,80,99,52
dongsi_aq#3,80,106,53
dongsi_aq#4,81,105,52
dongsi_aq#5,78,98,56
dongsi_aq#6,76,98,56
dongsi_aq#7,77,106,53
dongsi_aq#8,77,99,54
dongsi_aq#9,77,107,56
dongsi_aq#10,75,98,53
dongsi_aq#11,74,98,51
dongsi_aq#12,79,103,55
dongsi_aq#13,82,98,54
dongsi_aq#14,80,98,54
dongsi_aq#15,75,107,51
dongsi_aq#16,79,102,55
dongsi_aq#17,78,106,55
dongsi_aq#18,81,103,51
dongsi_aq#19,75,98,56
dongsi_aq#20,79,106,55
dongsi_aq#21,76,101,51
dongsi_aq#22,79,102,56
dongsi_aq#23,81,102,52
dongsi_aq#24,74,104,56
dongsi_aq#25,75,100,55
dongsi_aq#26,80,103,55
dongsi_aq#27,75,104,55
dongsi_aq#28,78,106,55
dongsi_aq#29,80,101,54
dongsi_aq#30,81,105,55
dongsi_aq#31,80,99,53
dongsi_aq#32,78,106,55
dongsi_aq#33,75,99,54
dongsi_aq#34,80,104,56
dongsi_aq#35,81,101,56
dongsi_aq#36,78,105,54
dongsi_aq#37,82,105,56
dongsi_aq#38,78,98,53
dongsi_aq#39,75,105,51
dongsi_aq#40,77,100,52
dongsi_aq#41,78,98,55
dongsi_aq#42,81,103,53
dongsi_aq#43,79,100,55
dongsi_aq#44,75,104,52
dongsi_aq#45,79,104,56
dongsi_aq#46,75,97,56
dongsi_aq#47,76,105,51
tiantan_aq#0,79,133,61
tiantan_aq#1,84,129,64
tiantan_aq#2,80,132,63
tiantan_aq#3,83,135,63
tiantan_aq#4,83,132,63
tiantan_aq#5,80,134,61
tiantan_aq#6,81,140,62
tiantan_aq#7,83,127,63
tiantan_aq#8,82,137,61
tiantan_aq#9,86,131,62
tiantan_aq#10,80,127,62
tiantan_aq#11,85,127,64
tiantan_aq#12,86,128,61
tiantan_aq#13,82,135,60
tiantan_aq#14,85,138,62
tiantan_aq#15,84,131,62
tiantan_aq#16,83,135,64
tiantan_aq#17,83,139,65
tiantan_aq#18,83,140,60
tiantan_aq#19,82,136,64
tiantan_aq#20,83,131,61
tiantan_aq#21,86,137,61
tiantan_aq#22,80,139,64
tiantan_aq#23,79,130,62
tiantan_aq#24,81,127,64
tiantan_aq#25,84,133,60
tiantan_aq#26,82,136,65
tiantan_aq#27,81,137,61
tiantan_aq#28,85,127,60
tiantan_aq#29,78,135,63
tiantan_aq#30,83,138,64
tiantan_aq#31,82,137,64
tiantan_aq#32,85,127,64
tiantan_aq#33,81,132,61
tiantan_aq#34,79,129,65
tiantan_aq#35,79,135,64
tiantan_aq#36,80,130,66
tiantan_aq#37,79,132,61
tiantan_aq#38,84,131,65
tiantan_aq#39,80,134,60
tiantan_aq#40,81,132,62
tiantan_aq#41,80,130,64
tiantan_aq#42,85,128,62
tiantan_aq#43,86,129,63
tiantan_aq#44,81,131,62
tiantan_aq#45,86,129,65
tiantan_aq#46,85,140,60
tiantan_aq#47,81,139,61
guanyuan_aq#0,87,124,57
guanyuan_aq#1,84,127,57
guanyuan_aq#2,79,127,58
guanyuan_aq#3,81,134,57
guanyuan_aq#4,85,132,62
guanyuan_aq#5,82,123,57
guanyuan_aq#6,87,130,62
guanyuan_aq#7,80,125,57
guanyuan_aq#8,87,133,62
guanyuan_aq#9,87,132,59
guanyuan_aq#10,86,132,60
guanyuan_aq#11,80,122,57
guanyuan_aq#12,80,132,62
guanyuan_aq#13,83,127,62
guanyuan_aq#14,82,124,58
guanyuan_aq#15,84,123,58
guanyuan_aq#16,79,127,59
guanyuan_aq#17,84,133,62
guanyuan_aq#18,81,127,59
guanyuan_aq#19,87,124,61
guanyuan_aq#20,84,127,61
guanyuan_aq#21,82,128,61
guanyuan_aq#22,81,134,61
