test_id,PM2.5,PM10,O3
dongsi_aq#0,77,97,55
dongsi_aq#1,75,97,54
dongsi_aq#2,77,103,53
dongsi_aq#3,79,107,55
dongsi_aq#4,77,99,56
dongsi_aq#5,81,99,56
dongsi_aq#6,80,106,51
dongsi_aq#7,80,103,55
dongsi_aq#8,80,102,55
dongsi_aq#9,79,100,53
dongsi_aq#10,81,105,55
dongsi_aq#11,81,101,56
dongsi_aq#12,80,100,55
dongsi_aq#13,78,101,54
dongsi_aq#14,82,100,54
dongsi_aq#15,77,102,53
dongsi_aq#16,75,104,52
dongsi_aq#17,76,104,54
dongsi_aq#18,80,101,52
dongsi_aq#19,74,101,52
dongsi_aq#20,79,106,56
dongsi_aq#21,79,106,52
dongsi_aq#22,79,98,53
dongsi_aq#23,76,100,54
dongsi_aq#24,76,100,56
dongsi_aq#25,78,105,51
dongsi_aq#26,80,106,54
dongsi_aq#27,81,99,54
dongsi_aq#28,76,104,54
dongsi_aq#29,76,98,54
dongsi_aq#30,79,99,54
dongsi_aq#31,79,99,51
dongsi_aq#32,79,106,56
dongsi_aq#33,75,106,56
dongsi_aq#34,81,104,55
dongsi_aq#35,78,103,56
dongsi_aq#36,75,101,54
dongsi_aq#37,80,98,52
dongsi_aq#38,75,101,55
dongsi_aq#39,75,98,53
dongsi_aq#40,74,106,56
dongsi_aq#41,81,102,54
dongsi_aq#42,78,100,54
dongsi_aq#43,78,100,52
dongsi_aq#44,78,107,52
dongsi_aq#45,77,97,56
dongsi_aq#46,76,100,52
dongsi_aq#47,80,101,56
tiantan_aq#0,80,127,62
tiantan_aq#1,86,128,63
tiantan_aq#2,79,138,65
tiantan_aq#3,87,130,65
tiantan_aq#4,85,131,61
tiantan_aq#5,81,135,63
tiantan_aq#6,79,139,60
tiantan_aq#7,81,133,63
tiantan_aq#8,84,136,64
tiantan_aq#9,82,135,60
tiantan_aq#10,81,136,61
tiantan_aq#11,84,131,61
tiantan_aq#12,82,132,64
tiantan_aq#13,80,130,63
tiantan_aq#14,79,131,64
tiantan_aq#15,80,133,65
tiantan_aq#16,86,129,62
tiantan_aq#17,81,138,63
tiantan_aq#18,81,138,62
tiantan_aq#19,82,134,62
tiantan_aq#20,82,137,62
tiantan_aq#21,81,134,63
tiantan_aq#22,83,129,62
tiantan_aq#23,82,139,60
tiantan_aq#24,86,127,63
tiantan_aq#25,80,135,63
tiantan_aq#26,84,129,65
tiantan_aq#27,84,133,65
tiantan_aq#28,82,139,65
tiantan_aq#29,86,131,63
tiantan_aq#30,87,129,61
tiantan_aq#31,83,137,60
tiantan_aq#32,79,132,65
tiantan_aq#33,85,129,62
tiantan_aq#34,87,137,60
tiantan_aq#35,78,130,61
tiantan_aq#36,84,139,62
tiantan_aq#37,81,127,65
tiantan_aq#38,79,128,60
tiantan_aq#39,82,127,61
tiantan_aq#40,81,128,62
tiantan_aq#41,80,128,62
