,Unnamed: 0,longitude,latitude,year,month,day,hour,weather,temperature,pressure,humidity,wind_direction,wind_speed
0,0,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,0.0,10.0,-2.5,1028.5,16.0,225.0,2.4
1,1,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,1.0,10.0,-2.5,1028.5,16.0,225.0,2.4
2,2,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,2.0,10.0,-2.5,1028.5,16.0,225.0,2.4
3,3,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,3.0,10.0,-2.5,1028.5,16.0,225.0,2.4
4,4,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,4.0,10.0,-2.5,1028.5,16.0,225.0,2.4
5,5,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,5.0,10.0,-2.5,1028.5,16.0,225.0,2.4
6,6,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,6.0,10.0,-2.5,1028.5,16.0,225.0,2.4
7,7,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,7.0,10.0,-2.5,1028.5,16.0,225.0,2.4
8,8,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,8.0,10.0,-2.5,1028.5,16.0,225.0,2.4
9,9,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,9.0,10.0,-2.5,1028.5,16.0,225.0,2.4
10,10,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,10.0,10.0,-2.5,1028.5,16.0,225.0,2.4
11,11,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,11.0,10.0,-2.5,1028.5,16.0,225.0,2.4
12,12,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,12.0,10.0,-2.5,1028.5,16.0,225.0,2.4
13,13,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,13.0,10.0,-2.5,1028.5,16.0,225.0,2.4
14,14,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,14.0,10.0,-2.5,1028.5,16.0,225.0,2.4
15,15,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,15.0,10.0,-2.5,1028.5,16.0,225.0,2.4
16,16,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,16.0,10.0,-2.5,1028.5,16.0,225.0,2.4
17,17,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,17.0,10.0,-2.5,1028.5,16.0,225.0,2.4
18,18,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,18.0,10.0,-2.5,1028.5,16.0,225.0,2.4
19,19,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,19.0,10.0,-2.5,1028.5,16.0,225.0,2.4
20,20,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,20.0,10.0,-2.5,1028.5,16.0,225.0,2.4
21,21,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,21.0,10.0,-2.5,1028.5,16.0,225.0,2.4
22,22,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,22.0,10.0,-2.5,1028.5,16.0,225.0,2.4
23,23,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,23.0,10.0,-2.5,1028.5,16.0,225.0,2.4
24,24,116.46944444444445,39.806111111111115,2017.0,1.0,1.0,0.0,10.0,-2.5,1028.5,16.0,225.0,2.4
25,25,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,1.0,10.0,-2.5,1028.5,16.0,225.0,2.4
26,26,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,2.0,10.0,-2.5,1028.5,16.0,225.0,2.4
27,27,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,3.0,10.0,-2.5,1028.5,16.0,225.0,2.4
28,28,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,4.0,10.0,-2.5,1028.5,16.0,225.0,2.4
29,29,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,5.0,10.0,-2.5,1028.5,16.0,225.0,2.4
30,30,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,6.0,10.0,-2.5,1028.5,16.0,225.0,2.4
31,31,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,7.0,10.0,-2.5,1028.5,16.0,225.0,2.4
32,32,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,8.0,10.0,-2.5,1028.5,16.0,225.0,2.4
33,33,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,9.0,10.0,-2.5,1028.5,16.0,225.0,2.4
34,34,116.46944444444445,39.806111111111115,2017.0,1.0,2.0,10.0,10.0,-2.5,1028.5,16.0,225.0,2.4
