,Unnamed: 0,longitude,latitude,year,month,day,hour,weather,temperature,pressure,humidity,wind_direction,wind_speed
0,0,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,0.0,10.0,-2.2,1027.7,15.0,226.0,2.3
1,1,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,1.0,10.0,-2.2,1027.7,15.0,226.0,2.3
2,2,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,2.0,10.0,-2.2,1027.7,15.0,226.0,2.3
3,3,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,3.0,10.0,-2.2,1027.7,15.0,226.0,2.3
4,4,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,4.0,10.0,-2.2,1027.7,15.0,226.0,2.3
5,5,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,5.0,10.0,-2.2,1027.7,15.0,226.0,2.3
6,6,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,6.0,10.0,-2.2,1027.7,15.0,226.0,2.3
7,7,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,7.0,10.0,-2.2,1027.7,15.0,226.0,2.3
8,8,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,8.0,10.0,-2.2,1027.7,15.0,226.0,2.3
9,9,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,9.0,10.0,-2.2,1027.7,15.0,226.0,2.3
10,10,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,10.0,10.0,-2.2,1027.7,15.0,226.0,2.3
11,11,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,11.0,10.0,-2.2,1027.7,15.0,226.0,2.3
12,12,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,12.0,10.0,-2.2,1027.7,15.0,226.0,2.3
13,13,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,13.0,10.0,-2.2,1027.7,15.0,226.0,2.3
14,14,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,14.0,10.0,-2.2,1027.7,15.0,226.0,2.3
15,15,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,15.0,10.0,-2.2,1027.7,15.0,226.0,2.3
16,16,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,16.0,10.0,-2.2,1027.7,15.0,226.0,2.3
17,17,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,17.0,10.0,-2.2,1027.7,15.0,226.0,2.3
18,18,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,18.0,10.0,-2.2,1027.7,15.0,226.0,2.3
19,19,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,19.0,10.0,-2.2,1027.7,15.0,226.0,2.3
20,20,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,20.0,10.0,-2.2,1027.7,15.0,226.0,2.3
21,21,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,21.0,10.0,-2.2,1027.7,15.0,226.0,2.3
22,22,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,22.0,10.0,-2.2,1027.7,15.0,226.0,2.3
23,23,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,23.0,10.0,-2.2,1027.7,15.0,226.0,2.3
24,24,116.35444444444445,39.718611111111116,2017.0,1.0,1.0,0.0,10.0,-2.2,1027.7,15.0,226.0,2.3
25,25,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,1.0,10.0,-2.2,1027.7,15.0,226.0,2.3
26,26,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,2.0,10.0,-2.2,1027.7,15.0,226.0,2.3
27,27,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,3.0,10.0,-2.2,1027.7,15.0,226.0,2.3
28,28,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,4.0,10.0,-2.2,1027.7,15.0,226.0,2.3
29,29,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,5.0,10.0,-2.2,1027.7,15.0,226.0,2.3
30,30,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,6.0,10.0,-2.2,1027.7,15.0,226.0,2.3
31,31,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,7.0,10.0,-2.2,1027.7,15.0,226.0,2.3
32,32,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,8.0,10.0,-2.2,1027.7,15.0,226.0,2.3
33,33,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,9.0,10.0,-2.2,1027.7,15.0,226.0,2.3
34,34,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,10.0,10.0,-2.2,1027.7,15.0,226.0,2.3
35,35,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,11.0,10.0,-2.2,1027.7,15.0,226.0,2.3
36,36,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,12.0,10.0,-2.2,1027.7,15.0,226.0,2.3
37,37,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,13.0,10.0,-2.2,1027.7,15.0,226.0,2.3
38,38,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,14.0,10.0,-2.2,1027.7,15.0,226.0,2.3
39,39,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,15.0,10.0,-2.2,1027.7,15.0,226.0,2.3
40,40,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,16.0,10.0,-2.2,1027.7,15.0,226.0,2.3
41,41,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,17.0,10.0,-2.2,1027.7,15.0,226.0,2.3
42,42,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,18.0,10.0,-2.2,1027.7,15.0,226.0,2.3
43,43,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,19.0,10.0,-2.2,1027.7,15.0,226.0,2.3
44,44,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,20.0,10.0,-2.2,1027.7,15.0,226.0,2.3
45,45,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,21.0,10.0,-2.2,1027.7,15.0,226.0,2.3
46,46,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,22.0,10.0,-2.2,1027.7,15.0,226.0,2.3
47,47,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,23.0,10.0,-2.2,1027.7,15.0,226.0,2.3
48,48,116.35444444444445,39.718611111111116,2017.0,1.0,2.0,0.0,10.0,-2.2,1027.7,15.0,226.0,2.3
49,49,116.35444444444445,39.718611111111116,2017.0,1.0,3.0,1.0,10.0,-2.2,1027.7,15.0,226.0,2.3
50,50,116.35444444444445,39.718611111111116,2017.0,1.0,3.0,2.0,10.0,-2.2,1027.7,15.0,226.0,2.3
