id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2995784,dongsi_aq,2018-05-12 00:00:00,186.0,,61.0,2.5,10.0,11.0
2995785,tiantan_aq,2018-05-12 00:00:00,170.0,,69.0,2.5,6.0,5.0
2995786,guanyuan_aq,2018-05-12 00:00:00,197.0,,68.0,2.5,13.0,8.0
2995787,wanshouxigong_aq,2018-05-12 00:00:00,173.0,190.0,52.0,2.7,10.0,8.0
2995788,aotizhongxin_aq,2018-05-12 00:00:00,203.0,,65.0,2.5,2.0,3.0
2995789,nongzhanguan_aq,2018-05-12 00:00:00,182.0,,60.0,2.5,6.0,5.0
2995790,wanliu_aq,2018-05-12 00:00:00,196.0,,68.0,2.5,17.0,7.0
2995791,beibuxinqu_aq,2018-05-12 00:00:00,172.0,177.0,65.0,2.5,14.0,3.0
2995792,zhiwuyuan_aq,2018-05-12 00:00:00,,,,,,
2995793,fengtaihuayuan_aq,2018-05-12 00:00:00,186.0,,68.0,2.6,23.0,8.0
2995794,yungang_aq,2018-05-12 00:00:00,205.0,,65.0,2.2,18.0,3.0
2995795,gucheng_aq,2018-05-12 00:00:00,195.0,,69.0,2.5,18.0,2.0
2995796,fangshan_aq,2018-05-12 00:00:00,150.0,186.0,76.0,2.6,21.0,4.0
2995797,daxing_aq,2018-05-12 00:00:00,145.0,169.0,73.0,2.7,11.0,7.0
2995798,yizhuang_aq,2018-05-12 00:00:00,143.0,,61.0,2.8,19.0,12.0
2995799,tongzhou_aq,2018-05-12 00:00:00,156.0,160.0,47.0,2.3,20.0,11.0
2995800,shunyi_aq,2018-05-12 00:00:00,181.0,,40.0,2.4,25.0,5.0
2995801,pingchang_aq,2018-05-12 00:00:00,189.0,,44.0,2.0,22.0,3.0
2995802,mentougou_aq,2018-05-12 00:00:00,100.0,,33.0,0.9,52.0,2.0
2995803,pinggu_aq,2018-05-12 00:00:00,132.0,,35.0,2.3,24.0,2.0
2995804,huairou_aq,2018-05-12 00:00:00,156.0,,32.0,2.1,32.0,2.0
2995805,miyun_aq,2018-05-12 00:00:00,173.0,,37.0,1.9,33.0,2.0
2995806,yanqin_aq,2018-05-12 00:00:00,121.0,,55.0,0.7,15.0,4.0
2995807,dingling_aq,2018-05-12 00:00:00,170.0,,45.0,1.8,40.0,3.0
2995808,badaling_aq,2018-05-12 00:00:00,124.0,,34.0,0.6,39.0,2.0
2995809,miyunshuiku_aq,2018-05-12 00:00:00,89.0,,13.0,0.9,53.0,2.0
2995810,donggaocun_aq,2018-05-12 00:00:00,150.0,,29.0,1.7,31.0,3.0
2995811,yongledian_aq,2018-05-12 00:00:00,138.0,,61.0,2.7,22.0,10.0
2995812,yufa_aq,2018-05-12 00:00:00,107.0,116.0,46.0,0.8,32.0,13.0
2995813,liulihe_aq,2018-05-12 00:00:00,147.0,186.0,48.0,1.2,38.0,4.0
2995814,qianmen_aq,2018-05-12 00:00:00,185.0,,82.0,2.6,10.0,10.0
2995815,yongdingmennei_aq,2018-05-12 00:00:00,180.0,,78.0,2.5,4.0,6.0
2995816,xizhimenbei_aq,2018-05-12 00:00:00,208.0,,81.0,2.4,8.0,6.0
2995817,nansanhuan_aq,2018-05-12 00:00:00,201.0,209.0,90.0,2.7,4.0,13.0
2995818,dongsihuan_aq,2018-05-12 00:00:00,221.0,,76.0,2.5,2.0,10.0
2995840,dongsi_aq,2018-05-12 01:00:00,202.0,,54.0,2.3,18.0,5.0
2995841,tiantan_aq,2018-05-12 01:00:00,197.0,,67.0,2.5,10.0,5.0
2995842,guanyuan_aq,2018-05-12 01:00:00,222.0,,63.0,2.4,17.0,6.0
2995843,wanshouxigong_aq,2018-05-12 01:00:00,203.0,218.0,47.0,2.5,20.0,7.0
2995844,aotizhongxin_aq,2018-05-12 01:00:00,210.0,,59.0,2.3,11.0,2.0
2995845,nongzhanguan_aq,2018-05-12 01:00:00,192.0,,54.0,2.3,12.0,3.0
2995846,wanliu_aq,2018-05-12 01:00:00,219.0,,55.0,2.3,31.0,5.0
2995847,beibuxinqu_aq,2018-05-12 01:00:00,183.0,191.0,55.0,2.3,28.0,3.0
2995848,zhiwuyuan_aq,2018-05-12 01:00:00,,,,,,
2995849,fengtaihuayuan_aq,2018-05-12 01:00:00,222.0,,65.0,2.4,33.0,8.0
2995850,yungang_aq,2018-05-12 01:00:00,234.0,,59.0,2.2,41.0,6.0
2995851,gucheng_aq,2018-05-12 01:00:00,218.0,,57.0,2.3,35.0,3.0
2995852,fangshan_aq,2018-05-12 01:00:00,169.0,198.0,76.0,2.5,36.0,6.0
2995853,daxing_aq,2018-05-12 01:00:00,157.0,193.0,73.0,2.6,22.0,10.0
2995854,yizhuang_aq,2018-05-12 01:00:00,154.0,,56.0,2.6,31.0,14.0
2995855,tongzhou_aq,2018-05-12 01:00:00,163.0,,44.0,2.0,28.0,11.0
2995856,shunyi_aq,2018-05-12 01:00:00,176.0,,34.0,2.2,44.0,7.0
2995857,pingchang_aq,2018-05-12 01:00:00,196.0,,39.0,1.9,35.0,3.0
2995858,mentougou_aq,2018-05-12 01:00:00,154.0,,51.0,1.4,54.0,3.0
2995859,pinggu_aq,2018-05-12 01:00:00,145.0,,34.0,2.0,37.0,2.0
2995860,huairou_aq,2018-05-12 01:00:00,166.0,,31.0,2.0,43.0,2.0
2995861,miyun_aq,2018-05-12 01:00:00,176.0,,35.0,1.9,48.0,2.0
2995862,yanqin_aq,2018-05-12 01:00:00,112.0,,46.0,0.7,36.0,5.0
2995863,dingling_aq,2018-05-12 01:00:00,182.0,,46.0,1.9,60.0,4.0
2995864,badaling_aq,2018-05-12 01:00:00,102.0,,36.0,0.5,53.0,2.0
2995865,miyunshuiku_aq,2018-05-12 01:00:00,131.0,,17.0,1.3,63.0,2.0
2995866,donggaocun_aq,2018-05-12 01:00:00,148.0,,28.0,1.6,39.0,4.0
2995867,yongledian_aq,2018-05-12 01:00:00,137.0,,55.0,2.3,42.0,13.0
2995868,yufa_aq,2018-05-12 01:00:00,130.0,,40.0,0.9,49.0,23.0
2995869,liulihe_aq,2018-05-12 01:00:00,170.0,218.0,76.0,2.1,33.0,7.0
2995870,qianmen_aq,2018-05-12 01:00:00,215.0,,77.0,2.5,16.0,10.0
2995871,yongdingmennei_aq,2018-05-12 01:00:00,201.0,,80.0,2.5,6.0,5.0
2995872,xizhimenbei_aq,2018-05-12 01:00:00,228.0,,74.0,2.3,12.0,6.0
2995873,nansanhuan_aq,2018-05-12 01:00:00,207.0,248.0,90.0,2.7,8.0,10.0
2995874,dongsihuan_aq,2018-05-12 01:00:00,225.0,250.0,70.0,2.3,6.0,7.0
2995896,dongsi_aq,2018-05-12 02:00:00,211.0,,49.0,2.1,35.0,3.0
2995897,tiantan_aq,2018-05-12 02:00:00,211.0,,61.0,2.3,24.0,5.0
2995898,guanyuan_aq,2018-05-12 02:00:00,232.0,,52.0,2.2,43.0,4.0
2995899,wanshouxigong_aq,2018-05-12 02:00:00,215.0,245.0,44.0,2.5,33.0,5.0
2995900,aotizhongxin_aq,2018-05-12 02:00:00,213.0,,50.0,2.2,36.0,2.0
2995901,nongzhanguan_aq,2018-05-12 02:00:00,198.0,,52.0,2.2,24.0,4.0
2995902,wanliu_aq,2018-05-12 02:00:00,213.0,,52.0,2.3,54.0,4.0
2995903,beibuxinqu_aq,2018-05-12 02:00:00,188.0,,43.0,2.0,56.0,4.0
2995904,zhiwuyuan_aq,2018-05-12 02:00:00,,,,,,
2995905,fengtaihuayuan_aq,2018-05-12 02:00:00,256.0,,60.0,2.4,49.0,8.0
2995906,yungang_aq,2018-05-12 02:00:00,245.0,,64.0,2.2,53.0,7.0
2995907,gucheng_aq,2018-05-12 02:00:00,226.0,,48.0,2.1,63.0,4.0
2995908,fangshan_aq,2018-05-12 02:00:00,179.0,208.0,72.0,2.4,57.0,9.0
2995909,daxing_aq,2018-05-12 02:00:00,170.0,199.0,64.0,2.5,41.0,12.0
2995910,yizhuang_aq,2018-05-12 02:00:00,157.0,,52.0,2.3,51.0,15.0
2995911,tongzhou_aq,2018-05-12 02:00:00,161.0,,40.0,1.9,46.0,15.0
2995912,shunyi_aq,2018-05-12 02:00:00,177.0,,29.0,2.1,63.0,7.0
2995913,pingchang_aq,2018-05-12 02:00:00,196.0,,33.0,1.8,60.0,3.0
2995914,mentougou_aq,2018-05-12 02:00:00,205.0,,58.0,1.9,67.0,3.0
2995915,pinggu_aq,2018-05-12 02:00:00,148.0,,35.0,1.8,54.0,3.0
2995916,huairou_aq,2018-05-12 02:00:00,177.0,,30.0,1.8,65.0,2.0
2995917,miyun_aq,2018-05-12 02:00:00,178.0,,31.0,1.6,85.0,4.0
2995918,yanqin_aq,2018-05-12 02:00:00,130.0,,38.0,0.7,67.0,5.0
2995919,dingling_aq,2018-05-12 02:00:00,186.0,,48.0,1.9,69.0,3.0
2995920,badaling_aq,2018-05-12 02:00:00,94.0,,29.0,0.5,70.0,3.0
2995921,miyunshuiku_aq,2018-05-12 02:00:00,152.0,,18.0,1.4,82.0,3.0
2995922,donggaocun_aq,2018-05-12 02:00:00,155.0,,27.0,1.5,55.0,7.0
2995923,yongledian_aq,2018-05-12 02:00:00,139.0,,48.0,2.1,68.0,15.0
2995924,yufa_aq,2018-05-12 02:00:00,159.0,,53.0,1.2,61.0,19.0
2995925,liulihe_aq,2018-05-12 02:00:00,181.0,215.0,77.0,2.1,49.0,10.0
2995926,qianmen_aq,2018-05-12 02:00:00,214.0,,72.0,2.3,28.0,11.0
2995927,yongdingmennei_aq,2018-05-12 02:00:00,222.0,,73.0,2.3,22.0,5.0
2995928,xizhimenbei_aq,2018-05-12 02:00:00,231.0,,66.0,2.0,26.0,7.0
2995929,nansanhuan_aq,2018-05-12 02:00:00,231.0,268.0,92.0,2.6,16.0,7.0
2995930,dongsihuan_aq,2018-05-12 02:00:00,227.0,314.0,69.0,2.1,22.0,7.0
2995952,dongsi_aq,2018-05-12 03:00:00,206.0,,46.0,1.9,83.0,4.0
2995953,tiantan_aq,2018-05-12 03:00:00,207.0,,57.0,2.1,57.0,6.0
2995954,guanyuan_aq,2018-05-12 03:00:00,234.0,,47.0,1.9,87.0,4.0
2995955,wanshouxigong_aq,2018-05-12 03:00:00,213.0,268.0,44.0,2.2,66.0,5.0
2995956,aotizhongxin_aq,2018-05-12 03:00:00,197.0,,42.0,1.8,90.0,2.0
2995957,nongzhanguan_aq,2018-05-12 03:00:00,198.0,,53.0,2.0,55.0,4.0
2995958,wanliu_aq,2018-05-12 03:00:00,211.0,,52.0,2.2,88.0,4.0
2995959,beibuxinqu_aq,2018-05-12 03:00:00,172.0,,41.0,1.9,80.0,4.0
2995960,zhiwuyuan_aq,2018-05-12 03:00:00,,,,,,
2995961,fengtaihuayuan_aq,2018-05-12 03:00:00,293.0,,59.0,2.3,82.0,7.0
2995962,yungang_aq,2018-05-12 03:00:00,256.0,,61.0,2.1,81.0,7.0
2995963,gucheng_aq,2018-05-12 03:00:00,221.0,,51.0,1.9,90.0,6.0
2995964,fangshan_aq,2018-05-12 03:00:00,187.0,218.0,66.0,2.2,95.0,11.0
2995965,daxing_aq,2018-05-12 03:00:00,175.0,201.0,61.0,2.3,73.0,16.0
2995966,yizhuang_aq,2018-05-12 03:00:00,161.0,,48.0,2.1,88.0,17.0
2995967,tongzhou_aq,2018-05-12 03:00:00,158.0,,37.0,1.6,81.0,17.0
2995968,shunyi_aq,2018-05-12 03:00:00,187.0,,25.0,1.9,93.0,7.0
2995969,pingchang_aq,2018-05-12 03:00:00,174.0,,27.0,1.5,99.0,3.0
2995970,mentougou_aq,2018-05-12 03:00:00,207.0,,48.0,1.6,116.0,3.0
2995971,pinggu_aq,2018-05-12 03:00:00,148.0,,24.0,1.3,106.0,5.0
2995972,huairou_aq,2018-05-12 03:00:00,172.0,,25.0,1.6,94.0,2.0
2995973,miyun_aq,2018-05-12 03:00:00,159.0,,26.0,1.4,117.0,5.0
2995974,yanqin_aq,2018-05-12 03:00:00,116.0,,31.0,0.7,91.0,5.0
2995975,dingling_aq,2018-05-12 03:00:00,178.0,,47.0,1.7,91.0,2.0
2995976,badaling_aq,2018-05-12 03:00:00,89.0,,20.0,0.4,96.0,3.0
2995977,miyunshuiku_aq,2018-05-12 03:00:00,156.0,,17.0,1.3,111.0,2.0
2995978,donggaocun_aq,2018-05-12 03:00:00,151.0,,27.0,1.2,91.0,8.0
2995979,yongledian_aq,2018-05-12 03:00:00,145.0,,45.0,1.8,96.0,17.0
2995980,yufa_aq,2018-05-12 03:00:00,165.0,168.0,37.0,1.0,98.0,19.0
2995981,liulihe_aq,2018-05-12 03:00:00,194.0,209.0,58.0,2.0,99.0,11.0
2995982,qianmen_aq,2018-05-12 03:00:00,216.0,,78.0,2.1,59.0,12.0
2995983,yongdingmennei_aq,2018-05-12 03:00:00,218.0,,69.0,2.0,57.0,9.0
2995984,xizhimenbei_aq,2018-05-12 03:00:00,226.0,,70.0,1.8,55.0,11.0
2995985,nansanhuan_aq,2018-05-12 03:00:00,225.0,256.0,85.0,2.3,48.0,6.0
2995986,dongsihuan_aq,2018-05-12 03:00:00,215.0,263.0,77.0,2.0,46.0,9.0
2996008,dongsi_aq,2018-05-12 04:00:00,204.0,,47.0,1.8,120.0,6.0
2996009,tiantan_aq,2018-05-12 04:00:00,198.0,,47.0,1.8,102.0,7.0
2996010,guanyuan_aq,2018-05-12 04:00:00,227.0,,44.0,1.6,140.0,4.0
2996011,wanshouxigong_aq,2018-05-12 04:00:00,203.0,235.0,39.0,2.0,116.0,6.0
2996012,aotizhongxin_aq,2018-05-12 04:00:00,203.0,,41.0,1.7,132.0,2.0
2996013,nongzhanguan_aq,2018-05-12 04:00:00,193.0,,47.0,1.8,106.0,6.0
2996014,wanliu_aq,2018-05-12 04:00:00,208.0,,47.0,1.9,139.0,4.0
2996015,beibuxinqu_aq,2018-05-12 04:00:00,177.0,,39.0,1.8,118.0,4.0
2996016,zhiwuyuan_aq,2018-05-12 04:00:00,,,,,,
