id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2988431,dongsi_aq,2018-05-07 00:00:00,50.0,111.0,62.0,0.6,42.0,4.0
2988432,tiantan_aq,2018-05-07 00:00:00,52.0,162.0,77.0,0.8,22.0,4.0
2988433,guanyuan_aq,2018-05-07 00:00:00,51.0,138.0,65.0,0.6,53.0,5.0
2988434,wanshouxigong_aq,2018-05-07 00:00:00,58.0,161.0,62.0,0.7,43.0,5.0
2988435,aotizhongxin_aq,2018-05-07 00:00:00,46.0,108.0,65.0,0.6,45.0,3.0
2988436,nongzhanguan_aq,2018-05-07 00:00:00,50.0,110.0,77.0,0.7,18.0,4.0
2988437,wanliu_aq,2018-05-07 00:00:00,48.0,150.0,84.0,0.7,32.0,9.0
2988438,beibuxinqu_aq,2018-05-07 00:00:00,52.0,180.0,67.0,0.7,27.0,2.0
2988439,zhiwuyuan_aq,2018-05-07 00:00:00,,,,,,
2988440,fengtaihuayuan_aq,2018-05-07 00:00:00,50.0,162.0,65.0,0.7,51.0,5.0
2988441,yungang_aq,2018-05-07 00:00:00,28.0,122.0,35.0,0.6,65.0,5.0
2988442,gucheng_aq,2018-05-07 00:00:00,66.0,132.0,58.0,0.7,57.0,4.0
2988443,fangshan_aq,2018-05-07 00:00:00,47.0,176.0,71.0,0.6,47.0,4.0
2988444,daxing_aq,2018-05-07 00:00:00,48.0,226.0,100.0,0.9,6.0,5.0
2988445,yizhuang_aq,2018-05-07 00:00:00,57.0,153.0,92.0,0.9,10.0,5.0
2988446,tongzhou_aq,2018-05-07 00:00:00,66.0,203.0,72.0,0.7,24.0,8.0
2988447,shunyi_aq,2018-05-07 00:00:00,87.0,123.0,25.0,0.6,83.0,6.0
2988448,pingchang_aq,2018-05-07 00:00:00,55.0,185.0,59.0,0.6,32.0,2.0
2988449,mentougou_aq,2018-05-07 00:00:00,36.0,133.0,26.0,0.5,87.0,3.0
2988450,pinggu_aq,2018-05-07 00:00:00,50.0,146.0,40.0,0.6,75.0,3.0
2988451,huairou_aq,2018-05-07 00:00:00,40.0,124.0,32.0,0.6,62.0,2.0
2988452,miyun_aq,2018-05-07 00:00:00,44.0,132.0,25.0,0.5,101.0,5.0
2988453,yanqin_aq,2018-05-07 00:00:00,59.0,148.0,36.0,0.5,67.0,2.0
2988454,dingling_aq,2018-05-07 00:00:00,,173.0,27.0,0.5,70.0,3.0
2988455,badaling_aq,2018-05-07 00:00:00,52.0,156.0,52.0,0.5,76.0,2.0
2988456,miyunshuiku_aq,2018-05-07 00:00:00,42.0,115.0,20.0,0.4,88.0,3.0
2988457,donggaocun_aq,2018-05-07 00:00:00,53.0,106.0,30.0,0.4,37.0,6.0
