id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
3809709,london_grid_000,2018-05-20 00:00:00,CLEAR_DAY,12.43,1023.4234,78.0,142.89,6.48
3809710,london_grid_001,2018-05-20 00:00:00,CLEAR_DAY,11.27,1022.3674,80.0,157.84,4.86
3809711,london_grid_002,2018-05-20 00:00:00,CLEAR_DAY,10.11,1021.3114,82.0,183.56,3.85
3809712,london_grid_003,2018-05-20 00:00:00,CLEAR_DAY,9.29,1018.5818,84.0,209.79,3.83
3809713,london_grid_004,2018-05-20 00:00:00,CLEAR_DAY,8.81,1014.1786,86.0,226.93,4.32
3809714,london_grid_005,2018-05-20 00:00:00,CLEAR_DAY,8.33,1009.7754,89.0,239.71,5.1
3809715,london_grid_006,2018-05-20 00:00:00,CLEAR_DAY,8.65,1009.0458,90.0,244.42,5.46
3809716,london_grid_007,2018-05-20 00:00:00,CLEAR_DAY,8.97,1008.3162,92.0,248.52,5.85
3809717,london_grid_008,2018-05-20 00:00:00,CLEAR_DAY,9.29,1008.601,92.0,251.13,5.82
3809718,london_grid_009,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.61,1009.9002,92.0,252.84,5.36
3809719,london_grid_010,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.93,1011.1994,92.0,254.88,4.9
3809720,london_grid_011,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.69,1009.1578,91.0,244.17,4.03
3809721,london_grid_012,2018-05-20 00:00:00,CLEAR_DAY,9.45,1007.1162,91.0,228.44,3.36
3809722,london_grid_013,2018-05-20 00:00:00,CLEAR_DAY,9.39,1006.729,90.0,203.52,3.34
3809723,london_grid_014,2018-05-20 00:00:00,CLEAR_DAY,9.51,1007.9962,90.0,181.08,4.26
3809724,london_grid_015,2018-05-20 00:00:00,CLEAR_DAY,9.63,1009.2634,90.0,167.87,5.58
3809725,london_grid_016,2018-05-20 00:00:00,CLEAR_DAY,9.87,1010.3194,90.0,167.32,6.39
3809726,london_grid_017,2018-05-20 00:00:00,CLEAR_DAY,10.11,1011.3754,90.0,166.89,7.2
3809727,london_grid_018,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,10.83,1010.5562,87.0,168.45,7.62
3809728,london_grid_019,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,12.03,1007.8618,82.0,171.91,7.67
3809729,london_grid_020,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,13.23,1005.1673,77.0,175.32,7.75
3809730,london_grid_021,2018-05-20 00:00:00,CLEAR_DAY,12.35,1023.5514,78.0,140.93,6.64
3809731,london_grid_022,2018-05-20 00:00:00,CLEAR_DAY,11.27,1022.631,80.0,155.25,5.08
3809732,london_grid_023,2018-05-20 00:00:00,CLEAR_DAY,10.19,1021.7107,82.0,179.03,4.07
3809733,london_grid_024,2018-05-20 00:00:00,CLEAR_DAY,9.42,1019.3767,85.0,204.11,3.94
3809734,london_grid_025,2018-05-20 00:00:00,CLEAR_DAY,8.96,1015.6288,87.0,222.39,4.31
3809735,london_grid_026,2018-05-20 00:00:00,CLEAR_DAY,8.49,1011.881,89.0,236.58,5.04
3809736,london_grid_027,2018-05-20 00:00:00,CLEAR_DAY,8.73,1010.1965,91.0,241.77,5.36
3809737,london_grid_028,2018-05-20 00:00:00,CLEAR_DAY,8.97,1008.512,92.0,246.33,5.72
3809738,london_grid_029,2018-05-20 00:00:00,CLEAR_DAY,9.21,1007.961,92.0,248.83,5.65
3809739,london_grid_030,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.45,1008.5434,92.0,249.84,5.13
3809740,london_grid_031,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.69,1009.1258,92.0,251.07,4.61
3809741,london_grid_032,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.52,1008.4333,91.0,238.3,3.68
3809742,london_grid_033,2018-05-20 00:00:00,CLEAR_DAY,9.34,1007.7408,90.0,218.79,3.05
3809743,london_grid_034,2018-05-20 00:00:00,CLEAR_DAY,9.29,1007.4778,90.0,192.09,3.26
3809744,london_grid_035,2018-05-20 00:00:00,CLEAR_DAY,9.36,1007.6442,90.0,172.85,4.4
3809745,london_grid_036,2018-05-20 00:00:00,CLEAR_DAY,9.43,1007.8106,90.0,162.22,5.82
3809746,london_grid_037,2018-05-20 00:00:00,CLEAR_DAY,9.71,1009.5859,90.0,162.56,6.74
3809747,london_grid_038,2018-05-20 00:00:00,CLEAR_DAY,9.98,1011.3613,90.0,162.82,7.66
3809748,london_grid_039,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,10.66,1011.1488,87.0,164.63,8.14
3809749,london_grid_040,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,11.75,1008.9485,83.0,167.98,8.22
3809750,london_grid_041,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,12.83,1006.7482,78.0,171.25,8.32
3809751,london_grid_042,2018-05-20 00:00:00,CLEAR_DAY,12.27,1023.6794,79.0,139.07,6.8
3809752,london_grid_043,2018-05-20 00:00:00,CLEAR_DAY,11.27,1022.8947,81.0,152.88,5.3
3809753,london_grid_044,2018-05-20 00:00:00,CLEAR_DAY,10.27,1022.1101,83.0,174.98,4.31
3809754,london_grid_045,2018-05-20 00:00:00,CLEAR_DAY,9.55,1020.1716,85.0,198.79,4.08
3809755,london_grid_046,2018-05-20 00:00:00,CLEAR_DAY,9.1,1017.0791,87.0,217.86,4.33
3809756,london_grid_047,2018-05-20 00:00:00,CLEAR_DAY,8.65,1013.9866,90.0,233.37,4.99
3809757,london_grid_048,2018-05-20 00:00:00,CLEAR_DAY,8.81,1011.3472,91.0,239.02,5.28
3809758,london_grid_049,2018-05-20 00:00:00,CLEAR_DAY,8.97,1008.7078,92.0,244.05,5.61
3809759,london_grid_050,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.13,1007.321,93.0,246.41,5.5
3809760,london_grid_051,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.29,1007.1866,92.0,246.56,4.92
3809761,london_grid_052,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.45,1007.0522,92.0,246.76,4.33
3809762,london_grid_053,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.34,1007.7088,91.0,231.32,3.39
3809763,london_grid_054,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.23,1008.3654,90.0,207.35,2.84
3809764,london_grid_055,2018-05-20 00:00:00,CLEAR_DAY,9.19,1008.2266,90.0,180.55,3.31
3809765,london_grid_056,2018-05-20 00:00:00,CLEAR_DAY,9.21,1007.2922,90.0,165.26,4.62
3809766,london_grid_057,2018-05-20 00:00:00,CLEAR_DAY,9.23,1006.3578,90.0,157.06,6.11
3809767,london_grid_058,2018-05-20 00:00:00,CLEAR_DAY,9.54,1008.8525,90.0,158.3,7.13
3809768,london_grid_059,2018-05-20 00:00:00,CLEAR_DAY,9.84,1011.3472,89.0,159.24,8.15
3809769,london_grid_060,2018-05-20 00:00:00,CLEAR_DAY,10.48,1011.7414,87.0,161.28,8.7
3809770,london_grid_061,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,11.46,1010.0352,83.0,164.55,8.8
3809771,london_grid_062,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,12.43,1008.329,79.0,167.73,8.93
3809772,london_grid_063,2018-05-20 00:00:00,CLEAR_DAY,12.21,1023.6506,79.0,136.04,6.95
3809773,london_grid_064,2018-05-20 00:00:00,CLEAR_DAY,11.25,1022.9005,81.0,149.31,5.49
3809774,london_grid_065,2018-05-20 00:00:00,CLEAR_DAY,10.29,1022.1504,84.0,169.99,4.52
3809775,london_grid_066,2018-05-20 00:00:00,CLEAR_DAY,9.62,1020.5133,86.0,192.29,4.22
3809776,london_grid_067,2018-05-20 00:00:00,CLEAR_DAY,9.23,1017.9891,88.0,210.88,4.38
3809777,london_grid_068,2018-05-20 00:00:00,CLEAR_DAY,8.83,1015.465,90.0,226.69,4.94
3809778,london_grid_069,2018-05-20 00:00:00,CLEAR_DAY,8.91,1012.2675,91.0,232.34,5.21
3809779,london_grid_070,2018-05-20 00:00:00,CLEAR_DAY,8.98,1009.0701,92.0,237.39,5.52
3809780,london_grid_071,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.07,1007.1853,93.0,239.1,5.38
3809781,london_grid_072,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.17,1006.6131,92.0,237.66,4.78
3809782,london_grid_073,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.27,1006.041,92.0,235.81,4.17
3809783,london_grid_074,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.23,1007.609,91.0,217.36,3.36
3809784,london_grid_075,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,9.18,1009.177,90.0,191.75,3.05
3809785,london_grid_076,2018-05-20 00:00:00,CLEAR_DAY,9.14,1009.1315,90.0,169.8,3.75
3809786,london_grid_077,2018-05-20 00:00:00,CLEAR_DAY,9.12,1007.4727,90.0,159.08,5.1
3809787,london_grid_078,2018-05-20 00:00:00,CLEAR_DAY,9.09,1005.8138,90.0,152.98,6.56
3809788,london_grid_079,2018-05-20 00:00:00,CLEAR_DAY,9.39,1008.5453,90.0,154.91,7.58
3809789,london_grid_080,2018-05-20 00:00:00,CLEAR_DAY,9.69,1011.2768,89.0,156.39,8.6
3809790,london_grid_081,2018-05-20 00:00:00,CLEAR_DAY,10.23,1012.0454,87.0,158.6,9.18
3809791,london_grid_082,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,11.01,1010.8512,84.0,161.73,9.32
3809792,london_grid_083,2018-05-20 00:00:00,PARTLY_CLOUDY_DAY,11.79,1009.657,82.0,164.76,9.5
3809793,london_grid_084,2018-05-20 00:00:00,CLEAR_DAY,12.17,1023.465,80.0,131.91,7.1
3809794,london_grid_085,2018-05-20 00:00:00,CLEAR_DAY,11.21,1022.6483,82.0,144.64,5.68
3809795,london_grid_086,2018-05-20 00:00:00,CLEAR_DAY,10.25,1021.8317,84.0,164.06,4.7
3809796,london_grid_087,2018-05-20 00:00:00,CLEAR_DAY,9.63,1020.402,86.0,184.7,4.39
3809797,london_grid_088,2018-05-20 00:00:00,CLEAR_DAY,9.33,1018.3591,88.0,201.69,4.51
3809798,london_grid_089,2018-05-20 00:00:00,CLEAR_DAY,9.03,1016.3162,90.0,216.59,4.99
