id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
2607769,shunyi_meo,2018-04-17 00:00:00,Sunny/clear,15.1,1010.5,58.0,3.0,158.0
2607770,hadian_meo,2018-04-17 00:00:00,Sunny/clear,14.5,1008.0,62.0,2.4,238.0
2607771,yanqing_meo,2018-04-17 00:00:00,Hail,12.9,956.2,62.0,1.3,58.0
2607772,miyun_meo,2018-04-17 00:00:00,Hail,15.4,1005.5,57.0,1.5,185.0
2607773,huairou_meo,2018-04-17 00:00:00,Hail,14.1,1005.2,60.0,0.7,27.0
2607774,shangdianzi_meo,2018-04-17 00:00:00,Sunny/clear,13.7,979.0,62.0,6.0,228.0
2607775,pinggu_meo,2018-04-17 00:00:00,Sunny/clear,15.4,1010.7,55.0,2.3,120.0
2607776,tongzhou_meo,2018-04-17 00:00:00,Sunny/clear,14.6,1011.6,57.0,2.4,159.0
2607777,chaoyang_meo,2018-04-17 00:00:00,Sunny/clear,14.4,1009.7,58.0,2.7,183.0
2607778,pingchang_meo,2018-04-17 00:00:00,Sunny/clear,14.8,1004.7,59.0,2.1,108.0
2607779,zhaitang_meo,2018-04-17 00:00:00,Hail,12.7,961.6,56.0,1.0,95.0
2607780,mentougou_meo,2018-04-17 00:00:00,Hail,13.9,1003.6,64.0,1.8,74.0
2607781,beijing_meo,2018-04-17 00:00:00,Sunny/clear,14.1,1010.0,60.0,2.7,222.0
2607782,shijingshan_meo,2018-04-17 00:00:00,Hail,14.1,1006.1,62.0,1.2,205.0
2607783,fengtai_meo,2018-04-17 00:00:00,Sunny/clear,14.1,1007.3,64.0,1.4,241.0
2607784,daxing_meo,2018-04-17 00:00:00,Sunny/clear,14.1,1009.2,60.0,2.8,187.0
2607785,fangshan_meo,2018-04-17 00:00:00,Sunny/clear,13.3,1008.0,58.0,1.9,229.0
2607786,xiayunling_meo,2018-04-17 00:00:00,Sunny/clear,12.6,965.2,62.0,0.9,166.0
2609302,shunyi_meo,2018-04-17 01:00:00,Sunny/clear,16.0,1010.6,54.0,2.1,213.0
2609303,hadian_meo,2018-04-17 01:00:00,Sunny/clear,16.1,1008.1,57.0,0.9,213.0
2609304,yanqing_meo,2018-04-17 01:00:00,Hail,14.8,956.1,56.0,1.8,22.0
2609305,miyun_meo,2018-04-17 01:00:00,Hail,17.0,1005.4,52.0,1.8,146.0
2609306,huairou_meo,2018-04-17 01:00:00,Hail,15.6,1005.0,55.0,1.9,71.0
2609307,shangdianzi_meo,2018-04-17 01:00:00,Sunny/clear,14.7,979.1,59.0,5.4,238.0
2609308,pinggu_meo,2018-04-17 01:00:00,Sunny/clear,16.4,1010.5,50.0,1.7,187.0
2609309,tongzhou_meo,2018-04-17 01:00:00,Sunny/clear,16.3,1011.7,52.0,3.6,188.0
2609310,chaoyang_meo,2018-04-17 01:00:00,Sunny/clear,15.7,1009.9,55.0,1.3,218.0
