id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2997091,CD1,2018-05-13 00:00:00,19.3,13.6,29.2,,,
2997092,BL0,2018-05-13 00:00:00,10.4,10.5,51.8,,,
2997093,GR4,2018-05-13 00:00:00,14.4,15.0,23.6,,,
2997094,MY7,2018-05-13 00:00:00,15.4,22.8,,,,
2997095,HV1,2018-05-13 00:00:00,17.9,18.3,40.4,,,
2997096,GN3,2018-05-13 00:00:00,15.4,18.2,38.9,,,
2997097,GR9,2018-05-13 00:00:00,,,,,,
2997098,LW2,2018-05-13 00:00:00,23.7,21.2,66.2,,,
2997099,GN0,2018-05-13 00:00:00,,16.1,34.8,,,
2997100,KF1,2018-05-13 00:00:00,10.8,13.8,,,,
2997101,CD9,2018-05-13 00:00:00,,,72.7,,,
2997102,CT3,2018-05-13 00:00:00,,12.4,,,,
2997103,CT2,2018-05-13 00:00:00,22.0,,,,,
2997104,BX9,2018-05-13 00:00:00,17.9,,,,,
2997105,BX1,2018-05-13 00:00:00,,11.0,18.7,,,
2997106,TH4,2018-05-13 00:00:00,14.5,20.9,59.5,,,
2997107,ST5,2018-05-13 00:00:00,18.0,20.0,21.8,,,
2997108,RB7,2018-05-13 00:00:00,16.0,,23.4,,,
2997109,TD5,2018-05-13 00:00:00,13.9,,,,,
2997147,CD1,2018-05-13 01:00:00,13.9,13.9,22.6,,,
2997148,BL0,2018-05-13 01:00:00,,16.6,55.3,,,
2997149,GR4,2018-05-13 01:00:00,12.4,16.2,17.9,,,
2997150,MY7,2018-05-13 01:00:00,14.9,16.7,,,,
2997151,HV1,2018-05-13 01:00:00,12.3,13.7,23.7,,,
2997152,GN3,2018-05-13 01:00:00,13.6,16.2,34.6,,,
2997153,GR9,2018-05-13 01:00:00,,,,,,
2997154,LW2,2018-05-13 01:00:00,16.8,25.4,59.0,,,
2997155,GN0,2018-05-13 01:00:00,,13.6,29.2,,,
2997156,KF1,2018-05-13 01:00:00,10.2,12.4,,,,
2997157,CD9,2018-05-13 01:00:00,,,44.3,,,
2997158,CT3,2018-05-13 01:00:00,,13.2,,,,
2997159,CT2,2018-05-13 01:00:00,15.0,,,,,
2997160,BX9,2018-05-13 01:00:00,17.3,,,,,
2997161,BX1,2018-05-13 01:00:00,,12.8,13.2,,,
2997162,TH4,2018-05-13 01:00:00,15.3,23.9,51.6,,,
2997163,ST5,2018-05-13 01:00:00,21.0,19.0,17.0,,,
2997164,RB7,2018-05-13 01:00:00,14.0,,17.6,,,
2997165,TD5,2018-05-13 01:00:00,13.4,,,,,
2997203,CD1,2018-05-13 02:00:00,14.1,11.3,21.4,,,
2997204,BL0,2018-05-13 02:00:00,,,,,,
2997205,GR4,2018-05-13 02:00:00,15.2,15.6,19.2,,,
2997206,MY7,2018-05-13 02:00:00,8.4,16.5,,,,
2997207,HV1,2018-05-13 02:00:00,11.2,13.1,21.0,,,
2997208,GN3,2018-05-13 02:00:00,15.1,15.5,30.3,,,
2997209,GR9,2018-05-13 02:00:00,,,,,,
2997210,LW2,2018-05-13 02:00:00,19.0,14.2,47.8,,,
2997211,GN0,2018-05-13 02:00:00,,13.1,23.4,,,
2997212,KF1,2018-05-13 02:00:00,,,,,,
2997213,CD9,2018-05-13 02:00:00,,,41.3,,,
2997214,CT3,2018-05-13 02:00:00,,11.6,,,,
2997215,CT2,2018-05-13 02:00:00,10.0,,,,,
2997216,BX9,2018-05-13 02:00:00,14.7,,,,,
2997217,BX1,2018-05-13 02:00:00,,12.3,17.4,,,
2997218,TH4,2018-05-13 02:00:00,11.4,21.7,50.0,,,
2997219,ST5,2018-05-13 02:00:00,23.0,17.0,17.5,,,
2997220,RB7,2018-05-13 02:00:00,17.0,,18.5,,,
2997221,TD5,2018-05-13 02:00:00,,,,,,
2997259,CD1,2018-05-13 03:00:00,11.6,13.1,34.5,,,
2997260,BL0,2018-05-13 03:00:00,,,,,,
2997261,GR4,2018-05-13 03:00:00,15.4,16.4,16.0,,,
2997262,MY7,2018-05-13 03:00:00,18.0,20.0,,,,
2997263,HV1,2018-05-13 03:00:00,13.0,14.5,30.7,,,
2997264,GN3,2018-05-13 03:00:00,17.9,17.3,28.7,,,
2997265,GR9,2018-05-13 03:00:00,,,,,,
2997266,LW2,2018-05-13 03:00:00,,,,,,
2997267,GN0,2018-05-13 03:00:00,,15.8,29.1,,,
2997268,KF1,2018-05-13 03:00:00,10.5,13.1,,,,
2997269,CD9,2018-05-13 03:00:00,,,53.3,,,
2997270,CT3,2018-05-13 03:00:00,,13.4,,,,
2997271,CT2,2018-05-13 03:00:00,18.0,,,,,
2997272,BX9,2018-05-13 03:00:00,15.5,,,,,
2997273,BX1,2018-05-13 03:00:00,,14.1,14.3,,,
2997274,TH4,2018-05-13 03:00:00,10.6,17.7,42.7,,,
2997275,ST5,2018-05-13 03:00:00,16.0,21.0,15.2,,,
2997276,RB7,2018-05-13 03:00:00,18.0,,21.7,,,
2997277,TD5,2018-05-13 03:00:00,,,,,,
2997315,CD1,2018-05-13 04:00:00,18.1,19.4,31.8,,,
2997316,BL0,2018-05-13 04:00:00,,,,,,
2997317,GR4,2018-05-13 04:00:00,14.3,17.0,13.3,,,
2997318,MY7,2018-05-13 04:00:00,17.5,22.7,,,,
2997319,HV1,2018-05-13 04:00:00,12.9,14.6,33.8,,,
2997320,GN3,2018-05-13 04:00:00,18.6,21.9,24.4,,,
2997321,GR9,2018-05-13 04:00:00,,,,,,
2997322,LW2,2018-05-13 04:00:00,,,,,,
2997323,GN0,2018-05-13 04:00:00,,18.6,22.6,,,
2997324,KF1,2018-05-13 04:00:00,12.1,15.1,,,,
2997325,CD9,2018-05-13 04:00:00,,,47.3,,,
2997326,CT3,2018-05-13 04:00:00,,18.2,,,,
2997327,CT2,2018-05-13 04:00:00,23.0,,,,,
2997328,BX9,2018-05-13 04:00:00,16.0,,,,,
2997329,BX1,2018-05-13 04:00:00,,15.0,10.8,,,
2997330,TH4,2018-05-13 04:00:00,18.3,27.6,47.2,,,
2997331,ST5,2018-05-13 04:00:00,11.0,13.0,10.9,,,
2997332,RB7,2018-05-13 04:00:00,18.0,,27.9,,,
2997333,TD5,2018-05-13 04:00:00,,,,,,
2997371,CD1,2018-05-13 05:00:00,16.2,17.8,27.7,,,
2997372,BL0,2018-05-13 05:00:00,,,,,,
2997373,GR4,2018-05-13 05:00:00,10.4,13.7,12.2,,,
2997374,MY7,2018-05-13 05:00:00,17.6,26.1,,,,
2997375,HV1,2018-05-13 05:00:00,20.1,23.6,37.5,,,
2997376,GN3,2018-05-13 05:00:00,18.1,21.0,28.2,,,
2997377,GR9,2018-05-13 05:00:00,,,,,,
2997378,LW2,2018-05-13 05:00:00,,,,,,
2997379,GN0,2018-05-13 05:00:00,,18.3,24.9,,,
2997380,KF1,2018-05-13 05:00:00,12.0,15.6,,,,
2997381,CD9,2018-05-13 05:00:00,,,56.4,,,
2997382,CT3,2018-05-13 05:00:00,,14.8,,,,
2997383,CT2,2018-05-13 05:00:00,16.0,,,,,
2997384,BX9,2018-05-13 05:00:00,14.9,,,,,
2997385,BX1,2018-05-13 05:00:00,,13.6,10.4,,,
2997386,TH4,2018-05-13 05:00:00,17.9,30.9,52.6,,,
2997387,ST5,2018-05-13 05:00:00,9.0,16.0,15.8,,,
2997388,RB7,2018-05-13 05:00:00,19.0,,29.4,,,
2997389,TD5,2018-05-13 05:00:00,,,,,,
2997427,CD1,2018-05-13 06:00:00,18.3,17.9,27.1,,,
2997428,BL0,2018-05-13 06:00:00,,,,,,
2997429,GR4,2018-05-13 06:00:00,11.3,15.2,14.1,,,
2997430,MY7,2018-05-13 06:00:00,18.2,27.2,,,,
2997431,HV1,2018-05-13 06:00:00,15.1,19.3,36.8,,,
2997432,GN3,2018-05-13 06:00:00,18.9,19.4,28.8,,,
2997433,GR9,2018-05-13 06:00:00,,,,,,
2997434,LW2,2018-05-13 06:00:00,,,,,,
2997435,GN0,2018-05-13 06:00:00,,16.4,24.3,,,
2997436,KF1,2018-05-13 06:00:00,,,,,,
2997437,CD9,2018-05-13 06:00:00,,,49.2,,,
2997438,CT3,2018-05-13 06:00:00,,16.2,,,,
2997439,CT2,2018-05-13 06:00:00,21.0,,,,,
2997440,BX9,2018-05-13 06:00:00,13.9,,,,,
2997441,BX1,2018-05-13 06:00:00,,13.6,9.6,,,
2997442,TH4,2018-05-13 06:00:00,19.1,28.6,44.3,,,
2997443,ST5,2018-05-13 06:00:00,17.0,21.0,16.8,,,
2997444,RB7,2018-05-13 06:00:00,20.0,,23.4,,,
2997445,TD5,2018-05-13 06:00:00,,,,,,
2997483,CD1,2018-05-13 07:00:00,17.6,18.6,28.4,,,
2997484,BL0,2018-05-13 07:00:00,,,,,,
2997485,GR4,2018-05-13 07:00:00,13.3,16.5,15.8,,,
2997486,MY7,2018-05-13 07:00:00,20.2,30.3,,,,
2997487,HV1,2018-05-13 07:00:00,16.6,22.0,37.9,,,
2997488,GN3,2018-05-13 07:00:00,18.2,21.7,27.8,,,
2997489,GR9,2018-05-13 07:00:00,,,,,,
2997490,LW2,2018-05-13 07:00:00,16.4,22.2,33.9,,,
2997491,GN0,2018-05-13 07:00:00,,16.0,27.8,,,
2997492,KF1,2018-05-13 07:00:00,,,,,,
2997493,CD9,2018-05-13 07:00:00,,,49.3,,,
2997494,CT3,2018-05-13 07:00:00,,22.6,,,,
2997495,CT2,2018-05-13 07:00:00,19.0,,,,,
2997496,BX9,2018-05-13 07:00:00,15.0,,,,,
2997497,BX1,2018-05-13 07:00:00,,15.3,10.9,,,
2997498,TH4,2018-05-13 07:00:00,17.1,30.5,44.7,,,
