id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
3012991,dongsi_aq,2018-05-25 00:00:00,59.0,154.0,51.0,0.7,52.0,12.0
3012992,tiantan_aq,2018-05-25 00:00:00,59.0,133.0,58.0,0.7,32.0,3.0
3012993,guanyuan_aq,2018-05-25 00:00:00,51.0,148.0,43.0,1.0,52.0,8.0
3012994,wanshouxigong_aq,2018-05-25 00:00:00,64.0,159.0,47.0,0.8,41.0,11.0
3012995,aotizhongxin_aq,2018-05-25 00:00:00,60.0,115.0,78.0,0.6,28.0,5.0
3012996,nongzhanguan_aq,2018-05-25 00:00:00,54.0,125.0,57.0,0.8,40.0,11.0
3012997,wanliu_aq,2018-05-25 00:00:00,74.0,167.0,102.0,0.9,20.0,7.0
3012998,beibuxinqu_aq,2018-05-25 00:00:00,61.0,151.0,64.0,1.0,31.0,2.0
3012999,zhiwuyuan_aq,2018-05-25 00:00:00,,,,,,
3013000,fengtaihuayuan_aq,2018-05-25 00:00:00,80.0,168.0,62.0,0.8,36.0,11.0
3013001,yungang_aq,2018-05-25 00:00:00,52.0,129.0,41.0,0.7,35.0,6.0
3013002,gucheng_aq,2018-05-25 00:00:00,58.0,149.0,86.0,0.7,21.0,6.0
3013003,fangshan_aq,2018-05-25 00:00:00,66.0,175.0,51.0,0.8,48.0,6.0
3013004,daxing_aq,2018-05-25 00:00:00,58.0,175.0,34.0,0.6,61.0,14.0
3013005,yizhuang_aq,2018-05-25 00:00:00,,125.0,48.0,0.8,43.0,7.0
3013006,tongzhou_aq,2018-05-25 00:00:00,55.0,160.0,51.0,0.6,43.0,7.0
3013007,shunyi_aq,2018-05-25 00:00:00,57.0,133.0,45.0,0.8,48.0,4.0
3013008,pingchang_aq,2018-05-25 00:00:00,70.0,125.0,74.0,0.8,36.0,4.0
3013009,mentougou_aq,2018-05-25 00:00:00,41.0,93.0,33.0,0.6,99.0,2.0
3013010,pinggu_aq,2018-05-25 00:00:00,42.0,119.0,36.0,0.6,81.0,3.0
3013011,huairou_aq,2018-05-25 00:00:00,52.0,103.0,27.0,0.7,64.0,2.0
3013012,miyun_aq,2018-05-25 00:00:00,62.0,105.0,44.0,0.7,64.0,2.0
3013013,yanqin_aq,2018-05-25 00:00:00,111.0,139.0,86.0,0.6,38.0,5.0
3013014,dingling_aq,2018-05-25 00:00:00,62.0,115.0,45.0,0.8,54.0,2.0
3013015,badaling_aq,2018-05-25 00:00:00,43.0,114.0,64.0,0.5,60.0,2.0
3013016,miyunshuiku_aq,2018-05-25 00:00:00,45.0,87.0,22.0,0.6,103.0,5.0
3013017,donggaocun_aq,2018-05-25 00:00:00,49.0,116.0,26.0,0.4,70.0,7.0
3013018,yongledian_aq,2018-05-25 00:00:00,84.0,178.0,28.0,0.9,2.0,5.0
3013019,yufa_aq,2018-05-25 00:00:00,108.0,192.0,30.0,0.8,48.0,10.0
3013020,liulihe_aq,2018-05-25 00:00:00,91.0,215.0,29.0,0.6,54.0,16.0
3013021,qianmen_aq,2018-05-25 00:00:00,62.0,160.0,65.0,0.7,32.0,10.0
