id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
3001048,dongsi_aq,2018-05-16 00:00:00,114.0,,62.0,2.7,15.0,14.0
3001049,tiantan_aq,2018-05-16 00:00:00,112.0,,55.0,2.7,12.0,2.0
3001050,guanyuan_aq,2018-05-16 00:00:00,116.0,,51.0,2.3,24.0,5.0
3001051,wanshouxigong_aq,2018-05-16 00:00:00,97.0,,52.0,2.5,23.0,5.0
3001052,aotizhongxin_aq,2018-05-16 00:00:00,109.0,,59.0,2.7,11.0,2.0
3001053,nongzhanguan_aq,2018-05-16 00:00:00,119.0,,62.0,3.3,13.0,11.0
3001054,wanliu_aq,2018-05-16 00:00:00,130.0,,64.0,2.1,7.0,2.0
3001055,beibuxinqu_aq,2018-05-16 00:00:00,102.0,106.0,43.0,2.2,25.0,2.0
3001056,zhiwuyuan_aq,2018-05-16 00:00:00,,,,,,
3001057,fengtaihuayuan_aq,2018-05-16 00:00:00,113.0,,48.0,2.1,31.0,3.0
3001058,yungang_aq,2018-05-16 00:00:00,138.0,,37.0,1.5,13.0,2.0
3001059,gucheng_aq,2018-05-16 00:00:00,158.0,,48.0,1.6,8.0,2.0
3001060,fangshan_aq,2018-05-16 00:00:00,129.0,,38.0,1.5,27.0,2.0
3001061,daxing_aq,2018-05-16 00:00:00,116.0,,59.0,2.8,11.0,3.0
3001062,yizhuang_aq,2018-05-16 00:00:00,118.0,,54.0,3.2,23.0,11.0
3001063,tongzhou_aq,2018-05-16 00:00:00,148.0,,62.0,3.9,15.0,11.0
3001064,shunyi_aq,2018-05-16 00:00:00,171.0,,46.0,3.4,28.0,17.0
3001065,pingchang_aq,2018-05-16 00:00:00,117.0,,32.0,1.9,42.0,6.0
3001066,mentougou_aq,2018-05-16 00:00:00,145.0,,47.0,1.3,12.0,2.0
3001067,pinggu_aq,2018-05-16 00:00:00,172.0,,59.0,2.9,7.0,5.0
3001068,huairou_aq,2018-05-16 00:00:00,132.0,,23.0,1.9,31.0,2.0
3001069,miyun_aq,2018-05-16 00:00:00,167.0,,38.0,2.1,23.0,2.0
3001070,yanqin_aq,2018-05-16 00:00:00,70.0,,31.0,0.8,50.0,2.0
3001071,dingling_aq,2018-05-16 00:00:00,,,,,,
3001072,badaling_aq,2018-05-16 00:00:00,55.0,,35.0,0.7,33.0,2.0
3001073,miyunshuiku_aq,2018-05-16 00:00:00,63.0,,9.0,0.7,71.0,2.0
3001074,donggaocun_aq,2018-05-16 00:00:00,161.0,,41.0,2.7,12.0,3.0
3001075,yongledian_aq,2018-05-16 00:00:00,139.0,,53.0,3.8,18.0,14.0
3001076,yufa_aq,2018-05-16 00:00:00,190.0,,27.0,1.9,19.0,2.0
3001077,liulihe_aq,2018-05-16 00:00:00,132.0,,31.0,1.2,16.0,2.0
3001078,qianmen_aq,2018-05-16 00:00:00,117.0,,88.0,3.0,9.0,6.0
3001079,yongdingmennei_aq,2018-05-16 00:00:00,38.0,92.0,66.0,2.8,7.0,6.0
3001080,xizhimenbei_aq,2018-05-16 00:00:00,91.0,,60.0,2.4,2.0,3.0
3001081,nansanhuan_aq,2018-05-16 00:00:00,61.0,153.0,92.0,2.7,2.0,11.0
3001082,dongsihuan_aq,2018-05-16 00:00:00,198.0,,84.0,3.7,5.0,19.0
3001104,dongsi_aq,2018-05-16 01:00:00,133.0,,64.0,3.2,26.0,22.0
3001105,tiantan_aq,2018-05-16 01:00:00,126.0,,61.0,3.0,13.0,3.0
3001106,guanyuan_aq,2018-05-16 01:00:00,122.0,,61.0,2.8,26.0,10.0
3001107,wanshouxigong_aq,2018-05-16 01:00:00,114.0,121.0,59.0,2.9,21.0,7.0
3001108,aotizhongxin_aq,2018-05-16 01:00:00,132.0,,65.0,3.3,17.0,6.0
3001109,nongzhanguan_aq,2018-05-16 01:00:00,137.0,,65.0,3.7,20.0,17.0
3001110,wanliu_aq,2018-05-16 01:00:00,124.0,,64.0,2.3,12.0,2.0
3001111,beibuxinqu_aq,2018-05-16 01:00:00,104.0,107.0,40.0,2.0,31.0,2.0
3001112,zhiwuyuan_aq,2018-05-16 01:00:00,,,,,,
3001113,fengtaihuayuan_aq,2018-05-16 01:00:00,121.0,,60.0,2.4,22.0,4.0
3001114,yungang_aq,2018-05-16 01:00:00,131.0,,45.0,1.8,12.0,2.0
3001115,gucheng_aq,2018-05-16 01:00:00,153.0,,55.0,1.8,7.0,2.0
3001116,fangshan_aq,2018-05-16 01:00:00,111.0,,45.0,1.8,32.0,2.0
3001117,daxing_aq,2018-05-16 01:00:00,113.0,113.0,60.0,2.6,15.0,5.0
3001118,yizhuang_aq,2018-05-16 01:00:00,118.0,,60.0,3.1,27.0,13.0
3001119,tongzhou_aq,2018-05-16 01:00:00,131.0,,48.0,3.3,38.0,11.0
3001120,shunyi_aq,2018-05-16 01:00:00,193.0,,51.0,3.8,34.0,21.0
3001121,pingchang_aq,2018-05-16 01:00:00,128.0,,33.0,2.0,46.0,7.0
3001122,mentougou_aq,2018-05-16 01:00:00,165.0,,48.0,1.5,13.0,2.0
3001123,pinggu_aq,2018-05-16 01:00:00,175.0,,57.0,3.0,16.0,6.0
3001124,huairou_aq,2018-05-16 01:00:00,135.0,,28.0,2.1,47.0,2.0
3001125,miyun_aq,2018-05-16 01:00:00,152.0,,38.0,1.9,41.0,3.0
3001126,yanqin_aq,2018-05-16 01:00:00,73.0,,18.0,0.8,86.0,2.0
3001127,dingling_aq,2018-05-16 01:00:00,129.0,,48.0,1.7,41.0,2.0
3001128,badaling_aq,2018-05-16 01:00:00,59.0,,25.0,0.7,51.0,2.0
3001129,miyunshuiku_aq,2018-05-16 01:00:00,70.0,,7.0,0.8,86.0,2.0
3001130,donggaocun_aq,2018-05-16 01:00:00,231.0,,47.0,3.6,16.0,3.0
3001131,yongledian_aq,2018-05-16 01:00:00,145.0,,41.0,3.3,23.0,9.0
