id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
3013027,CD1,2018-05-25 00:00:00,,,,,,
3013028,BL0,2018-05-25 00:00:00,,,,,,
3013029,GR4,2018-05-25 00:00:00,16.7,17.7,9.3,,,
3013030,MY7,2018-05-25 00:00:00,,14.9,,,,
3013031,HV1,2018-05-25 00:00:00,16.7,17.3,6.4,,,
3013032,GN3,2018-05-25 00:00:00,17.3,21.0,11.2,,,
3013033,GR9,2018-05-25 00:00:00,14.3,18.4,14.4,,,
3013034,LW2,2018-05-25 00:00:00,,,,,,
3013035,GN0,2018-05-25 00:00:00,,18.5,11.9,,,
3013036,KF1,2018-05-25 00:00:00,,12.8,,,,
3013037,CD9,2018-05-25 00:00:00,,,,,,
3013038,CT3,2018-05-25 00:00:00,,,14.7,,,
3013039,CT2,2018-05-25 00:00:00,15.0,,,,,
3013040,BX9,2018-05-25 00:00:00,18.8,,,,,
3013041,BX1,2018-05-25 00:00:00,,,1.0,,,
3013042,TH4,2018-05-25 00:00:00,16.6,28.5,37.4,,,
3013043,ST5,2018-05-25 00:00:00,17.0,,17.4,,,
3013044,RB7,2018-05-25 00:00:00,14.0,,5.1,,,
3013045,TD5,2018-05-25 00:00:00,16.0,,,,,
3013083,CD1,2018-05-25 01:00:00,,,,,,
3013084,BL0,2018-05-25 01:00:00,10.1,12.1,14.7,,,
3013085,GR4,2018-05-25 01:00:00,16.4,15.3,9.2,,,
3013086,MY7,2018-05-25 01:00:00,,14.2,,,,
3013087,HV1,2018-05-25 01:00:00,15.1,15.4,5.5,,,
3013088,GN3,2018-05-25 01:00:00,14.8,18.9,8.2,,,
3013089,GR9,2018-05-25 01:00:00,12.9,19.0,11.1,,,
3013090,LW2,2018-05-25 01:00:00,,,,,,
3013091,GN0,2018-05-25 01:00:00,,17.7,11.2,,,
3013092,KF1,2018-05-25 01:00:00,,12.1,,,,
3013093,CD9,2018-05-25 01:00:00,,,27.2,,,
3013094,CT3,2018-05-25 01:00:00,,,12.7,,,
3013095,CT2,2018-05-25 01:00:00,17.0,,,,,
3013096,BX9,2018-05-25 01:00:00,18.8,,,,,
3013097,BX1,2018-05-25 01:00:00,,,2.1,,,
3013098,TH4,2018-05-25 01:00:00,12.0,20.3,28.0,,,
3013099,ST5,2018-05-25 01:00:00,,,,,,
3013100,RB7,2018-05-25 01:00:00,,,5.2,,,
3013101,TD5,2018-05-25 01:00:00,13.9,,,,,
3013139,CD1,2018-05-25 02:00:00,,,,,,
3013140,BL0,2018-05-25 02:00:00,,,,,,
3013141,GR4,2018-05-25 02:00:00,14.1,14.6,6.6,,,
3013142,MY7,2018-05-25 02:00:00,,19.6,,,,
3013143,HV1,2018-05-25 02:00:00,9.3,10.8,5.7,,,
3013144,GN3,2018-05-25 02:00:00,14.8,18.5,6.7,,,
3013145,GR9,2018-05-25 02:00:00,13.7,18.6,,,,
3013146,LW2,2018-05-25 02:00:00,,,,,,
3013147,GN0,2018-05-25 02:00:00,,16.0,9.7,,,
3013148,KF1,2018-05-25 02:00:00,,,,,,
3013149,CD9,2018-05-25 02:00:00,,,28.0,,,
3013150,CT3,2018-05-25 02:00:00,,,,,,
3013151,CT2,2018-05-25 02:00:00,23.0,,,,,
3013152,BX9,2018-05-25 02:00:00,17.1,,,,,
3013153,BX1,2018-05-25 02:00:00,,,3.2,,,
3013154,TH4,2018-05-25 02:00:00,15.7,25.8,37.2,,,
3013155,ST5,2018-05-25 02:00:00,,,16.9,,,
3013156,RB7,2018-05-25 01:00:00,,,5.2,,,
3013157,TD5,2018-05-25 02:00:00,16.8,,,,,
3013195,CD1,2018-05-25 03:00:00,,,,,,
3013196,BL0,2018-05-25 03:00:00,15.2,17.3,17.6,,,
3013197,GR4,2018-05-25 03:00:00,16.5,15.9,6.1,,,
3013198,MY7,2018-05-25 03:00:00,,18.0,,,,
3013199,HV1,2018-05-25 03:00:00,16.0,17.3,5.8,,,
3013200,GN3,2018-05-25 03:00:00,17.8,20.7,13.5,,,
3013201,GR9,2018-05-25 03:00:00,16.7,19.8,13.7,,,
3013202,LW2,2018-05-25 03:00:00,,,,,,
3013203,GN0,2018-05-25 03:00:00,,18.5,18.1,,,
3013204,KF1,2018-05-25 03:00:00,,,,,,
3013205,CD9,2018-05-25 03:00:00,,,32.3,,,
3013206,CT3,2018-05-25 03:00:00,,,26.9,,,
3013207,CT2,2018-05-25 03:00:00,24.0,,,,,
3013208,BX9,2018-05-25 03:00:00,16.6,,,,,
3013209,BX1,2018-05-25 03:00:00,,,2.4,,,
3013210,TH4,2018-05-25 03:00:00,18.0,28.0,45.4,,,
3013211,ST5,2018-05-25 03:00:00,22.0,,13.0,,,
3013212,RB7,2018-05-25 03:00:00,20.0,,7.9,,,
3013213,TD5,2018-05-25 03:00:00,21.2,,,,,
3013251,CD1,2018-05-25 04:00:00,,,,,,
3013252,BL0,2018-05-25 04:00:00,,,,,,
3013253,GR4,2018-05-25 04:00:00,17.7,19.5,9.9,,,
3013254,MY7,2018-05-25 04:00:00,,20.2,,,,
3013255,HV1,2018-05-25 04:00:00,9.8,8.9,7.8,,,
3013256,GN3,2018-05-25 04:00:00,16.3,18.9,14.7,,,
3013257,GR9,2018-05-25 04:00:00,,,,,,
3013258,LW2,2018-05-25 04:00:00,,,,,,
3013259,GN0,2018-05-25 04:00:00,,21.2,39.9,,,
3013260,KF1,2018-05-25 04:00:00,14.9,17.5,,,,
3013261,CD9,2018-05-25 04:00:00,,,28.9,,,
3013262,CT3,2018-05-25 04:00:00,,,,,,
3013263,CT2,2018-05-25 04:00:00,,,,,,
3013264,BX9,2018-05-25 04:00:00,16.8,,,,,
3013265,BX1,2018-05-25 04:00:00,,17.7,7.2,,,
3013266,TH4,2018-05-25 04:00:00,18.4,29.5,57.6,,,
3013267,ST5,2018-05-25 04:00:00,,38.0,23.0,,,
3013268,RB7,2018-05-25 04:00:00,24.0,12.4,12.7,,,
3013269,TD5,2018-05-25 04:00:00,23.0,,,,,
3013307,CD1,2018-05-25 05:00:00,,,,,,
3013308,BL0,2018-05-25 05:00:00,5.4,10.1,31.4,,,
3013309,GR4,2018-05-25 05:00:00,15.3,17.9,15.6,,,
3013310,MY7,2018-05-25 05:00:00,,12.9,,,,
3013311,HV1,2018-05-25 05:00:00,5.2,4.6,11.6,,,
3013312,GN3,2018-05-25 05:00:00,12.0,17.7,23.8,,,
3013313,GR9,2018-05-25 05:00:00,,,,,,
3013314,LW2,2018-05-25 05:00:00,,,,,,
3013315,GN0,2018-05-25 05:00:00,,16.4,48.3,,,
3013316,KF1,2018-05-25 05:00:00,,,,,,
3013317,CD9,2018-05-25 05:00:00,,,44.1,,,
3013318,CT3,2018-05-25 05:00:00,,,,,,
3013319,CT2,2018-05-25 05:00:00,,,,,,
3013320,BX9,2018-05-25 05:00:00,16.4,,,,,
3013321,BX1,2018-05-25 05:00:00,,15.0,17.3,,,
3013322,TH4,2018-05-25 05:00:00,16.1,28.7,80.8,,,
3013323,ST5,2018-05-25 05:00:00,25.0,52.0,45.6,,,
3013324,RB7,2018-05-25 05:00:00,14.0,12.4,21.3,,,
3013325,TD5,2018-05-25 05:00:00,20.4,,,,,
3013363,CD1,2018-05-25 06:00:00,,,,,,
3013364,BL0,2018-05-25 06:00:00,4.5,7.6,39.0,,,
3013365,GR4,2018-05-25 06:00:00,13.9,15.5,18.5,,,
3013366,MY7,2018-05-25 06:00:00,9.7,10.9,,,,
3013367,HV1,2018-05-25 06:00:00,5.7,6.7,16.1,,,
3013368,GN3,2018-05-25 06:00:00,10.7,11.3,34.7,,,
3013369,GR9,2018-05-25 06:00:00,,,,,,
3013370,LW2,2018-05-25 06:00:00,,,,,,
3013371,GN0,2018-05-25 06:00:00,,17.1,54.9,,,
3013372,KF1,2018-05-25 06:00:00,,,,,,
3013373,CD9,2018-05-25 06:00:00,,,57.9,,,
3013374,CT3,2018-05-25 06:00:00,,,,,,
3013375,CT2,2018-05-25 06:00:00,17.0,,,,,
3013376,BX9,2018-05-25 06:00:00,16.1,,,,,
3013377,BX1,2018-05-25 06:00:00,,16.2,20.4,,,
3013378,TH4,2018-05-25 06:00:00,20.0,39.0,91.0,,,
3013379,ST5,2018-05-25 06:00:00,23.0,89.0,50.6,,,
3013380,RB7,2018-05-25 06:00:00,,13.6,57.8,,,
3013381,TD5,2018-05-25 06:00:00,18.7,,,,,
3013419,CD1,2018-05-25 07:00:00,,,,,,
3013420,BL0,2018-05-25 07:00:00,10.4,14.4,38.3,,,
3013421,GR4,2018-05-25 07:00:00,11.7,11.1,20.6,,,
3013422,MY7,2018-05-25 07:00:00,12.3,13.6,,,,
3013423,HV1,2018-05-25 07:00:00,6.7,11.8,29.8,,,
3013424,GN3,2018-05-25 07:00:00,,,,,,
3013425,GR9,2018-05-25 07:00:00,,,,,,
3013426,LW2,2018-05-25 07:00:00,,,,,,
3013427,GN0,2018-05-25 07:00:00,,19.8,69.1,,,
3013428,KF1,2018-05-25 07:00:00,,,,,,
3013429,CD9,2018-05-25 07:00:00,,,,,,
3013430,CT3,2018-05-25 07:00:00,,,,,,
3013431,CT2,2018-05-25 07:00:00,15.0,,,,,
3013432,BX9,2018-05-25 07:00:00,16.2,,,,,
3013433,BX1,2018-05-25 07:00:00,,11.3,21.9,,,
3013434,TH4,2018-05-25 07:00:00,18.0,37.2,73.4,,,
3013435,ST5,2018-05-25 07:00:00,18.0,54.0,38.3,,,
3013436,RB7,2018-05-25 07:00:00,18.0,20.2,39.4,,,
3013437,TD5,2018-05-25 07:00:00,15.8,,,,,
3013475,CD1,2018-05-25 08:00:00,20.3,24.7,82.4,,,
3013476,BL0,2018-05-25 08:00:00,11.5,15.5,52.6,,,
3013477,GR4,2018-05-25 08:00:00,16.4,16.3,28.5,,,
3013478,MY7,2018-05-25 08:00:00,15.6,18.7,,,,
3013479,HV1,2018-05-25 08:00:00,8.9,14.0,39.2,,,
3013480,GN3,2018-05-25 08:00:00,18.5,20.6,57.3,,,
3013481,GR9,2018-05-25 08:00:00,17.1,22.5,43.0,,,
3013482,LW2,2018-05-25 08:00:00,,,,,,
3013483,GN0,2018-05-25 08:00:00,,20.7,57.0,,,
3013484,KF1,2018-05-25 08:00:00,9.8,13.9,,,,
3013485,CD9,2018-05-25 08:00:00,,,70.3,,,
3013486,CT3,2018-05-25 08:00:00,,31.2,61.1,,,
3013487,CT2,2018-05-25 08:00:00,21.0,,,,,
3013488,BX9,2018-05-25 08:00:00,14.8,,,,,
3013489,BX1,2018-05-25 08:00:00,,13.9,22.7,,,
3013490,TH4,2018-05-25 08:00:00,19.3,36.8,75.2,,,
3013491,ST5,2018-05-25 08:00:00,23.0,105.0,57.2,,,
3013492,RB7,2018-05-25 08:00:00,25.0,15.8,31.7,,,
3013493,TD5,2018-05-25 08:00:00,13.4,,,,,
3013531,CD1,2018-05-25 09:00:00,21.3,29.6,80.8,,,
3013532,BL0,2018-05-25 09:00:00,,,,,,
3013533,GR4,2018-05-25 09:00:00,17.5,21.6,26.4,,,
3013534,MY7,2018-05-25 09:00:00,26.5,42.2,,,,
3013535,HV1,2018-05-25 09:00:00,25.4,35.1,61.0,,,
3013536,GN3,2018-05-25 09:00:00,21.0,26.4,54.6,,,
3013537,GR9,2018-05-25 09:00:00,18.7,25.9,55.0,,,
3013538,LW2,2018-05-25 09:00:00,,,,,,
3013539,GN0,2018-05-25 09:00:00,,20.8,44.9,,,
3013540,KF1,2018-05-25 09:00:00,,,,,,
3013541,CD9,2018-05-25 09:00:00,,,87.8,,,
3013542,CT3,2018-05-25 09:00:00,,25.8,73.6,,,
3013543,CT2,2018-05-25 09:00:00,23.0,,,,,
3013544,BX9,2018-05-25 09:00:00,19.1,,,,,
3013545,BX1,2018-05-25 09:00:00,,18.6,23.9,,,
3013546,TH4,2018-05-25 09:00:00,20.4,36.6,71.4,,,
3013547,ST5,2018-05-25 09:00:00,22.0,89.0,49.8,,,
3013548,RB7,2018-05-25 09:00:00,21.0,22.8,30.9,,,
3013549,TD5,2018-05-25 09:00:00,20.1,,,,,
3013587,CD1,2018-05-25 10:00:00,22.4,28.1,78.3,,,
3013588,BL0,2018-05-25 10:00:00,,23.6,56.0,,,
3013589,GR4,2018-05-25 10:00:00,21.7,24.2,26.5,,,
3013590,MY7,2018-05-25 10:00:00,27.0,41.4,,,,
3013591,HV1,2018-05-25 10:00:00,19.7,28.5,39.1,,,
3013592,GN3,2018-05-25 10:00:00,23.7,28.8,50.5,,,
3013593,GR9,2018-05-25 10:00:00,,,,,,
3013594,LW2,2018-05-25 10:00:00,,,,,,
3013595,GN0,2018-05-25 10:00:00,,28.3,55.3,,,
3013596,KF1,2018-05-25 10:00:00,,,,,,
