id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
3014262,dongsi_aq,2018-05-26 00:00:00,129.0,185.0,73.0,1.1,34.0,5.0
3014263,tiantan_aq,2018-05-26 00:00:00,113.0,144.0,37.0,0.9,42.0,5.0
3014264,guanyuan_aq,2018-05-26 00:00:00,122.0,186.0,66.0,1.1,37.0,6.0
3014265,wanshouxigong_aq,2018-05-26 00:00:00,126.0,181.0,34.0,1.1,41.0,9.0
3014266,aotizhongxin_aq,2018-05-26 00:00:00,120.0,189.0,101.0,1.0,17.0,2.0
3014267,nongzhanguan_aq,2018-05-26 00:00:00,119.0,130.0,40.0,1.1,42.0,2.0
3014268,wanliu_aq,2018-05-26 00:00:00,125.0,153.0,67.0,1.2,34.0,3.0
3014269,beibuxinqu_aq,2018-05-26 00:00:00,99.0,196.0,62.0,1.2,29.0,2.0
3014270,zhiwuyuan_aq,2018-05-26 00:00:00,,,,,,
3014271,fengtaihuayuan_aq,2018-05-26 00:00:00,126.0,166.0,56.0,1.1,31.0,8.0
3014272,yungang_aq,2018-05-26 00:00:00,83.0,132.0,45.0,0.9,40.0,4.0
3014273,gucheng_aq,2018-05-26 00:00:00,121.0,182.0,91.0,1.1,22.0,2.0
3014274,fangshan_aq,2018-05-26 00:00:00,127.0,223.0,72.0,1.1,17.0,5.0
3014275,daxing_aq,2018-05-26 00:00:00,119.0,185.0,30.0,1.0,50.0,4.0
3014276,yizhuang_aq,2018-05-26 00:00:00,120.0,136.0,47.0,1.1,37.0,2.0
3014277,tongzhou_aq,2018-05-26 00:00:00,,,,,,
3014278,shunyi_aq,2018-05-26 00:00:00,155.0,186.0,49.0,1.3,51.0,6.0
3014279,pingchang_aq,2018-05-26 00:00:00,96.0,141.0,93.0,1.0,3.0,4.0
3014280,mentougou_aq,2018-05-26 00:00:00,83.0,124.0,31.0,0.8,96.0,2.0
3014281,pinggu_aq,2018-05-26 00:00:00,92.0,125.0,31.0,1.1,91.0,4.0
3014282,huairou_aq,2018-05-26 00:00:00,82.0,128.0,22.0,1.0,55.0,2.0
3014283,miyun_aq,2018-05-26 00:00:00,111.0,124.0,36.0,1.1,61.0,2.0
3014284,yanqin_aq,2018-05-26 00:00:00,147.0,,67.0,0.9,48.0,3.0
3014285,dingling_aq,2018-05-26 00:00:00,89.0,123.0,33.0,0.9,54.0,2.0
3014286,badaling_aq,2018-05-26 00:00:00,97.0,151.0,67.0,0.8,61.0,2.0
3014287,miyunshuiku_aq,2018-05-26 00:00:00,81.0,112.0,12.0,0.8,72.0,
3014288,donggaocun_aq,2018-05-26 00:00:00,,119.0,14.0,0.8,89.0,4.0
3014289,yongledian_aq,2018-05-26 00:00:00,125.0,170.0,31.0,1.2,76.0,3.0
3014290,yufa_aq,2018-05-26 00:00:00,140.0,182.0,17.0,0.9,81.0,5.0
3014291,liulihe_aq,2018-05-26 00:00:00,125.0,227.0,36.0,1.0,40.0,5.0
3014292,qianmen_aq,2018-05-26 00:00:00,124.0,194.0,81.0,1.0,29.0,7.0
3014293,yongdingmennei_aq,2018-05-26 00:00:00,140.0,161.0,47.0,0.8,27.0,2.0
3014294,xizhimenbei_aq,2018-05-26 00:00:00,131.0,163.0,98.0,1.0,20.0,4.0
3014295,nansanhuan_aq,2018-05-26 00:00:00,115.0,166.0,79.0,1.1,16.0,13.0
3014296,dongsihuan_aq,2018-05-26 00:00:00,135.0,149.0,91.0,1.1,15.0,7.0
3014318,dongsi_aq,2018-05-26 01:00:00,139.0,195.0,73.0,1.2,48.0,5.0
3014319,tiantan_aq,2018-05-26 01:00:00,125.0,145.0,41.0,1.0,52.0,6.0
3014320,guanyuan_aq,2018-05-26 01:00:00,133.0,191.0,59.0,1.1,60.0,7.0
3014321,wanshouxigong_aq,2018-05-26 01:00:00,132.0,210.0,44.0,1.1,43.0,11.0
3014322,aotizhongxin_aq,2018-05-26 01:00:00,131.0,190.0,87.0,1.0,38.0,2.0
3014323,nongzhanguan_aq,2018-05-26 01:00:00,125.0,137.0,56.0,1.2,48.0,3.0
3014324,wanliu_aq,2018-05-26 01:00:00,130.0,165.0,61.0,1.1,56.0,6.0
3014325,beibuxinqu_aq,2018-05-26 01:00:00,112.0,212.0,55.0,1.2,52.0,2.0
3014326,zhiwuyuan_aq,2018-05-26 01:00:00,,,,,,
3014327,fengtaihuayuan_aq,2018-05-26 01:00:00,156.0,184.0,59.0,1.1,40.0,10.0
3014328,yungang_aq,2018-05-26 01:00:00,87.0,156.0,41.0,1.0,54.0,6.0
3014329,gucheng_aq,2018-05-26 01:00:00,141.0,177.0,85.0,1.0,32.0,2.0
3014330,fangshan_aq,2018-05-26 01:00:00,131.0,211.0,61.0,1.1,46.0,7.0
3014331,daxing_aq,2018-05-26 01:00:00,130.0,213.0,32.0,1.0,61.0,8.0
3014332,yizhuang_aq,2018-05-26 01:00:00,129.0,148.0,35.0,1.2,61.0,3.0
3014333,tongzhou_aq,2018-05-26 01:00:00,,,,,,
3014334,shunyi_aq,2018-05-26 01:00:00,156.0,181.0,69.0,1.2,48.0,8.0
3014335,pingchang_aq,2018-05-26 01:00:00,105.0,153.0,94.0,1.0,15.0,6.0
3014336,mentougou_aq,2018-05-26 01:00:00,92.0,134.0,41.0,0.9,99.0,2.0
3014337,pinggu_aq,2018-05-26 01:00:00,113.0,128.0,31.0,1.1,112.0,9.0
3014338,huairou_aq,2018-05-26 01:00:00,97.0,148.0,29.0,1.1,63.0,2.0
3014339,miyun_aq,2018-05-26 01:00:00,118.0,137.0,38.0,1.1,65.0,2.0
3014340,yanqin_aq,2018-05-26 01:00:00,153.0,,50.0,0.9,85.0,7.0
3014341,dingling_aq,2018-05-26 01:00:00,98.0,122.0,44.0,1.0,72.0,2.0
3014342,badaling_aq,2018-05-26 01:00:00,113.0,193.0,48.0,0.9,80.0,7.0
3014343,miyunshuiku_aq,2018-05-26 01:00:00,107.0,134.0,18.0,0.9,83.0,
3014344,donggaocun_aq,2018-05-26 01:00:00,,,18.0,0.8,97.0,6.0
3014345,yongledian_aq,2018-05-26 01:00:00,100.0,129.0,22.0,1.1,94.0,3.0
3014346,yufa_aq,2018-05-26 01:00:00,,,,,,
3014347,liulihe_aq,2018-05-26 01:00:00,140.0,208.0,35.0,1.0,72.0,11.0
3014348,qianmen_aq,2018-05-26 01:00:00,130.0,204.0,71.0,1.0,40.0,8.0
3014349,yongdingmennei_aq,2018-05-26 01:00:00,156.0,185.0,55.0,0.9,37.0,3.0
3014350,xizhimenbei_aq,2018-05-26 01:00:00,135.0,162.0,88.0,1.0,36.0,4.0
3014351,nansanhuan_aq,2018-05-26 01:00:00,119.0,179.0,88.0,1.2,23.0,13.0
3014352,dongsihuan_aq,2018-05-26 01:00:00,136.0,150.0,67.0,1.1,47.0,10.0
3014374,dongsi_aq,2018-05-26 02:00:00,141.0,204.0,57.0,1.1,78.0,5.0
3014375,tiantan_aq,2018-05-26 02:00:00,134.0,164.0,43.0,1.1,75.0,7.0
3014376,guanyuan_aq,2018-05-26 02:00:00,132.0,190.0,55.0,1.1,85.0,7.0
3014377,wanshouxigong_aq,2018-05-26 02:00:00,139.0,236.0,36.0,1.2,80.0,12.0
3014378,aotizhongxin_aq,2018-05-26 02:00:00,138.0,178.0,74.0,1.1,70.0,2.0
3014379,nongzhanguan_aq,2018-05-26 02:00:00,131.0,141.0,44.0,1.2,77.0,4.0
3014380,wanliu_aq,2018-05-26 02:00:00,137.0,161.0,63.0,1.1,82.0,8.0
3014381,beibuxinqu_aq,2018-05-26 02:00:00,126.0,219.0,50.0,1.2,74.0,2.0
3014382,zhiwuyuan_aq,2018-05-26 02:00:00,,,,,,
3014383,fengtaihuayuan_aq,2018-05-26 02:00:00,155.0,177.0,42.0,1.1,84.0,12.0
3014384,yungang_aq,2018-05-26 02:00:00,101.0,174.0,42.0,1.0,76.0,8.0
3014385,gucheng_aq,2018-05-26 02:00:00,163.0,,59.0,1.0,74.0,2.0
3014386,fangshan_aq,2018-05-26 02:00:00,140.0,210.0,46.0,1.1,95.0,11.0
3014387,daxing_aq,2018-05-26 02:00:00,130.0,213.0,27.0,1.1,91.0,12.0
