id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
3002427,CD1,2018-05-17 00:00:00,8.8,16.4,18.7,,,
3002428,BL0,2018-05-17 00:00:00,,,,,,
3002429,GR4,2018-05-17 00:00:00,3.0,15.8,5.9,,,
3002430,MY7,2018-05-17 00:00:00,7.8,19.2,,,,
3002431,HV1,2018-05-17 00:00:00,5.0,11.9,10.0,,,
3002432,GN3,2018-05-17 00:00:00,7.5,19.9,10.8,,,
3002433,GR9,2018-05-17 00:00:00,4.1,14.8,17.0,,,
3002434,LW2,2018-05-17 00:00:00,9.4,21.5,25.1,,,
3002435,GN0,2018-05-17 00:00:00,,17.0,17.9,,,
3002436,KF1,2018-05-17 00:00:00,,15.2,,,,
3002437,CD9,2018-05-17 00:00:00,,,29.9,,,
3002438,CT3,2018-05-17 00:00:00,,,6.1,,,
3002439,CT2,2018-05-17 00:00:00,13.0,,,,,
3002440,BX9,2018-05-17 00:00:00,7.1,,,,,
3002441,BX1,2018-05-17 00:00:00,,,-3.3,,,
3002442,TH4,2018-05-17 00:00:00,7.8,21.8,27.3,,,
3002443,ST5,2018-05-17 00:00:00,8.0,,6.8,,,
3002444,RB7,2018-05-17 00:00:00,10.0,,12.2,,,
3002445,TD5,2018-05-17 00:00:00,8.9,,,,,
3002483,CD1,2018-05-17 01:00:00,7.7,14.6,15.4,,,
3002484,BL0,2018-05-17 01:00:00,4.4,16.3,13.8,,,
3002485,GR4,2018-05-17 01:00:00,5.8,14.7,11.4,,,
3002486,MY7,2018-05-17 01:00:00,7.0,17.7,,,,
3002487,HV1,2018-05-17 01:00:00,-0.3,7.2,18.1,,,
3002488,GN3,2018-05-17 01:00:00,6.4,17.7,12.9,,,
3002489,GR9,2018-05-17 01:00:00,,,,,,
3002490,LW2,2018-05-17 01:00:00,10.8,19.5,16.8,,,
3002491,GN0,2018-05-17 01:00:00,,16.5,14.0,,,
3002492,KF1,2018-05-17 01:00:00,8.4,16.5,,,,
3002493,CD9,2018-05-17 01:00:00,,,22.0,,,
3002494,CT3,2018-05-17 01:00:00,7.0,20.2,9.8,,,
3002495,CT2,2018-05-17 01:00:00,11.0,,,,,
3002496,BX9,2018-05-17 01:00:00,8.1,,,,,
3002497,BX1,2018-05-17 01:00:00,,16.9,-4.4,,,
3002498,TH4,2018-05-17 01:00:00,6.7,23.3,23.8,,,
3002499,ST5,2018-05-17 01:00:00,6.0,20.0,5.8,,,
