id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
2898895,shunyi_meo,2018-04-25 00:00:00,Sunny/clear,15.0,1013.5,50.0,1.6,7.0
2898896,hadian_meo,2018-04-25 00:00:00,Sunny/clear,14.9,1011.2,54.0,0.7,25.0
2898897,yanqing_meo,2018-04-25 00:00:00,Sunny/clear,10.7,960.9,53.0,0.8,360.0
2898898,miyun_meo,2018-04-25 00:00:00,Sunny/clear,14.6,1008.6,57.0,1.5,86.0
2898899,huairou_meo,2018-04-25 00:00:00,Sunny/clear,14.2,1007.9,56.0,1.1,124.0
2898900,shangdianzi_meo,2018-04-25 00:00:00,Sunny/clear,12.7,982.7,54.0,2.4,51.0
2898901,pinggu_meo,2018-04-25 00:00:00,Sunny/clear,13.7,1012.9,60.0,1.0,2.0
2898902,tongzhou_meo,2018-04-25 00:00:00,Sunny/clear,15.3,1014.4,53.0,1.7,308.0
2898903,chaoyang_meo,2018-04-25 00:00:00,Sunny/clear,16.3,1012.8,47.0,1.3,57.0
2898904,pingchang_meo,2018-04-25 00:00:00,Sunny/clear,17.5,1007.8,39.0,1.3,111.0
2898905,zhaitang_meo,2018-04-25 00:00:00,Sunny/clear,11.4,966.1,58.0,0.9,136.0
2898906,mentougou_meo,2018-04-25 00:00:00,Sunny/clear,15.6,1006.9,47.0,1.2,261.0
2898907,beijing_meo,2018-04-25 00:00:00,Sunny/clear,16.6,1013.0,43.0,1.3,22.0
2898908,shijingshan_meo,2018-04-25 00:00:00,Sunny/clear,16.8,1009.3,48.0,1.1,67.0
2898909,fengtai_meo,2018-04-25 00:00:00,Sunny/clear,17.3,1010.3,45.0,0.6,305.0
2898910,daxing_meo,2018-04-25 00:00:00,Sunny/clear,17.2,1012.3,47.0,1.9,73.0
2898911,fangshan_meo,2018-04-25 00:00:00,Sunny/clear,15.7,1011.2,42.0,0.9,19.0
2898912,xiayunling_meo,2018-04-25 00:00:00,Sunny/clear,13.8,969.3,54.0,1.8,101.0
2900428,shunyi_meo,2018-04-25 01:00:00,Sunny/clear,18.8,1013.4,37.0,2.0,65.0
2900429,hadian_meo,2018-04-25 01:00:00,Sunny/clear,19.2,1011.2,37.0,0.6,98.0
2900430,yanqing_meo,2018-04-25 01:00:00,Hail,13.8,960.7,51.0,0.7,356.0
2900431,miyun_meo,2018-04-25 01:00:00,Sunny/clear,18.2,1008.3,43.0,1.3,51.0
2900432,huairou_meo,2018-04-25 01:00:00,Sunny/clear,18.2,1007.8,42.0,1.6,160.0
2900433,shangdianzi_meo,2018-04-25 01:00:00,Sunny/clear,16.4,982.4,42.0,2.1,53.0
2900434,pinggu_meo,2018-04-25 01:00:00,Sunny/clear,17.5,1012.7,42.0,1.4,267.0
2900435,tongzhou_meo,2018-04-25 01:00:00,Sunny/clear,17.8,1014.2,46.0,2.2,295.0
2900436,chaoyang_meo,2018-04-25 01:00:00,Sunny/clear,19.0,1012.8,37.0,0.9,250.0
2900437,pingchang_meo,2018-04-25 01:00:00,Sunny/clear,19.9,1007.6,34.0,1.2,162.0
2900438,zhaitang_meo,2018-04-25 01:00:00,Sunny/clear,16.3,965.6,36.0,0.9,124.0
2900439,mentougou_meo,2018-04-25 01:00:00,Sunny/clear,19.4,1006.8,33.0,1.3,156.0
2900440,beijing_meo,2018-04-25 01:00:00,Sunny/clear,19.2,1013.0,33.0,1.5,56.0
2900441,shijingshan_meo,2018-04-25 01:00:00,Sunny/clear,19.4,1009.3,36.0,1.0,54.0
2900442,fengtai_meo,2018-04-25 01:00:00,Sunny/clear,20.2,1010.3,38.0,0.8,108.0
2900443,daxing_meo,2018-04-25 01:00:00,Sunny/clear,19.6,1012.3,39.0,1.6,91.0
2900444,fangshan_meo,2018-04-25 01:00:00,Sunny/clear,19.1,1011.1,33.0,0.7,313.0
2900445,xiayunling_meo,2018-04-25 01:00:00,Sunny/clear,18.6,968.9,38.0,1.2,154.0
2901961,shunyi_meo,2018-04-25 02:00:00,Sunny/clear,20.9,1013.0,33.0,1.0,346.0
2901962,hadian_meo,2018-04-25 02:00:00,Sunny/clear,21.7,1010.7,29.0,1.0,56.0
2901963,yanqing_meo,2018-04-25 02:00:00,Sunny/clear,16.4,960.1,40.0,1.2,314.0
2901964,miyun_meo,2018-04-25 02:00:00,Sunny/clear,20.8,1007.8,32.0,1.8,38.0
2901965,huairou_meo,2018-04-25 02:00:00,Sunny/clear,20.7,1007.4,35.0,2.3,143.0
2901966,shangdianzi_meo,2018-04-25 02:00:00,Sunny/clear,20.3,981.8,30.0,2.5,127.0
2901967,pinggu_meo,2018-04-25 02:00:00,Sunny/clear,20.6,1012.4,36.0,1.7,259.0
2901968,tongzhou_meo,2018-04-25 02:00:00,Sunny/clear,20.3,1014.0,38.0,1.6,299.0
2901969,chaoyang_meo,2018-04-25 02:00:00,Sunny/clear,21.0,1012.4,32.0,0.8,179.0
2901970,pingchang_meo,2018-04-25 02:00:00,Sunny/clear,21.4,1007.3,34.0,2.1,101.0
2901971,zhaitang_meo,2018-04-25 02:00:00,Sunny/clear,19.9,964.8,29.0,1.6,88.0
2901972,mentougou_meo,2018-04-25 02:00:00,Sunny/clear,21.0,1006.4,31.0,2.1,111.0
2901973,beijing_meo,2018-04-25 02:00:00,Hail,21.6,1012.6,28.0,0.9,151.0
2901974,shijingshan_meo,2018-04-25 02:00:00,Sunny/clear,21.4,1008.9,29.0,1.3,69.0
2901975,fengtai_meo,2018-04-25 02:00:00,Sunny/clear,22.1,1009.9,30.0,1.1,143.0
2901976,daxing_meo,2018-04-25 02:00:00,Sunny/clear,21.6,1012.0,33.0,1.5,183.0
2901977,fangshan_meo,2018-04-25 02:00:00,Sunny/clear,20.9,1010.7,26.0,1.9,231.0
2901978,xiayunling_meo,2018-04-25 02:00:00,Sunny/clear,21.7,968.6,20.0,4.0,186.0
2903494,shunyi_meo,2018-04-25 03:00:00,Sunny/clear,22.7,1012.2,27.0,1.0,106.0
2903495,hadian_meo,2018-04-25 03:00:00,Sunny/clear,23.5,1009.8,27.0,1.8,215.0
2903496,yanqing_meo,2018-04-25 03:00:00,Sunny/clear,18.9,959.1,36.0,0.8,9.0
2903497,miyun_meo,2018-04-25 03:00:00,Sunny/clear,22.6,1007.0,26.0,0.7,284.0
