id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3480386,shunyi_meo,2018-05-11 00:00:00,Sleet,19.8,1008.8,62.0,1.7,42.0
3480387,hadian_meo,2018-05-11 00:00:00,Sunny/clear,20.6,1006.2,60.0,1.0,239.0
3480388,yanqing_meo,2018-05-11 00:00:00,Overcast,15.5,956.2,77.0,0.7,18.0
3480389,miyun_meo,2018-05-11 00:00:00,Overcast,19.9,1004.3,63.0,1.0,237.0
3480390,huairou_meo,2018-05-11 00:00:00,Sleet,19.6,1003.6,66.0,0.9,58.0
3480391,shangdianzi_meo,2018-05-11 00:00:00,Hail,17.3,978.9,73.0,2.7,289.0
3480392,pinggu_meo,2018-05-11 00:00:00,Sunny/clear,19.9,1008.7,59.0,2.0,106.0
3480393,tongzhou_meo,2018-05-11 00:00:00,Sleet,19.3,1010.1,65.0,2.0,141.0
3480394,chaoyang_meo,2018-05-11 00:00:00,Sleet,20.6,1008.1,52.0,0.9,136.0
3480395,pingchang_meo,2018-05-11 00:00:00,Sleet,19.7,1003.0,68.0,0.7,17.0
3480396,zhaitang_meo,2018-05-11 00:00:00,Sunny/clear,16.0,961.2,74.0,0.8,284.0
3480397,mentougou_meo,2018-05-11 00:00:00,Rain,19.7,1002.2,57.0,1.5,166.0
3480398,beijing_meo,2018-05-11 00:00:00,Sunny/clear,20.0,1008.4,53.0,3.0,179.0
3480399,shijingshan_meo,2018-05-11 00:00:00,Sleet,20.3,1004.5,55.0,0.7,198.0
3480400,fengtai_meo,2018-05-11 00:00:00,Sunny/clear,20.9,1005.6,53.0,1.2,273.0
3480401,daxing_meo,2018-05-11 00:00:00,Sleet,19.2,1007.5,60.0,2.9,165.0
3480402,fangshan_meo,2018-05-11 00:00:00,Sunny/clear,19.8,1006.4,55.0,2.0,207.0
3480403,xiayunling_meo,2018-05-11 00:00:00,Overcast,16.2,964.8,77.0,0.7,353.0
3481919,shunyi_meo,2018-05-11 01:00:00,Hail,20.6,1008.9,58.0,1.7,123.0
3481920,hadian_meo,2018-05-11 01:00:00,Sunny/clear,20.6,1006.3,53.0,1.7,219.0
3481921,yanqing_meo,2018-05-11 01:00:00,Sunny/clear,15.7,955.9,73.0,1.6,48.0
3481922,miyun_meo,2018-05-11 01:00:00,Hail,21.0,1004.0,63.0,1.1,139.0
3481923,huairou_meo,2018-05-11 01:00:00,Hail,20.4,1003.3,59.0,1.7,127.0
3481924,shangdianzi_meo,2018-05-11 01:00:00,Hail,19.1,978.5,71.0,2.7,80.0
3481925,pinggu_meo,2018-05-11 01:00:00,Hail,20.3,1008.7,60.0,1.3,40.0
3481926,tongzhou_meo,2018-05-11 01:00:00,Hail,19.2,1009.9,72.0,1.9,56.0
3481927,chaoyang_meo,2018-05-11 01:00:00,Sunny/clear,20.7,1008.0,51.0,3.9,113.0
3481928,pingchang_meo,2018-05-11 01:00:00,Sunny/clear,20.4,1003.1,54.0,1.3,103.0
3481929,zhaitang_meo,2018-05-11 01:00:00,Hail,16.7,961.0,74.0,0.7,235.0
3481930,mentougou_meo,2018-05-11 01:00:00,Sunny/clear,19.8,1002.0,56.0,1.8,149.0
3481931,beijing_meo,2018-05-11 01:00:00,Hail,20.5,1008.3,54.0,1.1,164.0
3481932,shijingshan_meo,2018-05-11 01:00:00,Sunny/clear,20.4,1004.4,51.0,1.5,136.0
3481933,fengtai_meo,2018-05-11 01:00:00,Sunny/clear,20.3,1005.5,58.0,1.7,198.0
3481934,daxing_meo,2018-05-11 01:00:00,Sunny/clear,20.2,1007.4,62.0,1.2,150.0
3481935,fangshan_meo,2018-05-11 01:00:00,Sunny/clear,19.6,1006.3,58.0,1.3,223.0
3481936,xiayunling_meo,2018-05-11 01:00:00,Sunny/clear,16.6,964.8,71.0,0.2,999017.0
3483452,shunyi_meo,2018-05-11 02:00:00,Hail,20.7,1008.7,58.0,1.4,106.0
3483453,hadian_meo,2018-05-11 02:00:00,Sunny/clear,20.7,1006.4,54.0,1.2,216.0
3483454,yanqing_meo,2018-05-11 02:00:00,Sunny/clear,16.3,956.1,68.0,1.9,43.0
3483455,miyun_meo,2018-05-11 02:00:00,Hail,20.9,1003.9,61.0,1.1,45.0
3483456,huairou_meo,2018-05-11 02:00:00,Hail,20.6,1003.4,59.0,1.7,94.0
