id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3443594,shunyi_meo,2018-05-10 00:00:00,Hail,18.9,1013.8,58.0,1.3,41.0
3443595,hadian_meo,2018-05-10 00:00:00,Sunny/clear,19.2,1011.7,55.0,1.7,25.0
3443596,yanqing_meo,2018-05-10 00:00:00,Sunny/clear,17.5,961.1,52.0,1.2,25.0
3443597,miyun_meo,2018-05-10 00:00:00,Hail,19.0,1009.1,63.0,1.4,71.0
3443598,huairou_meo,2018-05-10 00:00:00,Sunny/clear,17.9,1008.5,64.0,0.7,105.0
3443599,shangdianzi_meo,2018-05-10 00:00:00,Sunny/clear,16.9,983.5,56.0,2.4,60.0
3443600,pinggu_meo,2018-05-10 00:00:00,Sunny/clear,19.9,1013.5,56.0,1.6,94.0
3443601,tongzhou_meo,2018-05-10 00:00:00,Hail,19.1,1014.7,61.0,2.0,84.0
3443602,chaoyang_meo,2018-05-10 00:00:00,Hail,18.6,1013.1,59.0,0.9,24.0
3443603,pingchang_meo,2018-05-10 00:00:00,Sunny/clear,19.1,1008.4,52.0,0.7,235.0
3443604,zhaitang_meo,2018-05-10 00:00:00,Sunny/clear,16.6,966.0,62.0,1.0,10.0
3443605,mentougou_meo,2018-05-10 00:00:00,Sunny/clear,19.6,1007.2,51.0,1.3,46.0
3443606,beijing_meo,2018-05-10 00:00:00,Hail,20.4,1013.0,52.0,1.2,109.0
3443607,shijingshan_meo,2018-05-10 00:00:00,Sunny/clear,19.5,1009.6,53.0,1.4,52.0
3443608,fengtai_meo,2018-05-10 00:00:00,Sunny/clear,20.6,1010.6,51.0,0.9,81.0
3443609,daxing_meo,2018-05-10 00:00:00,Hail,19.5,1012.3,59.0,1.2,147.0
3443610,fangshan_meo,2018-05-10 00:00:00,Hail,19.8,1011.2,52.0,2.1,19.0
3443611,xiayunling_meo,2018-05-10 00:00:00,Sunny/clear,18.0,969.4,62.0,0.8,130.0
3445127,shunyi_meo,2018-05-10 01:00:00,Hail,20.8,1014.0,52.0,1.4,108.0
3445128,hadian_meo,2018-05-10 01:00:00,Sunny/clear,21.0,1011.8,49.0,1.7,36.0
3445129,yanqing_meo,2018-05-10 01:00:00,Sunny/clear,18.7,961.1,49.0,0.8,330.0
3445130,miyun_meo,2018-05-10 01:00:00,Hail,20.0,1008.9,64.0,1.5,121.0
3445131,huairou_meo,2018-05-10 01:00:00,Sunny/clear,21.1,1008.3,54.0,1.8,128.0
3445132,shangdianzi_meo,2018-05-10 01:00:00,Sunny/clear,21.2,983.2,47.0,1.6,87.0
