id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2948650,CD1,2018-04-06 00:00:00,14.0,23.7,56.3,,,
2948651,BL0,2018-04-06 00:00:00,11.6,19.1,43.8,,,
2948652,GR4,2018-04-06 00:00:00,5.4,19.2,14.0,,,
2948653,MY7,2018-04-06 00:00:00,16.1,23.5,,,,
2948654,HV1,2018-04-06 00:00:00,15.1,40.3,40.4,,,
2948655,GN3,2018-04-06 00:00:00,11.9,22.9,25.2,,,
2948656,GR9,2018-04-06 00:00:00,11.4,20.7,27.9,,,
2948657,LW2,2018-04-06 00:00:00,9.3,18.4,42.8,,,
2948658,GN0,2018-04-06 00:00:00,11.1,13.4,18.6,,,
2948659,KF1,2018-04-06 00:00:00,,,,,,
2948660,CD9,2018-04-06 00:00:00,16.5,23.2,110.4,,,
2948661,CT3,2018-04-06 00:00:00,,,,,,
2948662,CT2,2018-04-06 00:00:00,13.0,,,,,
2948663,BX9,2018-04-06 00:00:00,12.3,,,,,
2948664,BX1,2018-04-06 00:00:00,,,19.4,,,
2948665,TH4,2018-04-06 00:00:00,12.3,30.2,37.0,,,
2948666,ST5,2018-04-06 00:00:00,17.0,50.0,30.9,,,
2948667,RB7,2018-04-06 00:00:00,12.0,20.4,23.4,,,
2948668,TD5,2018-04-06 00:00:00,12.2,,,,,
2948670,CD1,2018-04-06 01:00:00,14.0,21.9,58.1,,,
2948671,BL0,2018-04-06 01:00:00,7.2,15.2,40.0,,,
2948672,GR4,2018-04-06 01:00:00,12.6,10.8,12.9,,,
2948673,MY7,2018-04-06 01:00:00,13.7,25.5,,,,
2948674,HV1,2018-04-06 01:00:00,11.7,34.5,36.5,,,
2948675,GN3,2018-04-06 01:00:00,7.4,13.9,26.3,,,
2948676,GR9,2018-04-06 01:00:00,5.0,14.4,29.5,,,
2948677,LW2,2018-04-06 01:00:00,15.8,15.1,28.2,,,
2948678,GN0,2018-04-06 01:00:00,7.7,8.3,13.2,,,
2948679,KF1,2018-04-06 01:00:00,,,,,,
2948680,CD9,2018-04-06 01:00:00,14.1,19.7,95.4,,,
2948681,CT3,2018-04-06 01:00:00,,,,,,
2948682,CT2,2018-04-06 01:00:00,13.0,,,,,
2948683,BX9,2018-04-06 01:00:00,8.6,,,,,
2948684,BX1,2018-04-06 01:00:00,,,14.9,,,
2948685,TH4,2018-04-06 01:00:00,14.7,27.9,36.9,,,
2948686,ST5,2018-04-06 01:00:00,8.0,58.0,23.9,,,
2948687,RB7,2018-04-06 01:00:00,15.0,18.6,21.3,,,
2948688,TD5,2018-04-06 01:00:00,9.7,,,,,
2948726,CD1,2018-04-06 02:00:00,10.8,17.7,58.9,,,
2948727,BL0,2018-04-06 02:00:00,7.2,20.6,35.4,,,
2948728,GR4,2018-04-06 02:00:00,6.5,12.5,9.5,,,
2948729,MY7,2018-04-06 02:00:00,11.0,22.9,,,,
2948730,HV1,2018-04-06 02:00:00,12.1,37.2,34.6,,,
2948731,GN3,2018-04-06 02:00:00,7.0,13.3,26.3,,,
2948732,GR9,2018-04-06 02:00:00,7.1,17.0,31.9,,,
2948733,LW2,2018-04-06 02:00:00,7.1,13.7,24.0,,,
2948734,GN0,2018-04-06 02:00:00,9.0,10.0,11.1,,,
2948735,KF1,2018-04-06 02:00:00,,,,,,
2948736,CD9,2018-04-06 02:00:00,13.1,17.4,96.1,,,
2948737,CT3,2018-04-06 02:00:00,,,,,,
2948738,CT2,2018-04-06 02:00:00,11.0,,,,,
2948739,BX9,2018-04-06 02:00:00,10.1,,,,,
2948740,BX1,2018-04-06 02:00:00,,,13.6,,,
2948741,TH4,2018-04-06 02:00:00,8.3,26.9,30.9,,,
2948742,ST5,2018-04-06 02:00:00,8.0,48.0,16.4,,,
2948743,RB7,2018-04-06 02:00:00,13.0,16.2,18.6,,,
2948744,TD5,2018-04-06 02:00:00,8.6,,,,,
2948782,CD1,2018-04-06 03:00:00,10.5,17.5,54.5,,,
2948783,BL0,2018-04-06 03:00:00,8.6,14.8,30.0,,,
2948784,GR4,2018-04-06 03:00:00,9.9,10.8,8.1,,,
2948785,MY7,2018-04-06 03:00:00,10.8,23.7,,,,
2948786,HV1,2018-04-06 03:00:00,11.3,30.1,31.6,,,
2948787,GN3,2018-04-06 03:00:00,7.6,17.3,29.5,,,
2948788,GR9,2018-04-06 03:00:00,7.4,18.9,27.2,,,
2948789,LW2,2018-04-06 03:00:00,7.8,15.6,20.2,,,
2948790,GN0,2018-04-06 03:00:00,9.5,10.6,10.9,,,
2948791,KF1,2018-04-06 03:00:00,,,,,,
2948792,CD9,2018-04-06 03:00:00,8.1,16.4,99.0,,,
2948793,CT3,2018-04-06 03:00:00,,,,,,
2948794,CT2,2018-04-06 03:00:00,10.0,,,,,
2948795,BX9,2018-04-06 03:00:00,7.5,,,,,
2948796,BX1,2018-04-06 03:00:00,,,13.6,,,
2948797,TH4,2018-04-06 03:00:00,9.2,17.0,28.1,,,
2948798,ST5,2018-04-06 03:00:00,6.0,38.0,15.6,,,
2948799,RB7,2018-04-06 03:00:00,10.0,16.0,15.4,,,
2948800,TD5,2018-04-06 03:00:00,10.9,,,,,
2948838,CD1,2018-04-06 04:00:00,8.7,21.5,40.9,,,
