id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
3009106,CD1,2018-05-22 00:00:00,22.0,26.7,21.1,,,
3009107,BL0,2018-05-22 00:00:00,17.7,23.4,29.1,,,
3009108,GR4,2018-05-22 00:00:00,14.6,20.0,18.7,,,
3009109,MY7,2018-05-22 00:00:00,,26.5,,,,
3009110,HV1,2018-05-22 00:00:00,18.5,23.7,12.5,,,
3009111,GN3,2018-05-22 00:00:00,18.8,24.7,34.5,,,
3009112,GR9,2018-05-22 00:00:00,15.9,24.4,34.9,,,
3009113,LW2,2018-05-22 00:00:00,16.0,30.2,33.6,,,
3009114,GN0,2018-05-22 00:00:00,,19.8,34.6,,,
3009115,KF1,2018-05-22 00:00:00,11.9,19.0,,,,
3009116,CD9,2018-05-22 00:00:00,,,36.8,,,
3009117,CT3,2018-05-22 00:00:00,,29.8,25.8,,,
3009118,CT2,2018-05-22 00:00:00,17.0,,,,,
3009119,BX9,2018-05-22 00:00:00,18.8,,,,,
3009120,BX1,2018-05-22 00:00:00,,24.6,15.0,,,
3009121,TH4,2018-05-22 00:00:00,21.3,34.7,50.8,,,
3009122,ST5,2018-05-22 00:00:00,29.0,33.0,41.5,,,
3009123,RB7,2018-05-22 00:00:00,19.0,22.6,15.8,,,
3009124,TD5,2018-05-22 00:00:00,19.8,,,,,
3009162,CD1,2018-05-22 01:00:00,22.2,25.2,20.1,,,
3009163,BL0,2018-05-22 01:00:00,15.2,25.8,21.4,,,
3009164,GR4,2018-05-22 01:00:00,17.3,25.1,16.2,,,
3009165,MY7,2018-05-22 01:00:00,,27.4,,,,
3009166,HV1,2018-05-22 01:00:00,17.5,22.4,11.2,,,
3009167,GN3,2018-05-22 01:00:00,20.9,25.7,18.7,,,
3009168,GR9,2018-05-22 01:00:00,18.8,26.4,23.0,,,
3009169,LW2,2018-05-22 01:00:00,21.8,29.0,22.9,,,
3009170,GN0,2018-05-22 01:00:00,,25.1,16.4,,,
3009171,KF1,2018-05-22 01:00:00,15.0,21.2,,,,
3009172,CD9,2018-05-22 01:00:00,,,30.8,,,
3009173,CT3,2018-05-22 01:00:00,,29.6,12.6,,,
3009174,CT2,2018-05-22 01:00:00,25.0,,,,,
3009175,BX9,2018-05-22 01:00:00,24.5,,,,,
3009176,BX1,2018-05-22 01:00:00,,28.1,16.1,,,
3009177,TH4,2018-05-22 01:00:00,26.6,37.1,37.2,,,
3009178,ST5,2018-05-22 01:00:00,20.0,35.0,32.0,,,
3009179,RB7,2018-05-22 01:00:00,24.0,25.4,9.1,,,
3009180,TD5,2018-05-22 01:00:00,20.9,,,,,
3009218,CD1,2018-05-22 02:00:00,20.9,24.7,24.0,,,
3009219,BL0,2018-05-22 02:00:00,,,,,,
3009220,GR4,2018-05-22 02:00:00,18.3,26.2,11.8,,,
3009221,MY7,2018-05-22 02:00:00,,25.5,,,,
3009222,HV1,2018-05-22 02:00:00,18.0,21.4,11.8,,,
3009223,GN3,2018-05-22 02:00:00,20.7,33.0,19.4,,,
3009224,GR9,2018-05-22 02:00:00,,,,,,
3009225,LW2,2018-05-22 02:00:00,26.8,28.7,24.3,,,
3009226,GN0,2018-05-22 02:00:00,,24.6,18.4,,,
3009227,KF1,2018-05-22 02:00:00,15.7,22.2,,,,
3009228,CD9,2018-05-22 02:00:00,,,32.0,,,
3009229,CT3,2018-05-22 02:00:00,,31.2,15.9,,,
3009230,CT2,2018-05-22 02:00:00,23.0,,,,,
3009231,BX9,2018-05-22 02:00:00,21.3,,,,,
3009232,BX1,2018-05-22 02:00:00,,24.1,20.6,,,
3009233,TH4,2018-05-22 02:00:00,24.9,35.8,37.6,,,
3009234,ST5,2018-05-22 02:00:00,,31.0,29.3,,,
3009235,RB7,2018-05-22 02:00:00,24.0,26.8,7.8,,,
3009236,TD5,2018-05-22 02:00:00,22.0,,,,,
3009274,CD1,2018-05-22 03:00:00,19.3,25.1,21.4,,,
3009275,BL0,2018-05-22 03:00:00,15.3,24.1,21.0,,,
3009276,GR4,2018-05-22 03:00:00,19.7,24.3,12.6,,,
3009277,MY7,2018-05-22 03:00:00,,25.0,,,,
3009278,HV1,2018-05-22 03:00:00,20.1,24.9,9.8,,,
3009279,GN3,2018-05-22 03:00:00,20.2,28.3,21.6,,,
3009280,GR9,2018-05-22 03:00:00,,,,,,
3009281,LW2,2018-05-22 03:00:00,23.8,33.0,34.4,,,
3009282,GN0,2018-05-22 03:00:00,,26.7,21.2,,,
3009283,KF1,2018-05-22 03:00:00,14.2,20.0,,,,
3009284,CD9,2018-05-22 03:00:00,,,29.2,,,
3009285,CT3,2018-05-22 03:00:00,,28.6,10.8,,,
3009286,CT2,2018-05-22 03:00:00,20.0,,,,,
3009287,BX9,2018-05-22 03:00:00,21.2,,,,,
3009288,BX1,2018-05-22 03:00:00,,22.4,23.2,,,
3009289,TH4,2018-05-22 03:00:00,22.9,34.0,40.0,,,
3009290,ST5,2018-05-22 03:00:00,24.0,42.0,31.0,,,
3009291,RB7,2018-05-22 03:00:00,21.0,27.8,7.8,,,
3009292,TD5,2018-05-22 03:00:00,21.8,,,,,
3009330,CD1,2018-05-22 04:00:00,22.9,27.3,36.2,,,
3009331,BL0,2018-05-22 04:00:00,,,,,,
3009332,GR4,2018-05-22 04:00:00,15.9,22.8,13.0,,,
3009333,MY7,2018-05-22 04:00:00,,26.8,,,,
3009334,HV1,2018-05-22 04:00:00,16.6,20.8,29.6,,,
3009335,GN3,2018-05-22 04:00:00,23.4,34.7,33.0,,,
3009336,GR9,2018-05-22 04:00:00,,,,,,
3009337,LW2,2018-05-22 04:00:00,21.7,26.8,38.1,,,
3009338,GN0,2018-05-22 04:00:00,,25.5,38.0,,,
3009339,KF1,2018-05-22 04:00:00,14.4,21.2,,,,
3009340,CD9,2018-05-22 04:00:00,,,40.9,,,
3009341,CT3,2018-05-22 04:00:00,,29.6,16.4,,,
3009342,CT2,2018-05-22 04:00:00,23.0,,,,,
3009343,BX9,2018-05-22 04:00:00,18.5,,,,,
3009344,BX1,2018-05-22 04:00:00,,28.7,27.1,,,
3009345,TH4,2018-05-22 04:00:00,22.5,37.8,52.9,,,
3009346,ST5,2018-05-22 04:00:00,20.0,41.0,32.9,,,
3009347,RB7,2018-05-22 04:00:00,25.0,25.6,10.3,,,
3009348,TD5,2018-05-22 04:00:00,22.6,,,,,
3009386,CD1,2018-05-22 05:00:00,24.3,34.4,77.2,,,
3009387,BL0,2018-05-22 05:00:00,18.8,25.0,36.0,,,
3009388,GR4,2018-05-22 05:00:00,16.0,24.4,18.7,,,
3009389,MY7,2018-05-22 05:00:00,,29.0,,,,
3009390,HV1,2018-05-22 05:00:00,16.8,21.6,21.1,,,
3009391,GN3,2018-05-22 05:00:00,23.7,35.3,36.3,,,
3009392,GR9,2018-05-22 05:00:00,,,,,,
3009393,LW2,2018-05-22 05:00:00,21.4,32.9,47.7,,,
3009394,GN0,2018-05-22 05:00:00,,26.3,53.6,,,
3009395,KF1,2018-05-22 05:00:00,,,,,,
3009396,CD9,2018-05-22 05:00:00,,,71.6,,,
3009397,CT3,2018-05-22 05:00:00,,35.2,22.0,,,
3009398,CT2,2018-05-22 05:00:00,30.0,,,,,
3009399,BX9,2018-05-22 05:00:00,20.4,,,,,
3009400,BX1,2018-05-22 05:00:00,,22.9,30.6,,,
3009401,TH4,2018-05-22 05:00:00,29.6,49.7,75.2,,,
3009402,ST5,2018-05-22 05:00:00,22.0,39.0,39.0,,,
3009403,RB7,2018-05-22 05:00:00,24.0,22.4,32.9,,,
3009404,TD5,2018-05-22 05:00:00,21.4,,,,,
3009442,CD1,2018-05-22 06:00:00,28.5,36.0,97.1,,,
3009443,BL0,2018-05-22 06:00:00,,26.5,44.6,,,
3009444,GR4,2018-05-22 06:00:00,18.2,25.2,20.4,,,
3009445,MY7,2018-05-22 06:00:00,,28.6,,,,
3009446,HV1,2018-05-22 06:00:00,14.3,19.3,15.3,,,
3009447,GN3,2018-05-22 06:00:00,22.8,25.4,29.8,,,
3009448,GR9,2018-05-22 06:00:00,28.0,29.6,33.2,,,
3009449,LW2,2018-05-22 06:00:00,22.4,36.2,44.7,,,
3009450,GN0,2018-05-22 06:00:00,,24.8,52.8,,,
3009451,KF1,2018-05-22 06:00:00,,,,,,
3009452,CD9,2018-05-22 06:00:00,,,80.3,,,
3009453,CT3,2018-05-22 06:00:00,,33.4,26.0,,,
3009454,CT2,2018-05-22 06:00:00,20.0,,,,,
3009455,BX9,2018-05-22 06:00:00,20.4,,,,,
3009456,BX1,2018-05-22 06:00:00,,30.3,24.1,,,
3009457,TH4,2018-05-22 06:00:00,28.6,50.6,69.8,,,
3009458,ST5,2018-05-22 06:00:00,20.0,32.0,31.1,,,
3009459,RB7,2018-05-22 06:00:00,25.0,26.4,60.0,,,
3009460,TD5,2018-05-22 06:00:00,21.4,,,,,
3009498,CD1,2018-05-22 07:00:00,24.1,39.4,76.9,,,
3009499,BL0,2018-05-22 07:00:00,,28.0,53.9,,,
3009500,GR4,2018-05-22 07:00:00,18.5,21.8,18.7,,,
3009501,MY7,2018-05-22 07:00:00,,28.1,,,,
3009502,HV1,2018-05-22 07:00:00,14.4,19.6,11.7,,,
3009503,GN3,2018-05-22 07:00:00,20.4,23.4,18.9,,,
3009504,GR9,2018-05-22 07:00:00,19.2,29.5,34.2,,,
3009505,LW2,2018-05-22 07:00:00,22.3,30.6,43.1,,,
3009506,GN0,2018-05-22 07:00:00,,28.0,59.9,,,
3009507,KF1,2018-05-22 07:00:00,,,,,,
3009508,CD9,2018-05-22 07:00:00,,,82.1,,,
3009509,CT3,2018-05-22 07:00:00,,,24.0,,,
3009510,CT2,2018-05-22 07:00:00,26.0,,,,,
3009511,BX9,2018-05-22 07:00:00,19.7,,,,,
3009512,BX1,2018-05-22 07:00:00,,30.3,19.2,,,
3009513,TH4,2018-05-22 07:00:00,26.7,48.0,68.4,,,
3009514,ST5,2018-05-22 07:00:00,20.0,37.0,31.7,,,
3009515,RB7,2018-05-22 07:00:00,22.0,27.4,43.1,,,
3009516,TD5,2018-05-22 07:00:00,20.2,,,,,
3009554,CD1,2018-05-22 08:00:00,21.3,36.3,89.9,,,
3009555,BL0,2018-05-22 08:00:00,14.5,25.5,54.3,,,
3009556,GR4,2018-05-22 08:00:00,16.3,20.4,17.0,,,
3009557,MY7,2018-05-22 08:00:00,,28.3,,,,
3009558,HV1,2018-05-22 08:00:00,13.6,19.6,10.9,,,
3009559,GN3,2018-05-22 08:00:00,18.4,29.9,15.7,,,
3009560,GR9,2018-05-22 08:00:00,16.6,27.1,30.9,,,
3009561,LW2,2018-05-22 08:00:00,19.5,32.8,36.8,,,
3009562,GN0,2018-05-22 08:00:00,,28.8,61.7,,,
3009563,KF1,2018-05-22 08:00:00,,,,,,
3009564,CD9,2018-05-22 08:00:00,,,88.2,,,
3009565,CT3,2018-05-22 08:00:00,,37.8,,,,
3009566,CT2,2018-05-22 08:00:00,21.0,,,,,
3009567,BX9,2018-05-22 08:00:00,16.4,,,,,
3009568,BX1,2018-05-22 08:00:00,,21.9,9.2,,,
3009569,TH4,2018-05-22 08:00:00,24.8,46.5,65.6,,,
3009570,ST5,2018-05-22 08:00:00,19.0,36.0,27.7,,,
3009571,RB7,2018-05-22 08:00:00,19.0,23.4,41.3,,,
3009572,TD5,2018-05-22 08:00:00,16.3,,,,,
3009610,CD1,2018-05-22 09:00:00,21.6,30.7,8.8,,,
3009611,BL0,2018-05-22 09:00:00,13.7,25.8,54.5,,,
3009612,GR4,2018-05-22 09:00:00,10.5,31.3,12.5,,,
3009613,MY7,2018-05-22 09:00:00,,27.4,,,,
3009614,HV1,2018-05-22 09:00:00,17.3,23.2,8.9,,,
3009615,GN3,2018-05-22 09:00:00,17.0,28.8,13.0,,,
3009616,GR9,2018-05-22 09:00:00,16.1,25.4,29.1,,,
