id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2944857,CD1,2018-04-03 00:00:00,10.8,12.1,41.9,,,
2944858,BL0,2018-04-03 00:00:00,4.6,11.7,32.9,,,
2944859,GR4,2018-04-03 00:00:00,5.1,12.6,3.9,,,
2944860,MY7,2018-04-03 00:00:00,14.0,21.9,,,,
2944861,HV1,2018-04-03 00:00:00,7.0,11.9,31.9,,,
2944862,GN3,2018-04-03 00:00:00,6.4,12.5,18.4,,,
2944863,GR9,2018-04-03 00:00:00,6.6,14.6,32.6,,,
2944864,LW2,2018-04-03 00:00:00,6.6,12.7,20.2,,,
2944865,GN0,2018-04-03 00:00:00,8.9,15.4,19.5,,,
2944866,KF1,2018-04-03 00:00:00,4.4,7.9,,,,
2944867,CD9,2018-04-03 00:00:00,13.2,15.6,117.8,,,
2944868,CT3,2018-04-03 00:00:00,,15.0,24.9,,,
2944869,CT2,2018-04-03 00:00:00,32.0,,,,,
2944870,BX9,2018-04-03 00:00:00,10.4,,,,,
2944871,BX1,2018-04-03 00:00:00,,15.0,15.5,,,
2944872,TH4,2018-04-03 00:00:00,10.4,19.3,65.6,,,
2944873,ST5,2018-04-03 00:00:00,6.0,13.0,27.8,,,
2944874,RB7,2018-04-03 00:00:00,15.0,18.8,27.4,,,
2944875,TD5,2018-04-03 00:00:00,4.2,,,,,
2944913,CD1,2018-04-03 01:00:00,9.5,13.3,36.8,,,
2944914,BL0,2018-04-03 01:00:00,4.0,12.2,28.1,,,
2944915,GR4,2018-04-03 01:00:00,6.3,10.4,0.8,,,
2944916,MY7,2018-04-03 01:00:00,12.0,21.8,,,,
2944917,HV1,2018-04-03 01:00:00,4.6,11.4,28.1,,,
2944918,GN3,2018-04-03 01:00:00,5.9,12.1,14.2,,,
2944919,GR9,2018-04-03 01:00:00,5.8,14.1,29.5,,,
2944920,LW2,2018-04-03 01:00:00,7.3,12.3,23.1,,,
2944921,GN0,2018-04-03 01:00:00,13.6,2.2,15.6,,,
2944922,KF1,2018-04-03 01:00:00,4.9,8.2,,,,
2944923,CD9,2018-04-03 01:00:00,15.5,17.9,122.8,,,
2944924,CT3,2018-04-03 01:00:00,,21.0,24.3,,,
2944925,CT2,2018-04-03 01:00:00,20.0,,,,,
2944926,BX9,2018-04-03 01:00:00,8.4,,,,,
2944927,BX1,2018-04-03 01:00:00,,15.5,12.3,,,
2944928,TH4,2018-04-03 01:00:00,9.3,19.5,62.8,,,
2944929,ST5,2018-04-03 01:00:00,9.0,10.0,30.7,,,
2944930,RB7,2018-04-03 01:00:00,12.0,16.4,20.5,,,
2944931,TD5,2018-04-03 01:00:00,5.7,,,,,
2944969,CD1,2018-04-03 02:00:00,11.5,12.9,38.3,,,
2944970,BL0,2018-04-03 02:00:00,6.4,11.6,24.1,,,
2944971,GR4,2018-04-03 02:00:00,-1.3,10.6,1.5,,,
2944972,MY7,2018-04-03 02:00:00,11.9,20.6,,,,
2944973,HV1,2018-04-03 02:00:00,8.5,18.9,24.8,,,
2944974,GN3,2018-04-03 02:00:00,7.2,12.6,16.9,,,
2944975,GR9,2018-04-03 02:00:00,5.0,14.4,29.6,,,
2944976,LW2,2018-04-03 02:00:00,10.9,16.4,23.6,,,
2944977,GN0,2018-04-03 02:00:00,-0.1,10.3,17.1,,,
2944978,KF1,2018-04-03 02:00:00,4.3,7.7,,,,
2944979,CD9,2018-04-03 02:00:00,13.9,16.4,102.9,,,
2944980,CT3,2018-04-03 02:00:00,,17.4,22.1,,,
2944981,CT2,2018-04-03 02:00:00,12.0,,,,,
2944982,BX9,2018-04-03 02:00:00,5.7,,,,,
2944983,BX1,2018-04-03 02:00:00,,12.6,10.6,,,
2944984,TH4,2018-04-03 02:00:00,11.2,23.8,68.9,,,
2944985,ST5,2018-04-03 02:00:00,11.0,14.0,17.8,,,
2944986,RB7,2018-04-03 02:00:00,13.0,15.0,21.6,,,
2944987,TD5,2018-04-03 02:00:00,5.4,,,,,
2945025,CD1,2018-04-03 03:00:00,7.7,11.3,34.9,,,
2945026,BL0,2018-04-03 03:00:00,8.0,14.2,24.3,,,
2945027,GR4,2018-04-03 03:00:00,5.4,8.3,1.7,,,
2945028,MY7,2018-04-03 03:00:00,16.0,24.7,,,,
2945029,HV1,2018-04-03 03:00:00,5.8,17.9,23.5,,,
2945030,GN3,2018-04-03 03:00:00,4.9,9.9,17.9,,,
2945031,GR9,2018-04-03 03:00:00,7.7,19.6,37.0,,,
2945032,LW2,2018-04-03 03:00:00,9.6,18.0,22.6,,,
2945033,GN0,2018-04-03 03:00:00,9.4,28.2,16.6,,,
2945034,KF1,2018-04-03 03:00:00,4.9,8.4,,,,
2945035,CD9,2018-04-03 03:00:00,10.8,16.0,86.8,,,
2945036,CT3,2018-04-03 03:00:00,,23.8,19.2,,,
2945037,CT2,2018-04-03 03:00:00,10.0,,,,,
2945038,BX9,2018-04-03 03:00:00,7.5,,,,,
2945039,BX1,2018-04-03 03:00:00,,12.2,10.5,,,
2945040,TH4,2018-04-03 03:00:00,11.0,22.1,72.6,,,
2945041,ST5,2018-04-03 03:00:00,7.0,11.0,16.6,,,
2945042,RB7,2018-04-03 03:00:00,12.0,22.6,22.0,,,
2945043,TD5,2018-04-03 03:00:00,6.8,,,,,
2945081,CD1,2018-04-03 04:00:00,7.3,14.9,29.8,,,
2945082,BL0,2018-04-03 04:00:00,3.8,10.8,22.2,,,
2945083,GR4,2018-04-03 04:00:00,6.7,7.9,1.9,,,
2945084,MY7,2018-04-03 04:00:00,16.8,27.1,,,,
2945085,HV1,2018-04-03 04:00:00,4.2,14.6,23.5,,,
2945086,GN3,2018-04-03 04:00:00,7.8,13.2,19.4,,,
2945087,GR9,2018-04-03 04:00:00,7.7,18.4,28.4,,,
2945088,LW2,2018-04-03 04:00:00,10.3,20.7,,,,
2945089,GN0,2018-04-03 04:00:00,2.2,21.1,14.3,,,
2945090,KF1,2018-04-03 04:00:00,5.4,11.4,,,,
2945091,CD9,2018-04-03 04:00:00,12.6,22.5,81.4,,,
2945092,CT3,2018-04-03 04:00:00,14.0,18.8,17.6,,,
2945093,CT2,2018-04-03 04:00:00,8.0,,,,,
2945094,BX9,2018-04-03 04:00:00,9.1,,,,,
2945095,BX1,2018-04-03 04:00:00,,13.3,10.7,,,
2945096,TH4,2018-04-03 04:00:00,11.5,29.0,58.7,,,
2945097,ST5,2018-04-03 04:00:00,3.0,16.0,12.2,,,
2945098,RB7,2018-04-03 04:00:00,10.0,11.6,15.4,,,
