id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
4042278,beijing_grid_000,2018-05-27 00:00:00,CLEAR_DAY,24.0,971.9402,20.0,301.94,9.6
4042279,beijing_grid_001,2018-05-27 00:00:00,CLEAR_DAY,24.0,958.7562,21.0,302.97,10.21
4042280,beijing_grid_002,2018-05-27 00:00:00,PARTLY_CLOUDY_DAY,17.0,945.5722,22.0,303.87,10.82
4042281,beijing_grid_003,2018-05-27 00:00:00,PARTLY_CLOUDY_DAY,17.0,930.5258,23.0,304.37,11.27
4042282,beijing_grid_004,2018-05-27 00:00:00,PARTLY_CLOUDY_DAY,17.0,913.617,25.0,304.54,11.55
4042283,beijing_grid_005,2018-05-27 00:00:00,PARTLY_CLOUDY_DAY,17.0,896.7082,27.0,304.69,11.84
4042284,beijing_grid_006,2018-05-27 00:00:00,PARTLY_CLOUDY_DAY,17.0,878.7114,28.0,304.03,11.78
4042285,beijing_grid_007,2018-05-27 00:00:00,PARTLY_CLOUDY_DAY,18.0,860.7146,30.0,303.37,11.72
4042286,beijing_grid_008,2018-05-27 00:00:00,PARTLY_CLOUDY_DAY,16.1,853.5882,30.0,295.44,11.69
4042287,beijing_grid_009,2018-05-27 00:00:00,PARTLY_CLOUDY_DAY,16.1,857.3322,30.0,280.86,12.29
4042288,beijing_grid_010,2018-05-27 00:00:00,PARTLY_CLOUDY_DAY,19.0,861.0762,31.0,268.35,13.59
4042289,beijing_grid_011,2018-05-27 00:00:00,CLEAR_DAY,19.0,871.6874,29.0,256.33,13.48
4042290,beijing_grid_012,2018-05-27 00:00:00,CLEAR_DAY,19.0,882.2986,28.0,244.63,13.95
4042291,beijing_grid_013,2018-05-27 00:00:00,CLEAR_DAY,19.0,892.7786,27.0,240.64,13.47
4042292,beijing_grid_014,2018-05-27 00:00:00,CLEAR_DAY,18.0,903.1274,26.0,244.26,11.66
4042293,beijing_grid_015,2018-05-27 00:00:00,CLEAR_DAY,18.0,913.4762,25.0,249.18,9.91
4042294,beijing_grid_016,2018-05-27 00:00:00,CLEAR_DAY,18.0,913.233,24.0,251.08,8.96
