id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2967913,CD1,2018-04-21 00:00:00,34.9,43.0,34.5,,,
2967914,BL0,2018-04-21 00:00:00,,,,,,
2967915,GR4,2018-04-21 00:00:00,40.0,57.0,25.5,,,
2967916,MY7,2018-04-21 00:00:00,33.8,50.9,,,,
2967917,HV1,2018-04-21 00:00:00,29.8,41.0,18.7,,,
2967918,GN3,2018-04-21 00:00:00,45.9,54.6,43.2,,,
2967919,GR9,2018-04-21 00:00:00,41.5,54.2,43.2,,,
2967920,LW2,2018-04-21 00:00:00,38.5,44.8,44.6,,,
2967921,GN0,2018-04-21 00:00:00,40.7,41.9,46.5,,,
2967922,KF1,2018-04-21 00:00:00,26.2,34.5,,,,
2967923,CD9,2018-04-21 00:00:00,,,76.1,,,
2967924,CT3,2018-04-21 00:00:00,41.0,39.2,,,,
2967925,CT2,2018-04-21 00:00:00,,,,,,
2967926,BX9,2018-04-21 00:00:00,44.5,,,,,
2967927,BX1,2018-04-21 00:00:00,,36.2,28.8,,,
2967928,TH4,2018-04-21 00:00:00,41.0,49.4,45.2,,,
2967929,ST5,2018-04-21 00:00:00,45.0,50.0,18.7,,,
2967930,RB7,2018-04-21 00:00:00,29.0,43.6,16.3,,,
2967931,TD5,2018-04-21 00:00:00,34.5,,,,,
2967969,CD1,2018-04-21 01:00:00,35.2,42.0,28.2,,,
2967970,BL0,2018-04-21 01:00:00,31.5,46.9,54.7,,,
2967971,GR4,2018-04-21 01:00:00,44.5,64.2,25.9,,,
2967972,MY7,2018-04-21 01:00:00,38.5,48.3,,,,
2967973,HV1,2018-04-21 01:00:00,28.5,33.8,16.8,,,
2967974,GN3,2018-04-21 01:00:00,47.3,58.1,37.4,,,
2967975,GR9,2018-04-21 01:00:00,46.4,61.1,41.4,,,
2967976,LW2,2018-04-21 01:00:00,45.3,53.3,50.3,,,
2967977,GN0,2018-04-21 01:00:00,43.3,52.2,43.6,,,
2967978,KF1,2018-04-21 01:00:00,31.5,39.4,,,,
2967979,CD9,2018-04-21 01:00:00,,,72.8,,,
2967980,CT3,2018-04-21 01:00:00,36.0,45.6,,,,
2967981,CT2,2018-04-21 01:00:00,,,,,,
2967982,BX9,2018-04-21 01:00:00,38.6,,,,,
2967983,BX1,2018-04-21 01:00:00,,30.0,16.9,,,
2967984,TH4,2018-04-21 01:00:00,36.9,55.0,42.2,,,
2967985,ST5,2018-04-21 01:00:00,51.0,56.0,15.8,,,
2967986,RB7,2018-04-21 01:00:00,29.0,31.4,15.6,,,
