id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2951085,CD1,2018-04-08 00:00:00,25.9,29.7,46.9,,,
2951086,BL0,2018-04-08 00:00:00,19.5,23.2,38.1,,,
2951087,GR4,2018-04-08 00:00:00,13.6,13.0,16.3,,,
2951088,MY7,2018-04-08 00:00:00,23.9,56.2,,,,
2951089,HV1,2018-04-08 00:00:00,16.2,17.1,44.4,,,
2951090,GN3,2018-04-08 00:00:00,14.7,16.2,30.6,,,
2951091,GR9,2018-04-08 00:00:00,13.3,21.7,52.8,,,
2951092,LW2,2018-04-08 00:00:00,13.2,18.8,30.2,,,
2951093,GN0,2018-04-08 00:00:00,15.5,13.1,27.2,,,
2951094,KF1,2018-04-08 00:00:00,18.6,21.8,,,,
2951095,CD9,2018-04-08 00:00:00,23.2,26.2,102.1,,,
2951096,CT3,2018-04-08 00:00:00,22.0,23.2,24.5,,,
2951097,CT2,2018-04-08 00:00:00,32.0,,,,,
2951098,BX9,2018-04-08 00:00:00,15.4,,,,,
2951099,BX1,2018-04-08 00:00:00,,,19.8,,,
2951100,TH4,2018-04-08 00:00:00,20.1,25.5,41.0,,,
2951101,ST5,2018-04-08 00:00:00,16.0,10.0,23.6,,,
2951102,RB7,2018-04-08 00:00:00,30.0,,41.1,,,
2951103,TD5,2018-04-08 00:00:00,14.9,,,,,
2951141,CD1,2018-04-08 01:00:00,24.3,27.9,53.2,,,
2951142,BL0,2018-04-08 01:00:00,13.4,19.8,38.4,,,
2951143,GR4,2018-04-08 01:00:00,11.6,13.8,19.8,,,
2951144,MY7,2018-04-08 01:00:00,22.1,34.1,,,,
2951145,HV1,2018-04-08 01:00:00,12.1,13.7,39.2,,,
2951146,GN3,2018-04-08 01:00:00,13.9,14.6,37.9,,,
2951147,GR9,2018-04-08 01:00:00,11.2,18.6,50.2,,,
2951148,LW2,2018-04-08 01:00:00,16.0,21.7,31.6,,,
2951149,GN0,2018-04-08 01:00:00,12.9,11.1,32.2,,,
2951150,KF1,2018-04-08 01:00:00,,,,,,
2951151,CD9,2018-04-08 01:00:00,23.6,25.2,101.0,,,
2951152,CT3,2018-04-08 01:00:00,23.0,19.6,25.2,,,
2951153,CT2,2018-04-08 01:00:00,26.0,,,,,
