id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3225334,shunyi_meo,2018-05-04 00:00:00,Sunny/clear,15.8,1007.5,50.0,1.8,23.0
3225335,hadian_meo,2018-05-04 00:00:00,Sunny/clear,15.9,1005.4,44.0,1.5,40.0
3225336,yanqing_meo,2018-05-04 00:00:00,Sunny/clear,14.7,954.4,34.0,1.0,64.0
3225337,miyun_meo,2018-05-04 00:00:00,Sunny/clear,15.9,1002.6,51.0,1.0,87.0
3225338,huairou_meo,2018-05-04 00:00:00,Sunny/clear,16.6,1002.0,44.0,1.4,142.0
3225339,shangdianzi_meo,2018-05-04 00:00:00,Sunny/clear,13.7,976.8,43.0,1.8,67.0
3225340,pinggu_meo,2018-05-04 00:00:00,Sunny/clear,18.0,1007.0,41.0,1.7,103.0
3225341,tongzhou_meo,2018-05-04 00:00:00,Sunny/clear,16.3,1008.4,56.0,1.6,97.0
3225342,chaoyang_meo,2018-05-04 00:00:00,Sunny/clear,15.9,1007.0,48.0,1.3,17.0
3225343,pingchang_meo,2018-05-04 00:00:00,Sunny/clear,16.5,1002.1,39.0,1.6,168.0
3225344,zhaitang_meo,2018-05-04 00:00:00,Sunny/clear,11.8,959.6,56.0,1.3,62.0
3225345,mentougou_meo,2018-05-04 00:00:00,Sunny/clear,16.5,1000.9,39.0,2.1,352.0
3225346,beijing_meo,2018-05-04 00:00:00,Sunny/clear,17.1,1007.0,42.0,1.5,28.0
3225347,shijingshan_meo,2018-05-04 00:00:00,Sunny/clear,16.5,1003.3,39.0,2.4,25.0
3225348,fengtai_meo,2018-05-04 00:00:00,Sunny/clear,17.8,1004.3,39.0,1.5,76.0
3225349,daxing_meo,2018-05-04 00:00:00,Sunny/clear,16.8,1006.1,48.0,1.7,40.0
3225350,fangshan_meo,2018-05-04 00:00:00,Sunny/clear,16.8,1005.0,42.0,2.8,24.0
3225351,xiayunling_meo,2018-05-04 00:00:00,Sunny/clear,12.9,963.0,66.0,0.7,25.0
3226867,shunyi_meo,2018-05-04 01:00:00,Sunny/clear,17.4,1007.0,44.0,0.7,349.0
3226868,hadian_meo,2018-05-04 01:00:00,Sunny/clear,18.6,1004.6,38.0,2.2,20.0
3226869,yanqing_meo,2018-05-04 01:00:00,Sunny/clear,16.1,953.9,31.0,0.8,341.0
3226870,miyun_meo,2018-05-04 01:00:00,Sunny/clear,18.5,1001.9,39.0,1.1,307.0
3226871,huairou_meo,2018-05-04 01:00:00,Sunny/clear,18.4,1001.5,34.0,1.7,86.0
3226872,shangdianzi_meo,2018-05-04 01:00:00,Sunny/clear,17.4,976.0,32.0,2.8,77.0
3226873,pinggu_meo,2018-05-04 01:00:00,Sunny/clear,20.3,1006.5,37.0,0.9,72.0
3226874,tongzhou_meo,2018-05-04 01:00:00,Sunny/clear,18.6,1008.0,47.0,1.9,70.0
3226875,chaoyang_meo,2018-05-04 01:00:00,Sunny/clear,18.2,1006.1,42.0,2.4,82.0
3226876,pingchang_meo,2018-05-04 01:00:00,Sunny/clear,18.2,1001.4,35.0,2.0,173.0
3226877,zhaitang_meo,2018-05-04 01:00:00,Sunny/clear,16.3,959.1,39.0,1.1,45.0
3226878,mentougou_meo,2018-05-04 01:00:00,Sunny/clear,18.6,1000.1,33.0,3.4,35.0
3226879,beijing_meo,2018-05-04 01:00:00,Sunny/clear,18.9,1006.3,39.0,2.2,68.0
3226880,shijingshan_meo,2018-05-04 01:00:00,Sunny/clear,18.3,1002.6,36.0,4.5,24.0
3226881,fengtai_meo,2018-05-04 01:00:00,Sunny/clear,19.1,1003.6,36.0,2.2,31.0
3226882,daxing_meo,2018-05-04 01:00:00,Sunny/clear,19.0,1005.5,41.0,1.9,109.0
3226883,fangshan_meo,2018-05-04 01:00:00,Sunny/clear,18.8,1004.2,37.0,2.8,12.0
3226884,xiayunling_meo,2018-05-04 01:00:00,Sunny/clear,17.0,962.5,45.0,0.9,82.0
3228400,shunyi_meo,2018-05-04 02:00:00,Sunny/clear,19.8,1006.5,41.0,1.0,26.0
3228401,hadian_meo,2018-05-04 02:00:00,Sunny/clear,20.5,1004.3,34.0,1.6,33.0
3228402,yanqing_meo,2018-05-04 02:00:00,Sunny/clear,19.0,953.1,29.0,1.0,21.0
