id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2966570,dongsi_aq,2018-04-20 00:00:00,155.0,159.0,56.0,2.2,62.0,26.0
2966571,tiantan_aq,2018-04-20 00:00:00,159.0,177.0,73.0,2.2,61.0,13.0
2966572,guanyuan_aq,2018-04-20 00:00:00,163.0,179.0,60.0,2.1,62.0,21.0
2966573,wanshouxigong_aq,2018-04-20 00:00:00,156.0,198.0,54.0,2.3,51.0,17.0
2966574,aotizhongxin_aq,2018-04-20 00:00:00,169.0,210.0,63.0,2.1,58.0,17.0
2966575,nongzhanguan_aq,2018-04-20 00:00:00,149.0,169.0,56.0,,51.0,25.0
2966576,wanliu_aq,2018-04-20 00:00:00,186.0,,68.0,2.4,41.0,15.0
2966577,beibuxinqu_aq,2018-04-20 00:00:00,180.0,253.0,73.0,,30.0,5.0
2966578,zhiwuyuan_aq,2018-04-20 00:00:00,,,,,,
2966579,fengtaihuayuan_aq,2018-04-20 00:00:00,200.0,,58.0,2.3,54.0,16.0
2966580,yungang_aq,2018-04-20 00:00:00,185.0,,58.0,2.1,45.0,9.0
2966581,gucheng_aq,2018-04-20 00:00:00,197.0,,80.0,2.0,33.0,5.0
2966582,fangshan_aq,2018-04-20 00:00:00,178.0,224.0,65.0,2.2,47.0,10.0
2966583,daxing_aq,2018-04-20 00:00:00,,,,,,
2966584,yizhuang_aq,2018-04-20 00:00:00,149.0,165.0,58.0,2.6,49.0,11.0
2966585,tongzhou_aq,2018-04-20 00:00:00,147.0,192.0,45.0,2.6,68.0,35.0
2966586,shunyi_aq,2018-04-20 00:00:00,,,,,,
2966587,pingchang_aq,2018-04-20 00:00:00,177.0,190.0,37.0,1.9,72.0,17.0
2966588,mentougou_aq,2018-04-20 00:00:00,180.0,200.0,61.0,1.7,35.0,2.0
2966589,pinggu_aq,2018-04-20 00:00:00,110.0,182.0,39.0,2.8,79.0,26.0
2966590,huairou_aq,2018-04-20 00:00:00,137.0,162.0,18.0,2.0,101.0,7.0
