id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3553932,shunyi_meo,2018-05-13 00:00:00,Sunny/clear,18.3,1002.1,67.0,1.4,40.0
3553933,hadian_meo,2018-05-13 00:00:00,Sunny/clear,18.6,1000.1,61.0,1.2,245.0
3553934,yanqing_meo,2018-05-13 00:00:00,Sunny/clear,13.6,950.4,82.0,0.1,999017.0
3553935,miyun_meo,2018-05-13 00:00:00,Sunny/clear,17.7,997.3,77.0,1.0,102.0
3553936,huairou_meo,2018-05-13 00:00:00,Sunny/clear,17.7,996.7,71.0,1.3,128.0
3553937,shangdianzi_meo,2018-05-13 00:00:00,Sunny/clear,17.2,971.5,67.0,1.8,55.0
3553938,pinggu_meo,2018-05-13 00:00:00,Sunny/clear,17.9,1001.9,77.0,0.7,18.0
3553939,tongzhou_meo,2018-05-13 00:00:00,Hail,18.9,1003.2,67.0,1.4,5.0
3553940,chaoyang_meo,2018-05-13 00:00:00,Sunny/clear,19.5,1001.5,60.0,1.3,86.0
3553941,pingchang_meo,2018-05-13 00:00:00,Sunny/clear,19.0,996.4,61.0,1.8,310.0
3553942,zhaitang_meo,2018-05-13 00:00:00,Sunny/clear,16.1,955.3,56.0,1.5,108.0
3553943,mentougou_meo,2018-05-13 00:00:00,Sunny/clear,19.4,995.6,54.0,0.8,126.0
3553944,beijing_meo,2018-05-13 00:00:00,Sunny/clear,19.6,1001.7,61.0,1.2,85.0
3553945,shijingshan_meo,2018-05-13 00:00:00,Sunny/clear,19.6,998.2,56.0,1.0,52.0
3553946,fengtai_meo,2018-05-13 00:00:00,Sunny/clear,20.3,999.1,59.0,1.6,71.0
3553947,daxing_meo,2018-05-13 00:00:00,Sunny/clear,19.9,1000.9,64.0,1.6,97.0
3553948,fangshan_meo,2018-05-13 00:00:00,Sunny/clear,20.1,999.8,59.0,0.9,69.0
3553949,xiayunling_meo,2018-05-13 00:00:00,Sunny/clear,17.2,958.4,63.0,1.0,87.0
3555465,shunyi_meo,2018-05-13 01:00:00,Sunny/clear,20.2,1002.4,58.0,1.0,174.0
3555466,hadian_meo,2018-05-13 01:00:00,Sunny/clear,21.4,1000.1,49.0,0.9,56.0
3555467,yanqing_meo,2018-05-13 01:00:00,Sunny/clear,15.7,950.4,77.0,0.6,351.0
3555468,miyun_meo,2018-05-13 01:00:00,Sunny/clear,19.4,997.3,68.0,1.4,14.0
3555469,huairou_meo,2018-05-13 01:00:00,Sunny/clear,20.4,996.9,62.0,1.8,124.0
3555470,shangdianzi_meo,2018-05-13 01:00:00,Sunny/clear,20.5,971.6,54.0,2.1,129.0
3555471,pinggu_meo,2018-05-13 01:00:00,Sunny/clear,20.0,1001.8,69.0,1.0,14.0
3555472,tongzhou_meo,2018-05-13 01:00:00,Hail,20.4,1003.3,63.0,1.0,326.0
3555473,chaoyang_meo,2018-05-13 01:00:00,Sunny/clear,21.5,1001.5,52.0,1.1,123.0
3555474,pingchang_meo,2018-05-13 01:00:00,Sunny/clear,22.2,996.5,48.0,0.9,301.0
3555475,zhaitang_meo,2018-05-13 01:00:00,Sunny/clear,19.6,954.9,43.0,1.3,81.0
3555476,mentougou_meo,2018-05-13 01:00:00,Sunny/clear,21.2,995.7,51.0,1.6,181.0
3555477,beijing_meo,2018-05-13 01:00:00,Sunny/clear,21.8,1001.8,52.0,1.4,75.0
3555478,shijingshan_meo,2018-05-13 01:00:00,Sunny/clear,21.0,998.1,49.0,1.3,352.0
3555479,fengtai_meo,2018-05-13 01:00:00,Sunny/clear,22.3,999.2,49.0,1.1,220.0
3555480,daxing_meo,2018-05-13 01:00:00,Sunny/clear,21.6,1001.0,53.0,1.1,90.0
3555481,fangshan_meo,2018-05-13 01:00:00,Sunny/clear,21.9,999.9,53.0,1.0,34.0
3555482,xiayunling_meo,2018-05-13 01:00:00,Sunny/clear,20.6,958.1,53.0,1.5,350.0
