id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
4080582,shunyi_meo,2018-05-28 00:00:00,Light Rain,26.4,1001.5,18.0,4.7,305.0
4080583,hadian_meo,2018-05-28 00:00:00,Sunny/clear,25.6,999.7,18.0,3.6,357.0
4080584,yanqing_meo,2018-05-28 00:00:00,Sunny/clear,21.2,951.1,18.0,3.3,304.0
4080585,miyun_meo,2018-05-28 00:00:00,Sleet,25.0,996.5,29.0,1.6,8.0
4080586,huairou_meo,2018-05-28 00:00:00,Light Rain,25.4,996.2,18.0,4.1,317.0
4080587,shangdianzi_meo,2018-05-28 00:00:00,Sunny/clear,23.9,971.5,15.0,7.3,289.0
4080588,pinggu_meo,2018-05-28 00:00:00,Sunny/clear,24.0,1000.5,35.0,1.9,254.0
4080589,tongzhou_meo,2018-05-28 00:00:00,Sleet,25.3,1001.8,24.0,4.8,335.0
4080590,chaoyang_meo,2018-05-28 00:00:00,Light Rain,26.6,1000.6,16.0,4.0,314.0
4080591,pingchang_meo,2018-05-28 00:00:00,Sunny/clear,25.8,996.5,15.0,3.3,289.0
4080592,zhaitang_meo,2018-05-28 00:00:00,Sleet,21.7,956.6,20.0,4.2,294.0
4080593,mentougou_meo,2018-05-28 00:00:00,Sunny/clear,27.0,995.1,13.0,6.2,312.0
4080594,beijing_meo,2018-05-28 00:00:00,Sleet,27.9,1000.2,14.0,4.8,352.0
4080595,shijingshan_meo,2018-05-28 00:00:00,Sunny/clear,27.2,997.4,15.0,5.1,356.0
4080596,fengtai_meo,2018-05-28 00:00:00,Sunny/clear,28.3,998.2,14.0,4.4,285.0
4080597,daxing_meo,2018-05-28 00:00:00,Sleet,28.2,999.2,14.0,5.2,324.0
4080598,fangshan_meo,2018-05-28 00:00:00,Sunny/clear,27.8,998.3,15.0,7.3,338.0
4080599,xiayunling_meo,2018-05-28 00:00:00,Sunny/clear,23.6,958.2,23.0,2.6,351.0
4082115,shunyi_meo,2018-05-28 01:00:00,Sunny/clear,999999.0,999999.0,999999.0,999999.0,999999.0
4082116,hadian_meo,2018-05-28 01:00:00,Sunny/clear,26.1,1001.1,15.0,3.4,337.0
4082117,yanqing_meo,2018-05-28 01:00:00,Sunny/clear,20.7,952.2,19.0,3.4,273.0
4082118,miyun_meo,2018-05-28 01:00:00,Hail,25.4,997.8,17.0,5.7,355.0
4082119,huairou_meo,2018-05-28 01:00:00,Sunny/clear,24.8,997.5,17.0,8.7,298.0
4082120,shangdianzi_meo,2018-05-28 01:00:00,Sunny/clear,23.9,972.1,21.0,3.9,11.0
4082121,pinggu_meo,2018-05-28 01:00:00,Sunny/clear,26.3,1001.1,19.0,6.6,315.0
4082122,tongzhou_meo,2018-05-28 01:00:00,Light Rain,27.0,1002.4,15.0,8.1,303.0
4082123,chaoyang_meo,2018-05-28 01:00:00,Sunny/clear,26.4,1002.3,14.0,3.8,288.0
4082124,pingchang_meo,2018-05-28 01:00:00,Sunny/clear,25.9,997.7,15.0,4.6,304.0
4082125,zhaitang_meo,2018-05-28 01:00:00,Sunny/clear,22.1,957.7,20.0,1.8,77.0
4082126,mentougou_meo,2018-05-28 01:00:00,Sunny/clear,25.5,997.1,15.0,6.0,311.0
4082127,beijing_meo,2018-05-28 01:00:00,Light Rain,27.0,1001.1,12.0,8.1,323.0
4082128,shijingshan_meo,2018-05-28 01:00:00,Sunny/clear,25.8,999.4,15.0,4.1,312.0
4082129,fengtai_meo,2018-05-28 01:00:00,Sunny/clear,27.0,999.9,15.0,3.8,300.0
