id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
2935671,shunyi_meo,2018-04-26 00:00:00,Sunny/clear,15.7,1007.4,64.0,1.2,12.0
2935672,hadian_meo,2018-04-26 00:00:00,Sunny/clear,15.4,1005.1,66.0,1.4,38.0
2935673,yanqing_meo,2018-04-26 00:00:00,Hail,12.5,954.9,61.0,1.3,161.0
2935674,miyun_meo,2018-04-26 00:00:00,Hail,15.1,1002.7,71.0,1.1,49.0
2935675,huairou_meo,2018-04-26 00:00:00,Hail,15.1,1002.1,69.0,1.0,126.0
2935676,shangdianzi_meo,2018-04-26 00:00:00,Sunny/clear,13.5,976.9,59.0,2.8,72.0
2935677,pinggu_meo,2018-04-26 00:00:00,Hail,15.8,1006.9,70.0,0.7,39.0
2935678,tongzhou_meo,2018-04-26 00:00:00,Hail,15.7,1008.2,71.0,0.3,322.0
2935679,chaoyang_meo,2018-04-26 00:00:00,Hail,16.0,1006.5,71.0,0.6,338.0
2935680,pingchang_meo,2018-04-26 00:00:00,Sunny/clear,16.4,1002.0,53.0,1.1,238.0
2935681,zhaitang_meo,2018-04-26 00:00:00,Sunny/clear,13.5,959.5,65.0,1.3,121.0
2935682,mentougou_meo,2018-04-26 00:00:00,Hail,15.7,1000.5,64.0,1.2,52.0
2935683,beijing_meo,2018-04-26 00:00:00,Hail,16.1,1006.7,67.0,1.2,45.0
2935684,shijingshan_meo,2018-04-26 00:00:00,Hail,16.2,1003.0,62.0,1.8,38.0
2935685,fengtai_meo,2018-04-26 00:00:00,Sunny/clear,16.9,1003.9,63.0,1.9,57.0
2935686,daxing_meo,2018-04-26 00:00:00,Hail,15.4,1006.0,73.0,0.5,125.0
2935687,fangshan_meo,2018-04-26 00:00:00,Hail,15.5,1004.7,62.0,2.7,44.0
2935688,xiayunling_meo,2018-04-26 00:00:00,Sunny/clear,14.1,962.9,64.0,1.5,120.0
2937204,shunyi_meo,2018-04-26 01:00:00,Sunny/clear,17.5,1007.7,58.0,2.6,54.0
2937205,hadian_meo,2018-04-26 01:00:00,Sunny/clear,18.4,1005.5,55.0,1.9,32.0
2937206,yanqing_meo,2018-04-26 01:00:00,Sunny/clear,15.7,955.1,50.0,1.1,350.0
2937207,miyun_meo,2018-04-26 01:00:00,Hail,18.0,1002.4,60.0,1.7,125.0
2937208,huairou_meo,2018-04-26 01:00:00,Hail,18.3,1002.0,57.0,1.5,86.0
2937209,shangdianzi_meo,2018-04-26 01:00:00,Sunny/clear,17.0,976.9,52.0,1.7,80.0
2937210,pinggu_meo,2018-04-26 01:00:00,Hail,17.9,1007.2,60.0,1.0,300.0
2937211,tongzhou_meo,2018-04-26 01:00:00,Hail,17.3,1008.6,65.0,2.6,333.0
2937212,chaoyang_meo,2018-04-26 01:00:00,Hail,17.5,1007.1,63.0,1.9,24.0
2937213,pingchang_meo,2018-04-26 01:00:00,Sunny/clear,18.1,1001.9,48.0,1.0,193.0
2937214,zhaitang_meo,2018-04-26 01:00:00,Sunny/clear,17.2,959.9,48.0,1.1,170.0
2937215,mentougou_meo,2018-04-26 01:00:00,Hail,18.1,1000.9,56.0,1.9,97.0
2937216,beijing_meo,2018-04-26 01:00:00,Hail,18.2,1007.1,59.0,2.8,18.0
2937217,shijingshan_meo,2018-04-26 01:00:00,Hail,18.2,1003.4,54.0,2.2,65.0
2937218,fengtai_meo,2018-04-26 01:00:00,Sunny/clear,19.0,1004.3,55.0,2.3,52.0
2937219,daxing_meo,2018-04-26 01:00:00,Hail,17.8,1006.3,63.0,1.7,33.0
2937220,fangshan_meo,2018-04-26 01:00:00,Hail,18.1,1005.0,52.0,2.5,32.0
2937221,xiayunling_meo,2018-04-26 01:00:00,Sunny/clear,17.6,962.9,49.0,1.5,359.0
2938737,shunyi_meo,2018-04-26 02:00:00,Sunny/clear,19.5,1007.3,54.0,0.8,120.0
2938738,hadian_meo,2018-04-26 02:00:00,Sunny/clear,21.0,1005.1,50.0,1.1,100.0
2938739,yanqing_meo,2018-04-26 02:00:00,Sunny/clear,17.4,955.0,44.0,2.3,221.0
2938740,miyun_meo,2018-04-26 02:00:00,Hail,20.3,1002.2,54.0,1.9,48.0
2938741,huairou_meo,2018-04-26 02:00:00,Hail,20.9,1001.7,50.0,2.5,138.0
2938742,shangdianzi_meo,2018-04-26 02:00:00,Hail,20.0,976.3,49.0,1.8,188.0
2938743,pinggu_meo,2018-04-26 02:00:00,Hail,20.2,1006.7,53.0,1.8,209.0
2938744,tongzhou_meo,2018-04-26 02:00:00,Hail,19.4,1008.4,58.0,1.4,347.0
2938745,chaoyang_meo,2018-04-26 02:00:00,Hail,19.4,1006.7,57.0,1.7,36.0
2938746,pingchang_meo,2018-04-26 02:00:00,Sunny/clear,20.6,1001.8,45.0,1.6,177.0
2938747,zhaitang_meo,2018-04-26 02:00:00,Sunny/clear,21.3,959.8,35.0,1.7,129.0
2938748,mentougou_meo,2018-04-26 02:00:00,Hail,20.0,1000.5,48.0,1.7,85.0
2938749,beijing_meo,2018-04-26 02:00:00,Hail,19.8,1007.0,54.0,2.9,50.0
2938750,shijingshan_meo,2018-04-26 02:00:00,Hail,20.1,1003.2,48.0,2.3,61.0
2938751,fengtai_meo,2018-04-26 02:00:00,Sunny/clear,20.9,1004.0,48.0,2.3,51.0
2938752,daxing_meo,2018-04-26 02:00:00,Hail,20.5,1006.2,55.0,2.0,62.0
2938753,fangshan_meo,2018-04-26 02:00:00,Hail,20.5,1004.9,44.0,2.3,64.0
2938754,xiayunling_meo,2018-04-26 02:00:00,Sunny/clear,21.6,963.0,39.0,0.8,0.0
2943298,shunyi_meo,2018-04-26 05:00:00,Sunny/clear,24.7,1005.7,36.0,0.8,218.0
2943299,hadian_meo,2018-04-26 05:00:00,Sunny/clear,27.1,1003.2,29.0,0.7,161.0
2943300,yanqing_meo,2018-04-26 05:00:00,Sunny/clear,26.0,952.7,17.0,3.3,221.0
2943301,miyun_meo,2018-04-26 05:00:00,Hail,25.4,1000.5,33.0,1.0,199.0
2943302,huairou_meo,2018-04-26 05:00:00,Sunny/clear,999999.0,999999.0,999999.0,999999.0,999999.0
2943303,shangdianzi_meo,2018-04-26 05:00:00,Sunny/clear,26.3,974.7,24.0,2.0,162.0
2943304,pinggu_meo,2018-04-26 05:00:00,Hail,24.3,1005.2,42.0,2.6,212.0
2943305,tongzhou_meo,2018-04-26 05:00:00,Hail,24.6,1007.0,36.0,1.6,332.0
2943306,chaoyang_meo,2018-04-26 05:00:00,Hail,24.9,1005.1,37.0,1.5,131.0
2943307,pingchang_meo,2018-04-26 05:00:00,Sunny/clear,26.0,999.8,35.0,1.7,164.0
2943308,zhaitang_meo,2018-04-26 05:00:00,Sunny/clear,27.6,958.1,14.0,4.6,34.0
2943309,mentougou_meo,2018-04-26 05:00:00,Hail,25.9,999.1,33.0,1.7,127.0
2943310,beijing_meo,2018-04-26 05:00:00,Hail,25.3,1005.5,32.0,1.4,254.0
2943311,shijingshan_meo,2018-04-26 05:00:00,Hail,25.9,1001.5,29.0,1.6,160.0
2943312,fengtai_meo,2018-04-26 05:00:00,Sunny/clear,26.5,1002.6,31.0,1.4,25.0
2943313,daxing_meo,2018-04-26 05:00:00,Hail,25.3,1004.8,36.0,1.7,25.0
2943314,fangshan_meo,2018-04-26 05:00:00,Hail,25.5,1003.5,26.0,2.4,220.0
2943315,xiayunling_meo,2018-04-26 05:00:00,Sunny/clear,27.3,961.7,17.0,2.2,159.0
2944831,shunyi_meo,2018-04-26 06:00:00,Sunny/clear,27.3,1005.1,22.0,1.7,119.0
2944832,hadian_meo,2018-04-26 06:00:00,Sunny/clear,28.7,1003.0,25.0,1.8,193.0
2944833,yanqing_meo,2018-04-26 06:00:00,Sunny/clear,28.0,952.2,12.0,4.6,353.0
2944834,miyun_meo,2018-04-26 06:00:00,Sunny/clear,27.5,999.8,29.0,1.6,178.0
2944835,huairou_meo,2018-04-26 06:00:00,Sunny/clear,27.8,999.5,29.0,1.7,233.0
2944836,shangdianzi_meo,2018-04-26 06:00:00,Sunny/clear,27.7,974.2,25.0,2.4,229.0
2944837,pinggu_meo,2018-04-26 06:00:00,Sunny/clear,25.9,1004.6,36.0,2.9,213.0
2944838,tongzhou_meo,2018-04-26 06:00:00,Hail,26.5,1006.5,29.0,0.4,71.0
2944839,chaoyang_meo,2018-04-26 06:00:00,Hail,27.0,1004.7,29.0,2.2,107.0
2944840,pingchang_meo,2018-04-26 06:00:00,Sunny/clear,27.2,999.6,30.0,3.7,152.0
2944841,zhaitang_meo,2018-04-26 06:00:00,Sunny/clear,27.9,958.1,14.0,2.5,332.0
2944842,mentougou_meo,2018-04-26 06:00:00,Sunny/clear,27.4,998.9,25.0,2.0,202.0
2944843,beijing_meo,2018-04-26 06:00:00,Hail,26.6,1005.0,26.0,1.9,141.0
2944844,shijingshan_meo,2018-04-26 06:00:00,Hail,27.3,1001.2,24.0,1.6,168.0
