id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2947379,dongsi_aq,2018-04-05 00:00:00,40.0,,20.0,0.7,43.0,3.0
2947380,tiantan_aq,2018-04-05 00:00:00,43.0,,25.0,0.6,37.0,2.0
2947381,guanyuan_aq,2018-04-05 00:00:00,41.0,,24.0,0.5,46.0,3.0
2947382,wanshouxigong_aq,2018-04-05 00:00:00,40.0,,24.0,0.5,35.0,3.0
2947383,aotizhongxin_aq,2018-04-05 00:00:00,42.0,,24.0,0.4,34.0,2.0
2947384,nongzhanguan_aq,2018-04-05 00:00:00,47.0,,25.0,0.5,37.0,2.0
2947385,wanliu_aq,2018-04-05 00:00:00,43.0,,30.0,0.7,39.0,2.0
2947386,beibuxinqu_aq,2018-04-05 00:00:00,42.0,,36.0,0.7,15.0,2.0
2947387,zhiwuyuan_aq,2018-04-05 00:00:00,,,,,,
2947388,fengtaihuayuan_aq,2018-04-05 00:00:00,52.0,,29.0,0.7,25.0,2.0
2947389,yungang_aq,2018-04-05 00:00:00,35.0,,11.0,0.4,51.0,2.0
2947390,gucheng_aq,2018-04-05 00:00:00,40.0,,20.0,0.5,48.0,2.0
2947391,fangshan_aq,2018-04-05 00:00:00,26.0,,22.0,0.3,58.0,2.0
2947392,daxing_aq,2018-04-05 00:00:00,37.0,,20.0,0.6,37.0,2.0
2947393,yizhuang_aq,2018-04-05 00:00:00,39.0,,24.0,0.6,38.0,2.0
2947394,tongzhou_aq,2018-04-05 00:00:00,42.0,,20.0,0.5,45.0,2.0
2947395,shunyi_aq,2018-04-05 00:00:00,45.0,,33.0,0.9,36.0,3.0
2947396,pingchang_aq,2018-04-05 00:00:00,48.0,,28.0,0.5,19.0,2.0
2947397,mentougou_aq,2018-04-05 00:00:00,40.0,,29.0,0.5,37.0,2.0
2947398,pinggu_aq,2018-04-05 00:00:00,39.0,,26.0,0.7,36.0,6.0
2947399,huairou_aq,2018-04-05 00:00:00,46.0,,32.0,0.7,20.0,2.0
2947400,miyun_aq,2018-04-05 00:00:00,43.0,,34.0,0.7,28.0,2.0
2947401,yanqin_aq,2018-04-05 00:00:00,34.0,,33.0,0.7,16.0,2.0
2947402,dingling_aq,2018-04-05 00:00:00,45.0,,16.0,0.5,33.0,2.0
2947403,badaling_aq,2018-04-05 00:00:00,36.0,,41.0,0.6,9.0,2.0
2947404,miyunshuiku_aq,2018-04-05 00:00:00,35.0,,19.0,0.6,34.0,2.0
2947405,donggaocun_aq,2018-04-05 00:00:00,41.0,,27.0,0.4,48.0,2.0
2947406,yongledian_aq,2018-04-05 00:00:00,36.0,,23.0,0.6,53.0,2.0
2947407,yufa_aq,2018-04-05 00:00:00,40.0,,11.0,0.6,53.0,2.0
2947408,liulihe_aq,2018-04-05 00:00:00,35.0,,22.0,0.6,41.0,3.0
2947409,qianmen_aq,2018-04-05 00:00:00,48.0,,31.0,0.5,40.0,4.0
2947410,yongdingmennei_aq,2018-04-05 00:00:00,41.0,,32.0,0.6,41.0,7.0
2947411,xizhimenbei_aq,2018-04-05 00:00:00,49.0,,40.0,0.6,27.0,4.0
2947412,nansanhuan_aq,2018-04-05 00:00:00,58.0,,45.0,0.5,27.0,3.0
2947413,dongsihuan_aq,2018-04-05 00:00:00,50.0,,29.0,0.6,36.0,11.0
2947435,dongsi_aq,2018-04-05 01:00:00,46.0,,19.0,0.7,41.0,2.0
2947436,tiantan_aq,2018-04-05 01:00:00,36.0,,24.0,0.5,42.0,2.0
2947437,guanyuan_aq,2018-04-05 01:00:00,46.0,,29.0,0.5,38.0,2.0
2947438,wanshouxigong_aq,2018-04-05 01:00:00,40.0,,23.0,0.5,36.0,3.0
2947439,aotizhongxin_aq,2018-04-05 01:00:00,27.0,28.0,24.0,0.3,34.0,2.0
2947440,nongzhanguan_aq,2018-04-05 01:00:00,41.0,,21.0,0.5,43.0,2.0
2947441,wanliu_aq,2018-04-05 01:00:00,39.0,,25.0,0.6,47.0,2.0
2947442,beibuxinqu_aq,2018-04-05 01:00:00,52.0,,27.0,0.6,23.0,2.0
2947443,zhiwuyuan_aq,2018-04-05 01:00:00,,,,,,
2947444,fengtaihuayuan_aq,2018-04-05 01:00:00,48.0,,31.0,0.6,26.0,2.0
2947445,yungang_aq,2018-04-05 01:00:00,39.0,,12.0,0.5,49.0,2.0
2947446,gucheng_aq,2018-04-05 01:00:00,39.0,,22.0,0.4,48.0,2.0
2947447,fangshan_aq,2018-04-05 01:00:00,34.0,,24.0,0.4,54.0,2.0
2947448,daxing_aq,2018-04-05 01:00:00,35.0,,19.0,0.6,39.0,2.0
2947449,yizhuang_aq,2018-04-05 01:00:00,33.0,,25.0,0.6,40.0,2.0
2947450,tongzhou_aq,2018-04-05 01:00:00,42.0,,22.0,0.5,44.0,2.0
2947451,shunyi_aq,2018-04-05 01:00:00,46.0,,36.0,0.9,35.0,3.0
2947452,pingchang_aq,2018-04-05 01:00:00,50.0,,30.0,0.5,16.0,2.0
2947453,mentougou_aq,2018-04-05 01:00:00,48.0,,35.0,0.5,28.0,2.0
2947454,pinggu_aq,2018-04-05 01:00:00,40.0,,27.0,0.7,35.0,6.0
2947455,huairou_aq,2018-04-05 01:00:00,47.0,,34.0,0.7,20.0,2.0
2947456,miyun_aq,2018-04-05 01:00:00,52.0,,38.0,0.7,26.0,2.0
2947457,yanqin_aq,2018-04-05 01:00:00,37.0,,36.0,0.7,14.0,2.0
2947458,dingling_aq,2018-04-05 01:00:00,47.0,,14.0,0.5,33.0,2.0
2947459,badaling_aq,2018-04-05 01:00:00,36.0,,40.0,0.6,14.0,2.0
2947460,miyunshuiku_aq,2018-04-05 01:00:00,41.0,,18.0,0.6,35.0,2.0
2947461,donggaocun_aq,2018-04-05 01:00:00,37.0,,28.0,0.4,49.0,2.0
2947462,yongledian_aq,2018-04-05 01:00:00,53.0,,25.0,0.6,49.0,2.0
2947463,yufa_aq,2018-04-05 01:00:00,49.0,,12.0,0.6,48.0,2.0
2947464,liulihe_aq,2018-04-05 01:00:00,44.0,,21.0,0.7,41.0,2.0
2947465,qianmen_aq,2018-04-05 01:00:00,51.0,,36.0,0.6,34.0,3.0
2947466,yongdingmennei_aq,2018-04-05 01:00:00,40.0,,30.0,0.5,46.0,6.0
2947467,xizhimenbei_aq,2018-04-05 01:00:00,51.0,,39.0,0.5,29.0,5.0
2947468,nansanhuan_aq,2018-04-05 01:00:00,47.0,,43.0,0.5,28.0,3.0
2947469,dongsihuan_aq,2018-04-05 01:00:00,39.0,55.0,27.0,0.6,42.0,9.0
