id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2949798,dongsi_aq,2018-04-07 01:00:00,8.0,26.0,11.0,0.2,90.0,6.0
2949799,tiantan_aq,2018-04-07 01:00:00,7.0,24.0,21.0,0.4,76.0,6.0
2949800,guanyuan_aq,2018-04-07 01:00:00,9.0,23.0,21.0,0.2,88.0,7.0
2949801,wanshouxigong_aq,2018-04-07 01:00:00,12.0,38.0,12.0,0.3,83.0,4.0
2949802,aotizhongxin_aq,2018-04-07 01:00:00,29.0,,10.0,0.2,79.0,2.0
2949803,nongzhanguan_aq,2018-04-07 01:00:00,5.0,11.0,10.0,0.3,85.0,2.0
2949804,wanliu_aq,2018-04-07 01:00:00,11.0,17.0,16.0,0.4,89.0,3.0
2949805,beibuxinqu_aq,2018-04-07 01:00:00,6.0,16.0,9.0,0.2,85.0,2.0
2949806,zhiwuyuan_aq,2018-04-07 01:00:00,,,,,,
2949807,fengtaihuayuan_aq,2018-04-07 01:00:00,13.0,19.0,13.0,0.3,79.0,2.0
2949808,yungang_aq,2018-04-07 01:00:00,5.0,14.0,5.0,0.3,92.0,2.0
2949809,gucheng_aq,2018-04-07 01:00:00,9.0,36.0,18.0,0.4,85.0,2.0
2949810,fangshan_aq,2018-04-07 01:00:00,4.0,23.0,16.0,0.2,93.0,2.0
2949811,daxing_aq,2018-04-07 01:00:00,5.0,17.0,13.0,0.4,80.0,2.0
2949812,yizhuang_aq,2018-04-07 01:00:00,5.0,20.0,14.0,0.3,87.0,2.0
2949813,tongzhou_aq,2018-04-07 01:00:00,8.0,30.0,9.0,0.3,85.0,2.0
2949814,shunyi_aq,2018-04-07 01:00:00,7.0,15.0,2.0,0.3,98.0,2.0
2949815,pingchang_aq,2018-04-07 01:00:00,8.0,16.0,9.0,0.3,85.0,2.0
2949816,mentougou_aq,2018-04-07 01:00:00,10.0,,10.0,0.3,93.0,2.0
2949817,pinggu_aq,2018-04-07 01:00:00,10.0,13.0,6.0,0.4,87.0,4.0
2949818,huairou_aq,2018-04-07 01:00:00,6.0,12.0,8.0,0.2,97.0,2.0
2949819,miyun_aq,2018-04-07 01:00:00,6.0,23.0,7.0,0.3,97.0,2.0
2949820,yanqin_aq,2018-04-07 01:00:00,10.0,12.0,7.0,0.3,90.0,2.0
2949821,dingling_aq,2018-04-07 01:00:00,7.0,18.0,2.0,0.2,94.0,2.0
2949822,badaling_aq,2018-04-07 01:00:00,13.0,36.0,11.0,0.3,80.0,3.0
2949823,miyunshuiku_aq,2018-04-07 01:00:00,8.0,,2.0,0.2,89.0,2.0
2949824,donggaocun_aq,2018-04-07 01:00:00,5.0,18.0,16.0,0.2,86.0,2.0
2949825,yongledian_aq,2018-04-07 01:00:00,9.0,36.0,9.0,0.3,99.0,2.0
2949826,yufa_aq,2018-04-07 01:00:00,3.0,17.0,6.0,0.3,88.0,2.0
2949827,liulihe_aq,2018-04-07 01:00:00,9.0,42.0,12.0,0.5,80.0,2.0
2949828,qianmen_aq,2018-04-07 01:00:00,6.0,20.0,16.0,0.3,86.0,2.0
2949829,yongdingmennei_aq,2018-04-07 01:00:00,9.0,23.0,21.0,0.3,89.0,4.0
2949830,xizhimenbei_aq,2018-04-07 01:00:00,7.0,25.0,30.0,0.4,71.0,3.0
2949831,nansanhuan_aq,2018-04-07 01:00:00,7.0,32.0,38.0,0.4,63.0,3.0
2949832,dongsihuan_aq,2018-04-07 01:00:00,7.0,45.0,19.0,0.5,82.0,4.0
2949854,dongsi_aq,2018-04-07 02:00:00,5.0,17.0,10.0,0.2,92.0,6.0
2949855,tiantan_aq,2018-04-07 02:00:00,10.0,21.0,22.0,0.4,76.0,5.0
2949856,guanyuan_aq,2018-04-07 02:00:00,9.0,25.0,19.0,0.2,95.0,6.0
2949857,wanshouxigong_aq,2018-04-07 02:00:00,15.0,23.0,13.0,0.3,84.0,4.0
2949858,aotizhongxin_aq,2018-04-07 02:00:00,14.0,14.0,10.0,0.2,81.0,2.0
2949859,nongzhanguan_aq,2018-04-07 02:00:00,5.0,,10.0,0.3,87.0,2.0
2949860,wanliu_aq,2018-04-07 02:00:00,10.0,21.0,14.0,0.4,93.0,3.0
2949861,beibuxinqu_aq,2018-04-07 02:00:00,4.0,13.0,7.0,0.2,90.0,2.0
2949862,zhiwuyuan_aq,2018-04-07 02:00:00,,,,,,
2949863,fengtaihuayuan_aq,2018-04-07 02:00:00,11.0,20.0,13.0,0.3,81.0,2.0
2949864,yungang_aq,2018-04-07 02:00:00,5.0,,7.0,0.3,92.0,2.0
2949865,gucheng_aq,2018-04-07 02:00:00,9.0,15.0,13.0,0.3,93.0,2.0
2949866,fangshan_aq,2018-04-07 02:00:00,6.0,20.0,16.0,0.2,97.0,2.0
2949867,daxing_aq,2018-04-07 02:00:00,6.0,15.0,13.0,0.4,80.0,2.0
2949868,yizhuang_aq,2018-04-07 02:00:00,4.0,16.0,14.0,0.3,89.0,2.0
2949869,tongzhou_aq,2018-04-07 02:00:00,8.0,24.0,8.0,0.3,89.0,2.0
2949870,shunyi_aq,2018-04-07 02:00:00,5.0,20.0,2.0,0.3,100.0,3.0
2949871,pingchang_aq,2018-04-07 02:00:00,5.0,15.0,8.0,0.3,89.0,2.0
2949872,mentougou_aq,2018-04-07 02:00:00,4.0,7.0,11.0,0.2,94.0,2.0
2949873,pinggu_aq,2018-04-07 02:00:00,9.0,,4.0,0.4,91.0,4.0
2949874,huairou_aq,2018-04-07 02:00:00,7.0,,9.0,0.2,97.0,2.0
2949875,miyun_aq,2018-04-07 02:00:00,7.0,,6.0,0.2,101.0,2.0
2949876,yanqin_aq,2018-04-07 02:00:00,8.0,17.0,9.0,0.3,89.0,2.0
2949877,dingling_aq,2018-04-07 02:00:00,4.0,16.0,2.0,0.2,96.0,2.0
2949878,badaling_aq,2018-04-07 02:00:00,7.0,36.0,9.0,0.2,86.0,2.0
2949879,miyunshuiku_aq,2018-04-07 02:00:00,10.0,,2.0,0.2,91.0,2.0
2949880,donggaocun_aq,2018-04-07 02:00:00,11.0,,13.0,0.2,91.0,2.0
2949881,yongledian_aq,2018-04-07 02:00:00,9.0,23.0,6.0,0.2,106.0,2.0
2949882,yufa_aq,2018-04-07 02:00:00,10.0,,5.0,0.3,94.0,2.0
2949883,liulihe_aq,2018-04-07 02:00:00,18.0,35.0,9.0,0.5,87.0,2.0
2949884,qianmen_aq,2018-04-07 02:00:00,14.0,24.0,16.0,0.4,86.0,2.0
2949885,yongdingmennei_aq,2018-04-07 02:00:00,10.0,22.0,23.0,0.3,89.0,3.0
2949886,xizhimenbei_aq,2018-04-07 02:00:00,12.0,21.0,23.0,0.3,77.0,3.0
