id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2985818,dongsi_aq,2018-05-05 00:00:00,88.0,,60.0,0.7,84.0,7.0
2985819,tiantan_aq,2018-05-05 00:00:00,81.0,146.0,68.0,0.9,75.0,5.0
2985820,guanyuan_aq,2018-05-05 00:00:00,73.0,135.0,97.0,0.9,55.0,9.0
2985821,wanshouxigong_aq,2018-05-05 00:00:00,94.0,153.0,61.0,0.7,71.0,7.0
2985822,aotizhongxin_aq,2018-05-05 00:00:00,74.0,126.0,67.0,0.8,71.0,6.0
2985823,nongzhanguan_aq,2018-05-05 00:00:00,69.0,,59.0,0.8,69.0,8.0
2985824,wanliu_aq,2018-05-05 00:00:00,82.0,134.0,115.0,0.9,18.0,10.0
2985825,beibuxinqu_aq,2018-05-05 00:00:00,78.0,169.0,80.0,0.9,14.0,2.0
2985826,zhiwuyuan_aq,2018-05-05 00:00:00,,,,,,
2985827,fengtaihuayuan_aq,2018-05-05 00:00:00,91.0,163.0,111.0,0.9,29.0,8.0
2985828,yungang_aq,2018-05-05 00:00:00,66.0,130.0,60.0,0.7,53.0,7.0
2985829,gucheng_aq,2018-05-05 00:00:00,85.0,135.0,85.0,0.7,51.0,6.0
2985830,fangshan_aq,2018-05-05 00:00:00,72.0,173.0,98.0,0.7,51.0,11.0
2985831,daxing_aq,2018-05-05 00:00:00,114.0,176.0,97.0,1.0,55.0,12.0
2985832,yizhuang_aq,2018-05-05 00:00:00,74.0,118.0,68.0,0.9,88.0,11.0
2985833,tongzhou_aq,2018-05-05 00:00:00,80.0,189.0,66.0,0.7,82.0,11.0
2985834,shunyi_aq,2018-05-05 00:00:00,80.0,157.0,25.0,0.8,125.0,10.0
2985835,pingchang_aq,2018-05-05 00:00:00,76.0,513.0,21.0,0.2,71.0,2.0
2985836,mentougou_aq,2018-05-05 00:00:00,60.0,154.0,38.0,0.6,83.0,5.0
2985837,pinggu_aq,2018-05-05 00:00:00,77.0,119.0,42.0,0.9,91.0,3.0
2985838,huairou_aq,2018-05-05 00:00:00,73.0,162.0,40.0,0.8,75.0,4.0
2985839,miyun_aq,2018-05-05 00:00:00,98.0,320.0,24.0,0.6,111.0,5.0
2985840,yanqin_aq,2018-05-05 00:00:00,104.0,232.0,96.0,0.7,20.0,6.0
2985841,dingling_aq,2018-05-05 00:00:00,67.0,491.0,7.0,0.2,92.0,4.0
2985842,badaling_aq,2018-05-05 00:00:00,110.0,291.0,69.0,0.6,35.0,7.0
2985843,miyunshuiku_aq,2018-05-05 00:00:00,77.0,312.0,11.0,0.5,117.0,5.0
2985844,donggaocun_aq,2018-05-05 00:00:00,90.0,116.0,21.0,0.7,79.0,13.0
2985845,yongledian_aq,2018-05-05 00:00:00,114.0,150.0,99.0,0.9,32.0,7.0
2985846,yufa_aq,2018-05-05 00:00:00,93.0,167.0,81.0,0.8,38.0,6.0
2985847,liulihe_aq,2018-05-05 00:00:00,107.0,187.0,55.0,0.7,64.0,2.0
2985848,qianmen_aq,2018-05-05 00:00:00,80.0,168.0,66.0,0.8,82.0,12.0
2985849,yongdingmennei_aq,2018-05-05 00:00:00,84.0,,92.0,0.7,56.0,7.0
2985850,xizhimenbei_aq,2018-05-05 00:00:00,97.0,134.0,97.0,0.8,53.0,11.0
2985851,nansanhuan_aq,2018-05-05 00:00:00,72.0,157.0,105.0,0.8,54.0,8.0
2985852,dongsihuan_aq,2018-05-05 00:00:00,69.0,121.0,97.0,0.8,45.0,9.0
2985894,dongsi_aq,2018-05-05 02:00:00,,,32.0,0.3,77.0,2.0
2985895,tiantan_aq,2018-05-05 02:00:00,110.0,625.0,39.0,0.5,72.0,2.0
2985896,guanyuan_aq,2018-05-05 02:00:00,127.0,447.0,43.0,0.5,82.0,2.0
2985897,wanshouxigong_aq,2018-05-05 02:00:00,133.0,606.0,27.0,0.3,79.0,2.0
2985898,aotizhongxin_aq,2018-05-05 02:00:00,108.0,485.0,39.0,0.5,72.0,2.0
2985899,nongzhanguan_aq,2018-05-05 02:00:00,117.0,515.0,39.0,0.4,67.0,3.0
2985900,wanliu_aq,2018-05-05 02:00:00,68.0,266.0,41.0,0.6,87.0,7.0
2985901,beibuxinqu_aq,2018-05-05 02:00:00,74.0,369.0,67.0,0.8,27.0,2.0
2985902,zhiwuyuan_aq,2018-05-05 02:00:00,,,,,,
2985903,fengtaihuayuan_aq,2018-05-05 02:00:00,118.0,402.0,37.0,0.5,90.0,3.0
2985904,yungang_aq,2018-05-05 02:00:00,58.0,293.0,46.0,0.5,71.0,3.0
2985905,gucheng_aq,2018-05-05 02:00:00,89.0,186.0,80.0,0.6,47.0,7.0
2985906,fangshan_aq,2018-05-05 02:00:00,62.0,396.0,43.0,0.4,91.0,3.0
2985907,daxing_aq,2018-05-05 02:00:00,158.0,710.0,36.0,0.5,82.0,2.0
2985908,yizhuang_aq,2018-05-05 02:00:00,85.0,464.0,39.0,0.5,86.0,6.0
2985909,tongzhou_aq,2018-05-05 02:00:00,117.0,552.0,28.0,0.3,90.0,3.0
2985910,shunyi_aq,2018-05-05 02:00:00,122.0,435.0,22.0,0.6,98.0,5.0
2985911,pingchang_aq,2018-05-05 02:00:00,59.0,430.0,9.0,0.2,83.0,2.0
