id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3407702,shunyi_meo,2018-05-09 00:00:00,Sunny/clear,18.2,1018.1,42.0,1.6,94.0
3407703,hadian_meo,2018-05-09 00:00:00,Sunny/clear,17.4,1015.8,43.0,1.6,31.0
3407704,yanqing_meo,2018-05-09 00:00:00,Sunny/clear,16.7,964.1,40.0,1.3,61.0
3407705,miyun_meo,2018-05-09 00:00:00,Sunny/clear,17.3,1013.0,56.0,0.5,100.0
3407706,huairou_meo,2018-05-09 00:00:00,Sunny/clear,17.7,1012.5,47.0,0.7,151.0
3407707,shangdianzi_meo,2018-05-09 00:00:00,Sunny/clear,16.2,986.7,49.0,1.8,60.0
3407708,pinggu_meo,2018-05-09 00:00:00,Sunny/clear,16.8,1017.7,42.0,0.7,330.0
3407709,tongzhou_meo,2018-05-09 00:00:00,Sunny/clear,17.6,1019.0,51.0,1.2,114.0
3407710,chaoyang_meo,2018-05-09 00:00:00,Sunny/clear,18.8,1017.3,42.0,1.6,89.0
3407711,pingchang_meo,2018-05-09 00:00:00,Sunny/clear,18.5,1012.4,34.0,1.8,115.0
3407712,zhaitang_meo,2018-05-09 00:00:00,Sunny/clear,14.9,969.8,58.0,1.0,29.0
3407713,mentougou_meo,2018-05-09 00:00:00,Sunny/clear,17.9,1011.3,40.0,0.7,32.0
3407714,beijing_meo,2018-05-09 00:00:00,Sunny/clear,18.8,1017.6,36.0,1.1,105.0
3407715,shijingshan_meo,2018-05-09 00:00:00,Sunny/clear,18.3,1013.8,41.0,1.1,53.0
3407716,fengtai_meo,2018-05-09 00:00:00,Sunny/clear,19.7,1014.7,37.0,1.2,60.0
3407717,daxing_meo,2018-05-09 00:00:00,Sunny/clear,18.2,1016.8,41.0,0.8,104.0
3407718,fangshan_meo,2018-05-09 00:00:00,Sunny/clear,18.8,1015.6,39.0,1.1,118.0
3407719,xiayunling_meo,2018-05-09 00:00:00,Sunny/clear,15.3,973.1,60.0,1.0,71.0
3409235,shunyi_meo,2018-05-09 01:00:00,Sunny/clear,19.8,1018.3,37.0,1.2,229.0
3409236,hadian_meo,2018-05-09 01:00:00,Sunny/clear,19.7,1016.1,38.0,1.5,52.0
3409237,yanqing_meo,2018-05-09 01:00:00,Sunny/clear,18.4,964.1,37.0,1.0,26.0
3409238,miyun_meo,2018-05-09 01:00:00,Sunny/clear,19.8,1012.9,37.0,1.6,315.0
3409239,huairou_meo,2018-05-09 01:00:00,Sunny/clear,20.1,1012.7,35.0,0.6,102.0
3409240,shangdianzi_meo,2018-05-09 01:00:00,Sunny/clear,19.0,986.7,32.0,2.2,233.0
3409241,pinggu_meo,2018-05-09 01:00:00,Sunny/clear,20.1,1017.6,34.0,0.7,263.0
3409242,tongzhou_meo,2018-05-09 01:00:00,Sunny/clear,20.4,1019.1,40.0,0.9,186.0
3409243,chaoyang_meo,2018-05-09 01:00:00,Sunny/clear,19.9,1017.5,34.0,1.5,275.0
3409244,pingchang_meo,2018-05-09 01:00:00,Sunny/clear,20.3,1012.6,31.0,2.5,116.0
3409245,zhaitang_meo,2018-05-09 01:00:00,Sunny/clear,18.0,969.5,43.0,1.9,33.0
3409246,mentougou_meo,2018-05-09 01:00:00,Sunny/clear,20.0,1011.4,36.0,1.7,85.0
3409247,beijing_meo,2018-05-09 01:00:00,Sunny/clear,20.2,1017.7,32.0,1.8,250.0
3409248,shijingshan_meo,2018-05-09 01:00:00,Sunny/clear,20.0,1014.0,34.0,0.6,180.0
3409249,fengtai_meo,2018-05-09 01:00:00,Sunny/clear,21.2,1015.0,33.0,1.8,29.0
3409250,daxing_meo,2018-05-09 01:00:00,Sunny/clear,20.2,1017.0,35.0,0.8,203.0
3409251,fangshan_meo,2018-05-09 01:00:00,Sunny/clear,20.3,1015.8,36.0,1.3,25.0
3409252,xiayunling_meo,2018-05-09 01:00:00,Sunny/clear,20.8,973.1,45.0,2.1,118.0
3410768,shunyi_meo,2018-05-09 02:00:00,Sunny/clear,21.4,1017.9,33.0,1.8,171.0
3410769,hadian_meo,2018-05-09 02:00:00,Sunny/clear,21.0,1015.7,37.0,1.2,243.0
3410770,yanqing_meo,2018-05-09 02:00:00,Sunny/clear,19.9,963.8,35.0,1.5,313.0
3410771,miyun_meo,2018-05-09 02:00:00,Sunny/clear,21.2,1012.8,32.0,1.2,92.0
3410772,huairou_meo,2018-05-09 02:00:00,Sunny/clear,21.7,1012.3,31.0,2.5,146.0
3410773,shangdianzi_meo,2018-05-09 02:00:00,Sunny/clear,20.9,986.8,31.0,3.8,218.0
3410774,pinggu_meo,2018-05-09 02:00:00,Sunny/clear,21.6,1017.8,30.0,1.8,256.0
3410775,tongzhou_meo,2018-05-09 02:00:00,Sunny/clear,21.5,1019.2,35.0,1.0,275.0
3410776,chaoyang_meo,2018-05-09 02:00:00,Sunny/clear,21.5,1017.3,33.0,1.6,88.0
3410777,pingchang_meo,2018-05-09 02:00:00,Sunny/clear,21.3,1012.3,31.0,2.7,167.0
3410778,zhaitang_meo,2018-05-09 02:00:00,Sunny/clear,20.7,969.1,41.0,1.8,1.0
3410779,mentougou_meo,2018-05-09 02:00:00,Sunny/clear,21.5,1011.2,33.0,1.1,162.0
3410780,beijing_meo,2018-05-09 02:00:00,Sunny/clear,21.6,1017.6,32.0,2.3,162.0
3410781,shijingshan_meo,2018-05-09 02:00:00,Sunny/clear,21.4,1013.7,33.0,1.5,98.0
3410782,fengtai_meo,2018-05-09 02:00:00,Sunny/clear,22.2,1014.7,34.0,1.7,109.0
3410783,daxing_meo,2018-05-09 02:00:00,Sunny/clear,21.8,1016.9,34.0,2.1,161.0
3410784,fangshan_meo,2018-05-09 02:00:00,Sunny/clear,21.9,1015.6,33.0,1.4,120.0
3410785,xiayunling_meo,2018-05-09 02:00:00,Sunny/clear,22.1,973.0,38.0,3.0,179.0
