id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
3011684,CD1,2018-05-24 00:00:00,13.3,21.7,12.2,,,
3011685,BL0,2018-05-24 00:00:00,8.0,18.6,20.5,,,
3011686,GR4,2018-05-24 00:00:00,12.8,22.2,5.9,,,
3011687,MY7,2018-05-24 00:00:00,,23.5,,,,
3011688,HV1,2018-05-24 00:00:00,9.7,15.6,4.4,,,
3011689,GN3,2018-05-24 00:00:00,14.0,28.1,6.7,,,
3011690,GR9,2018-05-24 00:00:00,,,,,,
3011691,LW2,2018-05-24 00:00:00,,,,,,
3011692,GN0,2018-05-24 00:00:00,,21.5,10.1,,,
3011693,KF1,2018-05-24 00:00:00,,,,,,
3011694,CD9,2018-05-24 00:00:00,,,33.3,,,
3011695,CT3,2018-05-24 00:00:00,,28.4,22.4,,,
3011696,CT2,2018-05-24 00:00:00,,,,,,
3011697,BX9,2018-05-24 00:00:00,15.7,,,,,
3011698,BX1,2018-05-24 00:00:00,,21.8,-2.7,,,
3011699,TH4,2018-05-24 00:00:00,15.9,33.0,27.9,,,
3011700,ST5,2018-05-24 00:00:00,16.0,,12.3,,,
3011701,RB7,2018-05-24 00:00:00,17.0,29.0,8.9,,,
3011702,TD5,2018-05-24 00:00:00,16.3,,,,,
3011740,CD1,2018-05-24 01:00:00,13.6,20.3,13.3,,,
3011741,BL0,2018-05-24 01:00:00,9.4,19.2,15.7,,,
3011742,GR4,2018-05-24 01:00:00,14.6,20.9,7.6,,,
3011743,MY7,2018-05-24 01:00:00,,19.6,,,,
3011744,HV1,2018-05-24 01:00:00,8.0,13.6,4.2,,,
3011745,GN3,2018-05-24 01:00:00,13.9,26.8,6.0,,,
3011746,GR9,2018-05-24 01:00:00,,,,,,
3011747,LW2,2018-05-24 01:00:00,,,,,,
3011748,GN0,2018-05-24 01:00:00,,20.1,12.0,,,
3011749,KF1,2018-05-24 01:00:00,,,,,,
3011750,CD9,2018-05-24 01:00:00,,,23.3,,,
3011751,CT3,2018-05-24 01:00:00,,35.0,15.9,,,
3011752,CT2,2018-05-24 01:00:00,,,,,,
3011753,BX9,2018-05-24 01:00:00,13.8,,,,,
3011754,BX1,2018-05-24 01:00:00,,21.0,-4.0,,,
3011755,TH4,2018-05-24 01:00:00,12.7,26.3,23.0,,,
3011756,ST5,2018-05-24 01:00:00,23.0,,8.8,,,
3011757,RB7,2018-05-24 01:00:00,20.0,24.0,6.8,,,
3011758,TD5,2018-05-24 01:00:00,15.4,,,,,
3011796,CD1,2018-05-24 02:00:00,17.0,18.5,20.0,,,
3011797,BL0,2018-05-24 02:00:00,,,,,,
3011798,GR4,2018-05-24 02:00:00,,,,,,
3011799,MY7,2018-05-24 02:00:00,,18.6,,,,
3011800,HV1,2018-05-24 02:00:00,15.3,19.8,4.3,,,
3011801,GN3,2018-05-24 02:00:00,13.1,28.6,6.2,,,
3011802,GR9,2018-05-24 02:00:00,,,,,,
3011803,LW2,2018-05-24 02:00:00,,,,,,
3011804,GN0,2018-05-24 02:00:00,,19.7,16.1,,,
3011805,KF1,2018-05-24 02:00:00,,,,,,
3011806,CD9,2018-05-24 02:00:00,,,26.5,,,
3011807,CT3,2018-05-24 02:00:00,,,,,,
3011808,CT2,2018-05-24 02:00:00,,,,,,
3011809,BX9,2018-05-24 02:00:00,13.0,,,,,
3011810,BX1,2018-05-24 02:00:00,,,1.3,,,
3011811,TH4,2018-05-24 02:00:00,14.6,27.4,26.0,,,
3011812,ST5,2018-05-24 02:00:00,41.0,,10.3,,,
3011813,RB7,2018-05-24 02:00:00,,,,,,
3011814,TD5,2018-05-24 02:00:00,11.5,,,,,
3011852,CD1,2018-05-24 03:00:00,16.6,21.5,22.2,,,
3011853,BL0,2018-05-24 03:00:00,11.5,17.2,19.7,,,
3011854,GR4,2018-05-24 03:00:00,13.1,18.5,6.8,,,
3011855,MY7,2018-05-24 03:00:00,,22.5,,,,
3011856,HV1,2018-05-24 03:00:00,,,,,,
3011857,GN3,2018-05-24 03:00:00,,,,,,
3011858,GR9,2018-05-24 03:00:00,,,,,,
3011859,LW2,2018-05-24 03:00:00,,,,,,
3011860,GN0,2018-05-24 03:00:00,,20.7,19.4,,,
3011861,KF1,2018-05-24 03:00:00,,,,,,
3011862,CD9,2018-05-24 03:00:00,,,31.5,,,
3011863,CT3,2018-05-24 03:00:00,,,13.5,,,
3011864,CT2,2018-05-24 03:00:00,,,,,,
3011865,BX9,2018-05-24 03:00:00,15.0,,,,,
3011866,BX1,2018-05-24 03:00:00,,,-1.6,,,
3011867,TH4,2018-05-24 03:00:00,,,,,,
3011868,ST5,2018-05-24 03:00:00,,,,,,
3011869,RB7,2018-05-24 03:00:00,,,,,,
3011870,TD5,2018-05-24 03:00:00,12.9,,,,,
3011908,CD1,2018-05-24 04:00:00,17.8,22.1,19.3,,,
3011909,BL0,2018-05-24 04:00:00,,,,,,
3011910,GR4,2018-05-24 04:00:00,12.6,16.7,9.2,,,
3011911,MY7,2018-05-24 04:00:00,,21.7,,,,
3011912,HV1,2018-05-24 04:00:00,13.0,18.0,5.9,,,
3011913,GN3,2018-05-24 04:00:00,,,,,,
3011914,GR9,2018-05-24 04:00:00,,,,,,
3011915,LW2,2018-05-24 04:00:00,,,,,,
3011916,GN0,2018-05-24 04:00:00,,24.4,35.7,,,
3011917,KF1,2018-05-24 04:00:00,,,,,,
3011918,CD9,2018-05-24 04:00:00,,,,,,
3011919,CT3,2018-05-24 04:00:00,,,,,,
3011920,CT2,2018-05-24 04:00:00,,,,,,
3011921,BX9,2018-05-24 04:00:00,15.7,,,,,
3011922,BX1,2018-05-24 04:00:00,,17.6,8.1,,,
3011923,TH4,2018-05-24 04:00:00,16.4,30.7,42.0,,,
3011924,ST5,2018-05-24 04:00:00,,,,,,
3011925,RB7,2018-05-24 04:00:00,,,,,,
3011926,TD5,2018-05-24 04:00:00,,,,,,
3011964,CD1,2018-05-24 05:00:00,19.8,24.9,47.1,,,
