id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3370910,shunyi_meo,2018-05-08 00:00:00,Sunny/clear,18.6,1015.5,40.0,1.6,73.0
3370911,hadian_meo,2018-05-08 00:00:00,Sunny/clear,18.3,1013.2,44.0,1.1,11.0
3370912,yanqing_meo,2018-05-08 00:00:00,Sunny/clear,16.8,961.5,30.0,1.3,54.0
3370913,miyun_meo,2018-05-08 00:00:00,Sunny/clear,17.2,1010.5,51.0,1.8,68.0
3370914,huairou_meo,2018-05-08 00:00:00,Sunny/clear,17.8,1009.9,43.0,1.1,75.0
3370915,shangdianzi_meo,2018-05-08 00:00:00,Sunny/clear,15.7,984.4,47.0,1.5,42.0
3370916,pinggu_meo,2018-05-08 00:00:00,Sunny/clear,16.5,1015.1,47.0,1.0,47.0
3370917,tongzhou_meo,2018-05-08 00:00:00,Sunny/clear,18.9,1016.5,46.0,0.8,48.0
3370918,chaoyang_meo,2018-05-08 00:00:00,Sunny/clear,19.2,1014.8,37.0,1.5,99.0
3370919,pingchang_meo,2018-05-08 00:00:00,Sunny/clear,17.9,1009.9,35.0,0.8,232.0
3370920,zhaitang_meo,2018-05-08 00:00:00,Sunny/clear,15.2,967.0,55.0,1.7,32.0
3370921,mentougou_meo,2018-05-08 00:00:00,Sunny/clear,18.7,1008.8,37.0,1.3,108.0
3370922,beijing_meo,2018-05-08 00:00:00,Sunny/clear,19.8,1015.0,28.0,1.3,188.0
3370923,shijingshan_meo,2018-05-08 00:00:00,Sunny/clear,19.2,1011.3,32.0,1.1,81.0
3370924,fengtai_meo,2018-05-08 00:00:00,Sunny/clear,19.9,1012.3,31.0,1.3,231.0
3370925,daxing_meo,2018-05-08 00:00:00,Sunny/clear,19.5,1014.4,35.0,0.9,119.0
3370926,fangshan_meo,2018-05-08 00:00:00,Sunny/clear,18.3,1013.1,46.0,0.9,262.0
3370927,xiayunling_meo,2018-05-08 00:00:00,Sunny/clear,16.4,970.9,46.0,0.6,130.0
3372443,shunyi_meo,2018-05-08 01:00:00,Sunny/clear,20.9,1015.6,30.0,0.8,206.0
3372444,hadian_meo,2018-05-08 01:00:00,Sunny/clear,21.2,1013.1,26.0,2.9,203.0
3372445,yanqing_meo,2018-05-08 01:00:00,Sunny/clear,18.1,961.5,26.0,0.8,296.0
3372446,miyun_meo,2018-05-08 01:00:00,Sunny/clear,19.6,1010.6,33.0,0.6,147.0
3372447,huairou_meo,2018-05-08 01:00:00,Sunny/clear,20.4,1009.9,37.0,1.8,158.0
3372448,shangdianzi_meo,2018-05-08 01:00:00,Sunny/clear,18.6,984.6,33.0,3.7,221.0
3372449,pinggu_meo,2018-05-08 01:00:00,Sunny/clear,19.2,1015.2,39.0,0.7,231.0
3372450,tongzhou_meo,2018-05-08 01:00:00,Sunny/clear,20.8,1016.6,31.0,1.6,276.0
3372451,chaoyang_meo,2018-05-08 01:00:00,Sunny/clear,21.2,1014.8,28.0,0.3,145.0
3372452,pingchang_meo,2018-05-08 01:00:00,Sunny/clear,20.5,1009.8,29.0,1.4,128.0
3372453,zhaitang_meo,2018-05-08 01:00:00,Sunny/clear,18.8,966.8,37.0,1.6,119.0
3372454,mentougou_meo,2018-05-08 01:00:00,Sunny/clear,20.8,1008.8,27.0,3.6,181.0
3372455,beijing_meo,2018-05-08 01:00:00,Sunny/clear,21.0,1015.1,24.0,2.9,194.0
3372456,shijingshan_meo,2018-05-08 01:00:00,Sunny/clear,21.0,1011.2,23.0,3.0,185.0
3372457,fengtai_meo,2018-05-08 01:00:00,Sunny/clear,21.5,1012.4,27.0,2.2,213.0
3372458,daxing_meo,2018-05-08 01:00:00,Sunny/clear,21.1,1014.4,27.0,2.9,161.0
3372459,fangshan_meo,2018-05-08 01:00:00,Sunny/clear,21.2,1013.2,26.0,2.1,221.0
3372460,xiayunling_meo,2018-05-08 01:00:00,Sunny/clear,18.7,971.1,25.0,2.9,171.0
3373976,shunyi_meo,2018-05-08 02:00:00,Sunny/clear,22.2,1015.3,24.0,2.4,232.0
3373977,hadian_meo,2018-05-08 02:00:00,Sunny/clear,22.8,1013.0,25.0,2.4,225.0
3373978,yanqing_meo,2018-05-08 02:00:00,Sunny/clear,19.9,961.4,23.0,1.5,204.0
3373979,miyun_meo,2018-05-08 02:00:00,Sunny/clear,21.5,1010.5,25.0,1.8,216.0
3373980,huairou_meo,2018-05-08 02:00:00,Sunny/clear,21.9,1009.9,26.0,2.3,170.0
3373981,shangdianzi_meo,2018-05-08 02:00:00,Sunny/clear,20.0,984.5,25.0,2.7,151.0
3373982,pinggu_meo,2018-05-08 02:00:00,Sunny/clear,21.4,1015.3,27.0,1.6,249.0
3373983,tongzhou_meo,2018-05-08 02:00:00,Sunny/clear,21.9,1016.5,27.0,2.3,280.0
3373984,chaoyang_meo,2018-05-08 02:00:00,Sunny/clear,22.0,1014.6,22.0,1.8,244.0
