id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
2825442,shunyi_meo,2018-04-23 00:00:00,Sunny/clear,12.7,1017.6,67.0,1.7,11.0
2825443,hadian_meo,2018-04-23 00:00:00,Sunny/clear,12.6,1015.4,72.0,1.1,43.0
2825444,yanqing_meo,2018-04-23 00:00:00,Sunny/clear,9.8,963.9,69.0,1.0,227.0
2825445,miyun_meo,2018-04-23 00:00:00,Sunny/clear,12.2,1012.6,69.0,1.6,44.0
2825446,huairou_meo,2018-04-23 00:00:00,Sunny/clear,12.8,1011.9,67.0,1.0,32.0
2825447,shangdianzi_meo,2018-04-23 00:00:00,Sunny/clear,11.4,986.3,60.0,4.5,30.0
2825448,pinggu_meo,2018-04-23 00:00:00,Sunny/clear,11.3,1017.0,92.0,1.0,280.0
2825449,tongzhou_meo,2018-04-23 00:00:00,Sunny/clear,11.7,1018.4,77.0,2.1,335.0
2825450,chaoyang_meo,2018-04-23 00:00:00,Sunny/clear,12.5,1016.9,69.0,1.2,334.0
2825451,pingchang_meo,2018-04-23 00:00:00,Sunny/clear,12.3,1012.0,74.0,0.4,55.0
2825452,zhaitang_meo,2018-04-23 00:00:00,Sunny/clear,9.6,969.1,92.0,0.6,204.0
2825453,mentougou_meo,2018-04-23 00:00:00,Sunny/clear,12.3,1010.9,69.0,0.9,25.0
2825454,beijing_meo,2018-04-23 00:00:00,Sunny/clear,12.8,1017.1,63.0,1.6,29.0
2825455,shijingshan_meo,2018-04-23 00:00:00,Sunny/clear,12.4,1013.4,71.0,0.8,97.0
2825456,fengtai_meo,2018-04-23 00:00:00,Sunny/clear,13.2,1014.4,69.0,1.3,29.0
2825457,daxing_meo,2018-04-23 00:00:00,Sunny/clear,12.7,1016.3,69.0,1.2,19.0
2825458,fangshan_meo,2018-04-23 00:00:00,Sunny/clear,12.0,1015.1,69.0,1.6,54.0
2825459,xiayunling_meo,2018-04-23 00:00:00,Sunny/clear,10.3,972.3,88.0,1.1,338.0
2826975,shunyi_meo,2018-04-23 01:00:00,Sunny/clear,13.8,1017.7,64.0,2.1,347.0
2826976,hadian_meo,2018-04-23 01:00:00,Sunny/clear,14.4,1015.6,65.0,1.4,338.0
2826977,yanqing_meo,2018-04-23 01:00:00,Sunny/clear,10.3,964.0,64.0,0.8,227.0
2826978,miyun_meo,2018-04-23 01:00:00,Sunny/clear,13.8,1012.7,60.0,2.3,49.0
2826979,huairou_meo,2018-04-23 01:00:00,Sunny/clear,14.5,1012.2,51.0,2.2,29.0
2826980,shangdianzi_meo,2018-04-23 01:00:00,Sunny/clear,12.0,986.3,58.0,3.0,35.0
2826981,pinggu_meo,2018-04-23 01:00:00,Sunny/clear,11.9,1016.8,84.0,1.3,127.0
2826982,tongzhou_meo,2018-04-23 01:00:00,Sunny/clear,12.3,1018.5,71.0,1.7,342.0
2826983,chaoyang_meo,2018-04-23 01:00:00,Sunny/clear,13.2,1017.2,62.0,1.7,9.0
2826984,pingchang_meo,2018-04-23 01:00:00,Sunny/clear,15.5,1012.1,50.0,1.3,314.0
2826985,zhaitang_meo,2018-04-23 01:00:00,Sunny/clear,11.0,969.1,75.0,0.8,327.0
2826986,mentougou_meo,2018-04-23 01:00:00,Sunny/clear,13.5,1010.9,60.0,2.3,24.0
