id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2976955,CD1,2018-04-28 00:00:00,20.0,20.3,37.0,,,
2976956,BL0,2018-04-28 00:00:00,,,,,,
2976957,GR4,2018-04-28 00:00:00,11.2,12.2,12.3,,,
2976958,MY7,2018-04-28 00:00:00,14.6,21.0,,,,
2976959,HV1,2018-04-28 00:00:00,10.1,11.5,14.8,,,
2976960,GN3,2018-04-28 00:00:00,13.2,18.2,19.4,,,
2976961,GR9,2018-04-28 00:00:00,10.6,18.0,39.7,,,
2976962,LW2,2018-04-28 00:00:00,13.9,21.8,39.6,,,
2976963,GN0,2018-04-28 00:00:00,18.2,16.1,43.5,,,
2976964,KF1,2018-04-28 00:00:00,12.2,14.7,,,,
2976965,CD9,2018-04-28 00:00:00,,,63.3,,,
2976966,CT3,2018-04-28 00:00:00,33.0,16.6,,,,
2976967,CT2,2018-04-28 00:00:00,,,,,,
2976968,BX9,2018-04-28 00:00:00,10.5,,,,,
2976969,BX1,2018-04-28 00:00:00,,11.4,6.9,,,
2976970,TH4,2018-04-28 00:00:00,13.9,19.4,,,,
2976971,ST5,2018-04-28 00:00:00,19.0,16.0,21.7,,,
2976972,RB7,2018-04-28 00:00:00,19.0,16.8,,,,
2976973,TD5,2018-04-28 00:00:00,13.8,,,,,
2977011,CD1,2018-04-28 01:00:00,23.1,24.0,29.6,,,
2977012,BL0,2018-04-28 01:00:00,,19.4,42.1,,,
2977013,GR4,2018-04-28 01:00:00,8.3,14.6,14.2,,,
2977014,MY7,2018-04-28 01:00:00,18.8,23.4,,,,
2977015,HV1,2018-04-28 01:00:00,19.0,20.1,12.7,,,
2977016,GN3,2018-04-28 01:00:00,19.7,31.6,29.5,,,
2977017,GR9,2018-04-28 01:00:00,9.0,16.4,40.8,,,
2977018,LW2,2018-04-28 01:00:00,16.7,20.7,43.4,,,
2977019,GN0,2018-04-28 01:00:00,21.8,22.2,40.9,,,
2977020,KF1,2018-04-28 01:00:00,15.5,18.9,,,,
2977021,CD9,2018-04-28 01:00:00,,,72.5,,,
2977022,CT3,2018-04-28 01:00:00,17.0,19.8,,,,
2977023,CT2,2018-04-28 01:00:00,,,,,,
2977024,BX9,2018-04-28 01:00:00,10.9,,,,,
2977025,BX1,2018-04-28 01:00:00,,12.5,4.6,,,
2977026,TH4,2018-04-28 01:00:00,15.2,24.0,,,,
2977027,ST5,2018-04-28 01:00:00,13.0,18.0,19.9,,,
2977028,RB7,2018-04-28 01:00:00,23.0,27.6,,,,
2977029,TD5,2018-04-28 01:00:00,17.0,,,,,
2977067,CD1,2018-04-28 02:00:00,21.5,22.6,25.3,,,
2977068,BL0,2018-04-28 02:00:00,,,,,,
2977069,GR4,2018-04-28 02:00:00,11.7,12.4,14.1,,,
2977070,MY7,2018-04-28 02:00:00,21.0,25.7,,,,
