id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2997111,dongsi_aq,2018-05-13 01:00:00,31.0,34.0,31.0,0.4,66.0,2.0
2997112,tiantan_aq,2018-05-13 01:00:00,32.0,38.0,51.0,0.5,44.0,2.0
2997113,guanyuan_aq,2018-05-13 01:00:00,39.0,,31.0,0.4,72.0,2.0
2997114,wanshouxigong_aq,2018-05-13 01:00:00,36.0,39.0,28.0,0.5,61.0,2.0
2997115,aotizhongxin_aq,2018-05-13 01:00:00,35.0,65.0,36.0,0.4,52.0,2.0
2997116,nongzhanguan_aq,2018-05-13 01:00:00,34.0,43.0,38.0,0.4,50.0,2.0
2997117,wanliu_aq,2018-05-13 01:00:00,41.0,46.0,40.0,0.6,63.0,2.0
2997118,beibuxinqu_aq,2018-05-13 01:00:00,41.0,66.0,46.0,0.6,37.0,2.0
2997119,zhiwuyuan_aq,2018-05-13 01:00:00,,,,,,
2997120,fengtaihuayuan_aq,2018-05-13 01:00:00,49.0,67.0,50.0,0.6,57.0,2.0
2997121,yungang_aq,2018-05-13 01:00:00,33.0,47.0,44.0,0.4,60.0,3.0
2997122,gucheng_aq,2018-05-13 01:00:00,33.0,50.0,36.0,0.5,66.0,3.0
2997123,fangshan_aq,2018-05-13 01:00:00,34.0,89.0,61.0,0.5,47.0,3.0
2997124,daxing_aq,2018-05-13 01:00:00,41.0,87.0,61.0,0.6,43.0,5.0
2997125,yizhuang_aq,2018-05-13 01:00:00,40.0,47.0,54.0,0.6,52.0,4.0
2997126,tongzhou_aq,2018-05-13 01:00:00,31.0,52.0,42.0,0.4,50.0,3.0
2997127,shunyi_aq,2018-05-13 01:00:00,28.0,54.0,14.0,0.6,68.0,3.0
2997128,pingchang_aq,2018-05-13 01:00:00,35.0,58.0,27.0,0.4,50.0,5.0
2997129,mentougou_aq,2018-05-13 01:00:00,37.0,79.0,43.0,0.5,65.0,2.0
2997130,pinggu_aq,2018-05-13 01:00:00,33.0,35.0,20.0,0.5,83.0,2.0
2997131,huairou_aq,2018-05-13 01:00:00,19.0,30.0,12.0,0.3,69.0,
2997132,miyun_aq,2018-05-13 01:00:00,27.0,28.0,19.0,0.4,75.0,2.0
2997133,yanqin_aq,2018-05-13 01:00:00,50.0,76.0,47.0,0.4,18.0,2.0
2997134,dingling_aq,2018-05-13 01:00:00,24.0,56.0,27.0,0.6,59.0,9.0
2997135,badaling_aq,2018-05-13 01:00:00,48.0,98.0,39.0,0.5,36.0,8.0
2997136,miyunshuiku_aq,2018-05-13 01:00:00,23.0,28.0,9.0,0.2,81.0,2.0
2997137,donggaocun_aq,2018-05-13 01:00:00,55.0,,35.0,0.3,37.0,3.0
2997138,yongledian_aq,2018-05-13 01:00:00,75.0,76.0,45.0,0.6,69.0,2.0
2997139,yufa_aq,2018-05-13 01:00:00,49.0,54.0,36.0,0.5,59.0,6.0
2997140,liulihe_aq,2018-05-13 01:00:00,52.0,146.0,42.0,0.5,60.0,2.0
2997141,qianmen_aq,2018-05-13 01:00:00,31.0,57.0,69.0,0.5,46.0,6.0
2997142,yongdingmennei_aq,2018-05-13 01:00:00,39.0,48.0,46.0,0.4,50.0,3.0
2997143,xizhimenbei_aq,2018-05-13 01:00:00,34.0,51.0,45.0,0.2,51.0,5.0
2997144,nansanhuan_aq,2018-05-13 01:00:00,26.0,80.0,76.0,0.5,39.0,4.0
2997145,dongsihuan_aq,2018-05-13 01:00:00,21.0,61.0,56.0,0.5,45.0,4.0
2997167,dongsi_aq,2018-05-13 02:00:00,35.0,47.0,34.0,0.5,75.0,2.0
2997168,tiantan_aq,2018-05-13 02:00:00,39.0,54.0,42.0,0.6,65.0,2.0
2997169,guanyuan_aq,2018-05-13 02:00:00,48.0,55.0,30.0,0.4,88.0,2.0
2997170,wanshouxigong_aq,2018-05-13 02:00:00,31.0,74.0,28.0,0.5,73.0,2.0
2997171,aotizhongxin_aq,2018-05-13 02:00:00,41.0,69.0,34.0,0.5,65.0,2.0
2997172,nongzhanguan_aq,2018-05-13 02:00:00,32.0,63.0,32.0,0.4,68.0,2.0
2997173,wanliu_aq,2018-05-13 02:00:00,36.0,44.0,37.0,0.6,83.0,2.0
2997174,beibuxinqu_aq,2018-05-13 02:00:00,33.0,74.0,40.0,0.5,58.0,2.0
2997175,zhiwuyuan_aq,2018-05-13 02:00:00,,,,,,
2997176,fengtaihuayuan_aq,2018-05-13 02:00:00,65.0,,36.0,0.5,85.0,2.0
2997177,yungang_aq,2018-05-13 02:00:00,44.0,65.0,61.0,0.5,62.0,2.0
2997178,gucheng_aq,2018-05-13 02:00:00,50.0,67.0,49.0,0.6,71.0,3.0
2997179,fangshan_aq,2018-05-13 02:00:00,43.0,109.0,76.0,0.6,54.0,3.0
2997180,daxing_aq,2018-05-13 02:00:00,42.0,93.0,69.0,0.7,50.0,5.0
2997181,yizhuang_aq,2018-05-13 02:00:00,41.0,66.0,56.0,0.7,73.0,4.0
2997182,tongzhou_aq,2018-05-13 02:00:00,32.0,59.0,29.0,0.4,79.0,2.0
2997183,shunyi_aq,2018-05-13 02:00:00,25.0,43.0,13.0,0.6,81.0,3.0
2997184,pingchang_aq,2018-05-13 02:00:00,31.0,72.0,31.0,0.4,52.0,4.0
2997185,mentougou_aq,2018-05-13 02:00:00,46.0,93.0,40.0,0.5,96.0,3.0
2997186,pinggu_aq,2018-05-13 02:00:00,31.0,37.0,19.0,0.5,97.0,2.0
2997187,huairou_aq,2018-05-13 02:00:00,25.0,43.0,11.0,0.4,81.0,
2997188,miyun_aq,2018-05-13 02:00:00,24.0,30.0,17.0,0.4,94.0,2.0
2997189,yanqin_aq,2018-05-13 02:00:00,49.0,68.0,41.0,0.5,39.0,7.0
2997190,dingling_aq,2018-05-13 02:00:00,17.0,61.0,28.0,0.5,65.0,10.0
2997191,badaling_aq,2018-05-13 02:00:00,53.0,95.0,34.0,0.5,43.0,9.0
2997192,miyunshuiku_aq,2018-05-13 02:00:00,20.0,28.0,7.0,0.2,104.0,2.0
2997193,donggaocun_aq,2018-05-13 02:00:00,46.0,49.0,41.0,0.3,52.0,4.0
2997194,yongledian_aq,2018-05-13 02:00:00,79.0,,51.0,0.7,88.0,3.0
2997195,yufa_aq,2018-05-13 02:00:00,54.0,,28.0,0.5,87.0,6.0
2997196,liulihe_aq,2018-05-13 02:00:00,47.0,141.0,35.0,0.5,78.0,3.0
2997197,qianmen_aq,2018-05-13 02:00:00,38.0,83.0,65.0,0.5,61.0,5.0
2997198,yongdingmennei_aq,2018-05-13 02:00:00,43.0,63.0,54.0,0.5,58.0,6.0
2997199,xizhimenbei_aq,2018-05-13 02:00:00,36.0,63.0,45.0,0.3,61.0,8.0
2997200,nansanhuan_aq,2018-05-13 02:00:00,30.0,75.0,88.0,0.7,41.0,4.0
2997201,dongsihuan_aq,2018-05-13 02:00:00,21.0,56.0,53.0,0.5,59.0,3.0
2997223,dongsi_aq,2018-05-13 03:00:00,36.0,48.0,36.0,0.5,92.0,2.0
2997224,tiantan_aq,2018-05-13 03:00:00,30.0,67.0,41.0,0.9,75.0,3.0
2997225,guanyuan_aq,2018-05-13 03:00:00,48.0,68.0,37.0,0.4,98.0,2.0
2997226,wanshouxigong_aq,2018-05-13 03:00:00,38.0,80.0,32.0,0.6,85.0,2.0
2997227,aotizhongxin_aq,2018-05-13 03:00:00,36.0,61.0,34.0,0.5,86.0,2.0
2997228,nongzhanguan_aq,2018-05-13 03:00:00,33.0,74.0,31.0,0.4,86.0,2.0
2997229,wanliu_aq,2018-05-13 03:00:00,39.0,65.0,37.0,0.6,103.0,2.0
2997230,beibuxinqu_aq,2018-05-13 03:00:00,37.0,82.0,30.0,0.6,81.0,2.0
2997231,zhiwuyuan_aq,2018-05-13 03:00:00,,,,,,
2997232,fengtaihuayuan_aq,2018-05-13 03:00:00,121.0,,45.0,0.6,92.0,2.0
2997233,yungang_aq,2018-05-13 03:00:00,46.0,80.0,69.0,0.5,73.0,3.0
2997234,gucheng_aq,2018-05-13 03:00:00,41.0,64.0,45.0,0.5,86.0,3.0
2997235,fangshan_aq,2018-05-13 03:00:00,42.0,104.0,57.0,0.5,87.0,3.0
2997236,daxing_aq,2018-05-13 03:00:00,44.0,91.0,45.0,0.6,89.0,4.0
