id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
4079720,london_grid_000,2018-05-28 00:00:00,CLEAR_DAY,15.03,1016.8722,85.0,328.42,6.21
4079721,london_grid_001,2018-05-28 00:00:00,CLEAR_DAY,14.57,1015.893,87.0,323.7,6.64
4079722,london_grid_002,2018-05-28 00:00:00,CLEAR_DAY,14.1,1014.9138,89.0,319.57,7.1
4079723,london_grid_003,2018-05-28 00:00:00,CLEAR_DAY,13.66,1012.2993,90.0,315.38,7.1
4079724,london_grid_004,2018-05-28 00:00:00,CLEAR_DAY,13.26,1008.0498,91.0,310.22,6.65
4079725,london_grid_005,2018-05-28 00:00:00,CLEAR_DAY,12.85,1003.8002,93.0,304.36,6.25
4079726,london_grid_006,2018-05-28 00:00:00,CLEAR_DAY,12.98,1003.1538,93.0,293.22,5.99
4079727,london_grid_007,2018-05-28 00:00:00,CLEAR_DAY,13.11,1002.5073,93.0,281.55,5.97
4079728,london_grid_008,2018-05-28 00:00:00,CLEAR_DAY,13.36,1002.8305,94.0,272.39,6.24
4079729,london_grid_009,2018-05-28 00:00:00,CLEAR_DAY,13.74,1004.1234,94.0,266.17,6.67
4079730,london_grid_010,2018-05-28 00:00:00,CLEAR_DAY,14.11,1005.4162,94.0,260.75,7.16
4079731,london_grid_011,2018-05-28 00:00:00,RAIN,14.11,1003.3938,94.0,265.51,6.07
4079732,london_grid_012,2018-05-28 00:00:00,RAIN,14.11,1001.3714,95.0,272.31,5.03
4079733,london_grid_013,2018-05-28 00:00:00,RAIN,14.16,1000.9842,95.0,292.77,3.24
4079734,london_grid_014,2018-05-28 00:00:00,RAIN,14.26,1002.2322,96.0,1.41,2.68
4079735,london_grid_015,2018-05-28 00:00:00,RAIN,14.36,1003.4802,96.0,37.23,5.16
4079736,london_grid_016,2018-05-28 00:00:00,RAIN,14.47,1004.6322,97.0,46.78,7.38
4079737,london_grid_017,2018-05-28 00:00:00,RAIN,14.58,1005.7842,97.0,51.83,9.72
4079738,london_grid_018,2018-05-28 00:00:00,RAIN,14.65,1005.1282,96.0,55.69,11.2
4079739,london_grid_019,2018-05-28 00:00:00,RAIN,14.68,1002.6642,93.0,59.65,11.84
4079740,london_grid_020,2018-05-28 00:00:00,RAIN,14.7,1000.2002,90.0,63.18,12.53
4079741,london_grid_021,2018-05-28 00:00:00,CLEAR_DAY,15.07,1016.9618,85.0,328.88,6.27
4079742,london_grid_022,2018-05-28 00:00:00,CLEAR_DAY,14.64,1016.108,87.0,324.6,6.71
4079743,london_grid_023,2018-05-28 00:00:00,CLEAR_DAY,14.21,1015.2542,89.0,320.86,7.18
4079744,london_grid_024,2018-05-28 00:00:00,CLEAR_DAY,13.82,1013.0238,90.0,316.86,7.22
4079745,london_grid_025,2018-05-28 00:00:00,CLEAR_DAY,13.46,1009.4168,91.0,311.83,6.85
4079746,london_grid_026,2018-05-28 00:00:00,CLEAR_DAY,13.11,1005.8098,92.0,306.26,6.53
4079747,london_grid_027,2018-05-28 00:00:00,CLEAR_DAY,13.18,1004.2366,93.0,295.25,6.33
4079748,london_grid_028,2018-05-28 00:00:00,CLEAR_DAY,13.25,1002.6635,93.0,283.97,6.37
4079749,london_grid_029,2018-05-28 00:00:00,CLEAR_DAY,13.46,1002.1688,94.0,275.11,6.67
4079750,london_grid_030,2018-05-28 00:00:00,CLEAR_DAY,13.78,1002.7525,94.0,268.91,7.09
4079751,london_grid_031,2018-05-28 00:00:00,CLEAR_DAY,14.11,1003.3362,94.0,263.47,7.59
4079752,london_grid_032,2018-05-28 00:00:00,CLEAR_DAY,14.17,1002.6424,95.0,268.59,6.4
4079753,london_grid_033,2018-05-28 00:00:00,RAIN,14.23,1001.9486,95.0,275.95,5.29
4079754,london_grid_034,2018-05-28 00:00:00,RAIN,14.27,1001.6843,95.0,297.57,3.47
4079755,london_grid_035,2018-05-28 00:00:00,RAIN,14.3,1001.8494,96.0,2.56,3.02
4079756,london_grid_036,2018-05-28 00:00:00,RAIN,14.33,1002.0146,97.0,37.05,5.56
4079757,london_grid_037,2018-05-28 00:00:00,RAIN,14.42,1003.8757,97.0,46.02,7.74
4079758,london_grid_038,2018-05-28 00:00:00,RAIN,14.5,1005.7368,97.0,50.98,10.03
4079759,london_grid_039,2018-05-28 00:00:00,RAIN,14.52,1005.6862,96.0,54.28,11.45
4079760,london_grid_040,2018-05-28 00:00:00,RAIN,14.47,1003.724,93.0,57.25,12.01
4079761,london_grid_041,2018-05-28 00:00:00,RAIN,14.42,1001.7618,91.0,59.96,12.59
4079762,london_grid_042,2018-05-28 00:00:00,CLEAR_DAY,15.11,1017.0514,85.0,329.33,6.32
4079763,london_grid_043,2018-05-28 00:00:00,CLEAR_DAY,14.72,1016.3231,87.0,325.47,6.78
4079764,london_grid_044,2018-05-28 00:00:00,CLEAR_DAY,14.33,1015.5947,88.0,322.12,7.27
4079765,london_grid_045,2018-05-28 00:00:00,CLEAR_DAY,13.98,1013.7483,90.0,318.29,7.35
4079766,london_grid_046,2018-05-28 00:00:00,CLEAR_DAY,13.67,1010.7838,91.0,313.35,7.05
4079767,london_grid_047,2018-05-28 00:00:00,CLEAR_DAY,13.36,1007.8193,92.0,308.01,6.81
4079768,london_grid_048,2018-05-28 00:00:00,CLEAR_DAY,13.38,1005.3195,93.0,297.08,6.67
4079769,london_grid_049,2018-05-28 00:00:00,CLEAR_DAY,13.4,1002.8197,93.0,286.11,6.78
4079770,london_grid_050,2018-05-28 00:00:00,CLEAR_DAY,13.55,1001.507,94.0,277.5,7.11
4079771,london_grid_051,2018-05-28 00:00:00,CLEAR_DAY,13.83,1001.3816,94.0,271.34,7.53
4079772,london_grid_052,2018-05-28 00:00:00,CLEAR_DAY,14.11,1001.2562,95.0,265.9,8.04
4079773,london_grid_053,2018-05-28 00:00:00,CLEAR_DAY,14.23,1001.891,95.0,271.35,6.76
4079774,london_grid_054,2018-05-28 00:00:00,CLEAR_DAY,14.35,1002.5259,95.0,279.24,5.56
4079775,london_grid_055,2018-05-28 00:00:00,RAIN,14.39,1002.3845,95.0,301.75,3.73
4079776,london_grid_056,2018-05-28 00:00:00,RAIN,14.34,1001.4667,96.0,3.48,3.37
4079777,london_grid_057,2018-05-28 00:00:00,RAIN,14.3,1000.549,97.0,36.9,5.96
4079778,london_grid_058,2018-05-28 00:00:00,RAIN,14.36,1003.1192,97.0,45.33,8.1
4079779,london_grid_059,2018-05-28 00:00:00,RAIN,14.43,1005.6894,97.0,50.17,10.34
4079780,london_grid_060,2018-05-28 00:00:00,RAIN,14.39,1006.2443,96.0,52.94,11.71
4079781,london_grid_061,2018-05-28 00:00:00,RAIN,14.27,1004.7838,94.0,54.93,12.19
4079782,london_grid_062,2018-05-28 00:00:00,RAIN,14.14,1003.3233,92.0,56.77,12.68
4079783,london_grid_063,2018-05-28 00:00:00,CLEAR_DAY,15.14,1016.9842,84.0,329.96,6.4
4079784,london_grid_064,2018-05-28 00:00:00,CLEAR_DAY,14.79,1016.2827,86.0,326.54,6.79
4079785,london_grid_065,2018-05-28 00:00:00,CLEAR_DAY,14.44,1015.5813,88.0,323.51,7.2
4079786,london_grid_066,2018-05-28 00:00:00,CLEAR_DAY,14.13,1014.0286,89.0,319.72,7.27
4079787,london_grid_067,2018-05-28 00:00:00,CLEAR_DAY,13.86,1011.6248,91.0,314.66,7.03
4079788,london_grid_068,2018-05-28 00:00:00,CLEAR_DAY,13.6,1009.2209,92.0,309.29,6.85
4079789,london_grid_069,2018-05-28 00:00:00,CLEAR_DAY,13.57,1006.1771,93.0,297.99,6.82
4079790,london_grid_070,2018-05-28 00:00:00,CLEAR_DAY,13.54,1003.1333,93.0,287.03,7.05
4079791,london_grid_071,2018-05-28 00:00:00,CLEAR_DAY,13.65,1001.333,94.0,278.69,7.45
4079792,london_grid_072,2018-05-28 00:00:00,CLEAR_DAY,13.9,1000.7762,94.0,272.78,7.91
4079793,london_grid_073,2018-05-28 00:00:00,CLEAR_DAY,14.16,1000.2194,95.0,267.56,8.43
4079794,london_grid_074,2018-05-28 00:00:00,CLEAR_DAY,14.31,1001.7502,95.0,273.41,7.04
4079795,london_grid_075,2018-05-28 00:00:00,CLEAR_DAY,14.47,1003.2811,95.0,281.98,5.76
4079796,london_grid_076,2018-05-28 00:00:00,RAIN,14.49,1003.2331,95.0,305.57,3.92
4079797,london_grid_077,2018-05-28 00:00:00,RAIN,14.4,1001.6062,96.0,4.91,3.68
4079798,london_grid_078,2018-05-28 00:00:00,RAIN,14.3,999.9794,97.0,37.06,6.33
4079799,london_grid_079,2018-05-28 00:00:00,RAIN,14.32,1002.7826,98.0,44.97,8.44
4079800,london_grid_080,2018-05-28 00:00:00,RAIN,14.35,1005.5857,98.0,49.68,10.63
