id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3774642,shunyi_meo,2018-05-19 00:00:00,Sunny/clear,21.5,1012.0,55.0,1.7,113.0
3774643,hadian_meo,2018-05-19 00:00:00,Sunny/clear,20.4,1009.6,60.0,1.1,48.0
3774644,yanqing_meo,2018-05-19 00:00:00,Sunny/clear,18.7,958.7,65.0,1.8,38.0
3774645,miyun_meo,2018-05-19 00:00:00,Sunny/clear,20.5,1007.2,73.0,1.0,79.0
3774646,huairou_meo,2018-05-19 00:00:00,Sunny/clear,20.3,1006.6,66.0,0.9,168.0
3774647,shangdianzi_meo,2018-05-19 00:00:00,Sunny/clear,20.1,981.6,67.0,1.3,68.0
3774648,pinggu_meo,2018-05-19 00:00:00,Sunny/clear,20.7,1011.8,63.0,0.7,7.0
3774649,tongzhou_meo,2018-05-19 00:00:00,Sunny/clear,21.5,1013.0,55.0,1.3,92.0
3774650,chaoyang_meo,2018-05-19 00:00:00,Sunny/clear,21.8,1011.3,51.0,1.8,72.0
3774651,pingchang_meo,2018-05-19 00:00:00,Sunny/clear,21.2,1006.4,51.0,1.8,103.0
3774652,zhaitang_meo,2018-05-19 00:00:00,Sunny/clear,18.3,963.8,71.0,2.0,54.0
3774653,mentougou_meo,2018-05-19 00:00:00,Sunny/clear,21.4,1005.1,58.0,1.6,93.0
3774654,beijing_meo,2018-05-19 00:00:00,Sunny/clear,21.9,1011.5,50.0,1.1,153.0
3774655,shijingshan_meo,2018-05-19 00:00:00,Sunny/clear,21.2,1007.6,59.0,1.6,80.0
3774656,fengtai_meo,2018-05-19 00:00:00,Sunny/clear,22.9,1008.6,51.0,1.1,71.0
3774657,daxing_meo,2018-05-19 00:00:00,Sunny/clear,21.7,1010.8,53.0,1.6,84.0
3774658,fangshan_meo,2018-05-19 00:00:00,Sunny/clear,22.3,1009.4,53.0,1.8,113.0
3774659,xiayunling_meo,2018-05-19 00:00:00,Sunny/clear,19.3,967.6,74.0,0.6,216.0
3776175,shunyi_meo,2018-05-19 01:00:00,Sunny/clear,22.9,1011.4,48.0,1.5,131.0
3776176,hadian_meo,2018-05-19 01:00:00,Sunny/clear,22.8,1009.2,56.0,1.6,33.0
3776177,yanqing_meo,2018-05-19 01:00:00,Sunny/clear,20.1,958.4,58.0,2.3,134.0
3776178,miyun_meo,2018-05-19 01:00:00,Sunny/clear,22.8,1006.4,57.0,0.8,42.0
3776179,huairou_meo,2018-05-19 01:00:00,Sunny/clear,22.8,1006.0,51.0,2.2,96.0
3776180,shangdianzi_meo,2018-05-19 01:00:00,Sunny/clear,22.1,980.8,58.0,1.1,62.0
3776181,pinggu_meo,2018-05-19 01:00:00,Sunny/clear,23.4,1011.0,49.0,1.9,77.0
3776182,tongzhou_meo,2018-05-19 01:00:00,Sunny/clear,23.3,1012.2,53.0,2.1,56.0
3776183,chaoyang_meo,2018-05-19 01:00:00,Sunny/clear,22.9,1010.7,50.0,1.9,93.0
3776184,pingchang_meo,2018-05-19 01:00:00,Sunny/clear,22.6,1006.0,48.0,1.6,139.0
3776185,zhaitang_meo,2018-05-19 01:00:00,Sunny/clear,20.8,963.4,67.0,0.8,99.0
3776186,mentougou_meo,2018-05-19 01:00:00,Sunny/clear,23.2,1004.8,54.0,1.6,97.0
