id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2972998,dongsi_aq,2018-04-25 00:00:00,31.0,68.0,65.0,0.5,19.0,2.0
2972999,tiantan_aq,2018-04-25 00:00:00,38.0,41.0,79.0,0.7,14.0,4.0
2973000,guanyuan_aq,2018-04-25 00:00:00,36.0,84.0,88.0,0.7,8.0,3.0
2973001,wanshouxigong_aq,2018-04-25 00:00:00,36.0,53.0,67.0,0.6,17.0,2.0
2973002,aotizhongxin_aq,2018-04-25 00:00:00,37.0,75.0,87.0,0.6,2.0,4.0
2973003,nongzhanguan_aq,2018-04-25 00:00:00,35.0,77.0,88.0,0.6,2.0,2.0
2973004,wanliu_aq,2018-04-25 00:00:00,27.0,81.0,61.0,0.8,14.0,2.0
2973005,beibuxinqu_aq,2018-04-25 00:00:00,23.0,39.0,59.0,0.5,11.0,2.0
2973006,zhiwuyuan_aq,2018-04-25 00:00:00,,,,,,
2973007,fengtaihuayuan_aq,2018-04-25 00:00:00,38.0,86.0,83.0,0.7,16.0,2.0
2973008,yungang_aq,2018-04-25 00:00:00,3.0,16.0,18.0,0.3,75.0,2.0
2973009,gucheng_aq,2018-04-25 00:00:00,28.0,100.0,54.0,0.4,40.0,2.0
2973010,fangshan_aq,2018-04-25 00:00:00,17.0,,58.0,0.4,38.0,2.0
2973011,daxing_aq,2018-04-25 00:00:00,42.0,153.0,104.0,0.4,5.0,4.0
2973012,yizhuang_aq,2018-04-25 00:00:00,28.0,89.0,89.0,0.8,12.0,5.0
2973013,tongzhou_aq,2018-04-25 00:00:00,33.0,85.0,81.0,0.6,14.0,7.0
2973014,shunyi_aq,2018-04-25 00:00:00,18.0,49.0,30.0,0.6,56.0,3.0
2973015,pingchang_aq,2018-04-25 00:00:00,33.0,58.0,73.0,0.6,4.0,15.0
2973016,mentougou_aq,2018-04-25 00:00:00,27.0,75.0,64.0,0.5,27.0,2.0
2973017,pinggu_aq,2018-04-25 00:00:00,28.0,67.0,37.0,0.7,42.0,7.0
2973018,huairou_aq,2018-04-25 00:00:00,17.0,34.0,27.0,0.6,43.0,2.0
2973019,miyun_aq,2018-04-25 00:00:00,23.0,67.0,46.0,0.5,30.0,2.0
2973020,yanqin_aq,2018-04-25 00:00:00,28.0,99.0,47.0,0.4,13.0,2.0
2973021,dingling_aq,2018-04-25 00:00:00,31.0,68.0,32.0,0.4,52.0,9.0
2973022,badaling_aq,2018-04-25 00:00:00,34.0,102.0,57.0,0.5,23.0,5.0
2973023,miyunshuiku_aq,2018-04-25 00:00:00,19.0,28.0,20.0,0.3,54.0,3.0
2973024,donggaocun_aq,2018-04-25 00:00:00,30.0,59.0,21.0,0.2,68.0,4.0
2973025,yongledian_aq,2018-04-25 00:00:00,55.0,122.0,100.0,0.7,12.0,4.0
2973026,yufa_aq,2018-04-25 00:00:00,51.0,109.0,61.0,0.5,22.0,6.0
2973027,liulihe_aq,2018-04-25 00:00:00,58.0,63.0,43.0,0.3,40.0,2.0
2973028,qianmen_aq,2018-04-25 00:00:00,21.0,72.0,83.0,0.7,17.0,3.0
2973029,yongdingmennei_aq,2018-04-25 00:00:00,40.0,82.0,124.0,0.8,15.0,6.0
2973030,xizhimenbei_aq,2018-04-25 00:00:00,42.0,76.0,100.0,0.6,4.0,6.0
2973031,nansanhuan_aq,2018-04-25 00:00:00,49.0,93.0,94.0,0.7,11.0,5.0
2973032,dongsihuan_aq,2018-04-25 00:00:00,33.0,114.0,96.0,0.8,2.0,9.0
2973054,dongsi_aq,2018-04-25 01:00:00,39.0,75.0,66.0,0.5,24.0,2.0
2973055,tiantan_aq,2018-04-25 01:00:00,40.0,60.0,86.0,0.7,24.0,4.0
2973056,guanyuan_aq,2018-04-25 01:00:00,31.0,66.0,80.0,0.6,25.0,3.0
2973057,wanshouxigong_aq,2018-04-25 01:00:00,28.0,95.0,64.0,0.6,32.0,2.0
2973058,aotizhongxin_aq,2018-04-25 01:00:00,41.0,87.0,84.0,0.6,8.0,4.0
2973059,nongzhanguan_aq,2018-04-25 01:00:00,40.0,91.0,91.0,0.6,5.0,2.0
2973060,wanliu_aq,2018-04-25 01:00:00,32.0,70.0,70.0,0.8,21.0,2.0
2973061,beibuxinqu_aq,2018-04-25 01:00:00,24.0,56.0,57.0,0.5,30.0,2.0
2973062,zhiwuyuan_aq,2018-04-25 01:00:00,,,,,,
2973063,fengtaihuayuan_aq,2018-04-25 01:00:00,84.0,,78.0,0.7,31.0,2.0
2973064,yungang_aq,2018-04-25 01:00:00,13.0,21.0,21.0,0.3,81.0,2.0
2973065,gucheng_aq,2018-04-25 01:00:00,28.0,61.0,57.0,0.5,50.0,2.0
2973066,fangshan_aq,2018-04-25 01:00:00,20.0,,52.0,0.4,53.0,2.0
2973067,daxing_aq,2018-04-25 01:00:00,41.0,121.0,98.0,0.4,18.0,3.0
2973068,yizhuang_aq,2018-04-25 01:00:00,27.0,83.0,80.0,1.0,29.0,6.0
2973069,tongzhou_aq,2018-04-25 01:00:00,33.0,65.0,64.0,0.5,38.0,6.0
2973070,shunyi_aq,2018-04-25 01:00:00,18.0,43.0,22.0,0.6,76.0,4.0
2973071,pingchang_aq,2018-04-25 01:00:00,34.0,84.0,74.0,0.6,8.0,14.0
2973072,mentougou_aq,2018-04-25 01:00:00,23.0,58.0,54.0,0.4,49.0,2.0
2973073,pinggu_aq,2018-04-25 01:00:00,30.0,60.0,40.0,0.8,53.0,7.0
2973074,huairou_aq,2018-04-25 01:00:00,21.0,35.0,19.0,0.5,59.0,2.0
2973075,miyun_aq,2018-04-25 01:00:00,19.0,48.0,30.0,0.4,64.0,2.0
2973076,yanqin_aq,2018-04-25 01:00:00,31.0,89.0,57.0,0.4,20.0,6.0
2973077,dingling_aq,2018-04-25 01:00:00,38.0,41.0,31.0,0.6,69.0,17.0
2973078,badaling_aq,2018-04-25 01:00:00,42.0,106.0,54.0,0.8,31.0,17.0
2973079,miyunshuiku_aq,2018-04-25 01:00:00,17.0,39.0,18.0,0.3,62.0,3.0
2973080,donggaocun_aq,2018-04-25 01:00:00,22.0,53.0,40.0,0.3,39.0,5.0
2973081,yongledian_aq,2018-04-25 01:00:00,52.0,134.0,102.0,0.7,19.0,4.0
2973082,yufa_aq,2018-04-25 01:00:00,53.0,102.0,77.0,0.5,29.0,5.0
2973083,liulihe_aq,2018-04-25 01:00:00,117.0,,54.0,0.3,42.0,2.0
2973084,qianmen_aq,2018-04-25 01:00:00,9.0,42.0,74.0,0.6,34.0,3.0
2973085,yongdingmennei_aq,2018-04-25 01:00:00,24.0,50.0,104.0,0.7,40.0,9.0
2973086,xizhimenbei_aq,2018-04-25 01:00:00,32.0,55.0,94.0,0.5,14.0,6.0
2973087,nansanhuan_aq,2018-04-25 01:00:00,65.0,89.0,91.0,0.7,21.0,4.0
